Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;10328;185;1;2021-01-28T10:02:00
Kärnten;23814;610;2;2021-01-28T10:02:00
Niederösterreich;58938;1058;3;2021-01-28T10:02:00
Oberösterreich;76238;1226;4;2021-01-28T10:02:00
Salzburg;31297;431;5;2021-01-28T10:02:00
Steiermark;44503;1209;6;2021-01-28T10:02:00
Tirol;42755;530;7;2021-01-28T10:02:00
Vorarlberg;21400;233;8;2021-01-28T10:02:00
Wien;77078;1398;9;2021-01-28T10:02:00
