Bundesland;Anzahl;GKZ;Timestamp
Wien;254;9;2020-06-03T11:00:00
Vorarlberg;15;8;2020-06-03T11:00:00
Tirol;14;7;2020-06-03T11:00:00
Steiermark;34;6;2020-06-03T11:00:00
Salzburg;5;5;2020-06-03T11:00:00
Oberösterreich;15;4;2020-06-03T11:00:00
Niederösterreich;80;3;2020-06-03T11:00:00
Kärnten;5;2;2020-06-03T11:00:00
Burgenland;7;1;2020-06-03T11:00:00
