Bundesland;Anzahl;GKZ;Timestamp
Wien;3574;9;2021-01-17T00:02:00
Vorarlberg;936;8;2021-01-17T00:02:00
Tirol;1272;7;2021-01-17T00:02:00
Steiermark;2593;6;2021-01-17T00:02:00
Salzburg;1772;5;2021-01-17T00:02:00
Oberösterreich;2170;4;2021-01-17T00:02:00
Niederösterreich;3625;3;2021-01-17T00:02:00
Kärnten;1187;2;2021-01-17T00:02:00
Burgenland;544;1;2021-01-17T00:02:00
