Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;279;0;65
Rust(Stadt);102;1980;33;0;15
Eisenstadt-Umgebung;103;43236;715;5;163
Güssing;104;25699;512;1;193
Jennersdorf;105;17097;358;3;134
Mattersburg;106;40042;620;4;135
Neusiedl am See;107;59990;848;11;153
Oberpullendorf;108;37384;752;4;224
Oberwart;109;54192;1191;18;293
Klagenfurt Stadt;201;101300;1726;29;651
Villach Stadt;202;62882;858;1;258
Hermagor;203;18054;324;2;106
Klagenfurt Land;204;60014;864;2;358
Sankt Veit an der Glan;205;54186;876;3;374
Spittal an der Drau;206;75868;584;3;267
Villach Land;207;64618;813;4;310
Völkermarkt;208;41862;894;5;418
Wolfsberg;209;52607;800;4;355
Feldkirchen;210;29902;437;3;204
Krems an der Donau(Stadt);301;25036;513;6;139
Sankt Pölten(Stadt);302;55514;1077;8;205
Waidhofen an der Ybbs(Stadt);303;11222;211;3;85
Wiener Neustadt(Stadt);304;45823;959;1;167
Amstetten;305;116520;2571;27;795
Baden;306;146751;2402;12;478
Bruck an der Leitha;307;103735;1549;5;286
Gänserndorf;308;104782;1305;7;230
Gmünd;309;36553;784;7;178
Hollabrunn;310;51033;706;3;210
Horn;311;30936;349;5;76
Korneuburg;312;91254;1517;7;282
Krems(Land);313;56487;1182;9;275
Lilienfeld;314;25655;545;7;131
Melk;315;78191;1318;9;353
Mistelbach;316;75625;887;12;202
Mödling;317;119115;2077;14;373
Neunkirchen;318;86343;1375;15;252
Sankt Pölten(Land);319;131729;2243;20;502
Scheibbs;320;41414;909;4;349
Tulln;321;104593;1799;7;356
Waidhofen an der Thaya;322;25682;521;3;88
Wiener Neustadt(Land);323;78307;1150;13;285
Zwettl;325;41987;752;3;167
Linz(Stadt);401;206595;4964;50;1229
Steyr(Stadt);402;38056;887;2;218
Wels(Stadt);403;62470;1764;8;372
Braunau am Inn;404;105553;1920;14;602
Eferding;405;33178;1161;8;377
Freistadt;406;66861;2022;21;582
Gmunden;407;101859;2376;15;577
Grieskirchen;408;64875;2002;5;556
Kirchdorf an der Krems;409;57071;1058;7;394
Linz-Land;410;151371;3584;15;946
Perg;411;68968;1956;9;592
Ried im Innkreis;412;61690;2166;14;636
Rohrbach;413;56545;2342;20;799
Schärding;414;57391;1830;5;486
Steyr-Land;415;60717;1682;20;515
Urfahr-Umgebung;416;86005;2822;17;1035
Vöcklabruck;417;137297;3453;12;1060
Wels-Land;418;73777;1623;8;492
Salzburg(Stadt);501;155021;2916;6;770
Hallein;502;60824;1885;9;371
Salzburg-Umgebung;503;153492;3653;17;923
Sankt Johann im Pongau;504;81194;2953;20;714
Tamsweg;505;20251;548;3;206
Zell am See;506;87628;1813;10;524
Graz(Stadt);601;291072;4994;56;1213
Deutschlandsberg;603;60867;774;4;223
Graz-Umgebung;606;156070;2285;55;610
Leibnitz;610;84756;1633;19;419
Leoben;611;59700;1025;18;309
Liezen;612;79652;1473;11;380
Murau;614;27543;317;1;134
Voitsberg;616;51044;959;19;334
Weiz;617;90654;1415;22;391
Murtal;620;71698;1019;7;370
Bruck-Mürzzuschlag;621;98697;1687;33;624
Hartberg-Fürstenfeld;622;90606;1841;57;563
Südoststeiermark;623;84036;1560;14;511
Innsbruck-Stadt;701;131961;4417;38;675
Imst;702;60474;1628;6;397
Innsbruck-Land;703;180453;5022;19;1075
Kitzbühel;704;64168;1492;14;346
Kufstein;705;110287;3488;44;852
Landeck;706;44386;1772;20;158
Lienz;707;48738;950;6;347
Reutte;708;32838;483;2;108
Schwaz;709;84329;4098;27;1034
Bludenz;801;64107;1675;11;430
Bregenz;802;134987;3767;22;1119
Dornbirn;803;89912;3216;20;878
Feldkirch;804;108133;2967;13;817
Wien;900;1911191;47338;452;7975
