Datum;BundeslandID;Bevölkerung;Name;Auslieferungen;AuslieferungenPro100;Bestellungen;BestellungenPro100
2021-02-07T23:59:59+01:00;10;8901064;Österreich;307357;3.45;430399;4.84
2021-02-08T23:59:59+01:00;0;;Bundesbeschaffung;;;;
2021-02-08T23:59:59+01:00;1;294436;Burgenland;9870;3.35;10776;3.66
2021-02-08T23:59:59+01:00;2;561293;Kärnten;23453;4.18;27017;4.81
2021-02-08T23:59:59+01:00;3;1684287;Niederösterreich;56542;3.36;67994;4.04
2021-02-08T23:59:59+01:00;4;1490279;Oberösterreich;54316;3.64;83560;5.61
2021-02-08T23:59:59+01:00;5;558410;Salzburg;20965;3.75;23173;4.15
2021-02-08T23:59:59+01:00;6;1246395;Steiermark;53501;4.29;70931;5.69
2021-02-08T23:59:59+01:00;7;757634;Tirol;31684;4.18;35156;4.64
2021-02-08T23:59:59+01:00;8;397139;Vorarlberg;18317;4.61;22151;5.58
2021-02-08T23:59:59+01:00;9;1911191;Wien;78023;4.08;101577;5.31
2021-02-08T23:59:59+01:00;10;8901064;Österreich;346671;3.89;442335;4.97
2021-02-09T23:59:59+01:00;0;;Bundesbeschaffung;;;;
2021-02-09T23:59:59+01:00;1;294436;Burgenland;10212;3.47;12374;4.20
2021-02-09T23:59:59+01:00;2;561293;Kärnten;24245;4.32;29967;5.34
2021-02-09T23:59:59+01:00;3;1684287;Niederösterreich;59752;3.55;71138;4.22
2021-02-09T23:59:59+01:00;4;1490279;Oberösterreich;54928;3.69;83470;5.60
2021-02-09T23:59:59+01:00;5;558410;Salzburg;21973;3.93;23779;4.26
2021-02-09T23:59:59+01:00;6;1246395;Steiermark;56629;4.54;71189;5.71
2021-02-09T23:59:59+01:00;7;757634;Tirol;32680;4.31;35366;4.67
2021-02-09T23:59:59+01:00;8;397139;Vorarlberg;19409;4.89;22631;5.70
2021-02-09T23:59:59+01:00;9;1911191;Wien;80899;4.23;102891;5.38
2021-02-09T23:59:59+01:00;10;8901064;Österreich;360727;4.05;452805;5.09
2021-02-10T23:59:59+01:00;0;;Bundesbeschaffung;1200;;1230;
2021-02-10T23:59:59+01:00;1;294436;Burgenland;10572;3.59;12404;4.21
2021-02-10T23:59:59+01:00;2;561293;Kärnten;24245;4.32;30615;5.45
2021-02-10T23:59:59+01:00;3;1684287;Niederösterreich;63324;3.76;76850;4.56
2021-02-10T23:59:59+01:00;4;1490279;Oberösterreich;60480;4.06;83230;5.58
2021-02-10T23:59:59+01:00;5;558410;Salzburg;22891;4.1;24049;4.31
2021-02-10T23:59:59+01:00;6;1246395;Steiermark;64553;5.18;70823;5.68
2021-02-10T23:59:59+01:00;7;757634;Tirol;32610;4.3;36254;4.79
2021-02-10T23:59:59+01:00;8;397139;Vorarlberg;19679;4.96;22631;5.70
2021-02-10T23:59:59+01:00;9;1911191;Wien;83587;4.37;110539;5.78
2021-02-10T23:59:59+01:00;10;8901064;Österreich;383141;4.30;468625;5.26
2021-02-11T23:59:59+01:00;0;;Bundesbeschaffung;1200;;1350;
2021-02-11T23:59:59+01:00;1;294436;Burgenland;10716;3.64;12404;4.21
2021-02-11T23:59:59+01:00;2;561293;Kärnten;24605;4.38;30615;5.45
2021-02-11T23:59:59+01:00;3;1684287;Niederösterreich;66480;3.95;79240;4.70
2021-02-11T23:59:59+01:00;4;1490279;Oberösterreich;70300;4.72;83230;5.58
2021-02-11T23:59:59+01:00;5;558410;Salzburg;22999;4.12;27707;4.96
2021-02-11T23:59:59+01:00;6;1246395;Steiermark;65303;5.24;71543;5.74
2021-02-11T23:59:59+01:00;7;757634;Tirol;33178;4.38;38070;5.02
2021-02-11T23:59:59+01:00;8;397139;Vorarlberg;20363;5.13;22691;5.71
2021-02-11T23:59:59+01:00;9;1911191;Wien;91411;4.78;111653;5.84
2021-02-11T23:59:59+01:00;10;8901064;Österreich;406555;4.57;478503;5.38
2021-02-12T23:59:59+01:00;0;;Bundesbeschaffung;1200;;1350;
2021-02-12T23:59:59+01:00;1;294436;Burgenland;11846;4.02;12404;4.21
2021-02-12T23:59:59+01:00;2;561293;Kärnten;26405;4.70;32985;5.88
2021-02-12T23:59:59+01:00;3;1684287;Niederösterreich;67682;4.02;80192;4.76
2021-02-12T23:59:59+01:00;4;1490279;Oberösterreich;70810;4.75;92214;6.19
2021-02-12T23:59:59+01:00;5;558410;Salzburg;23305;4.17;28941;5.18
2021-02-12T23:59:59+01:00;6;1246395;Steiermark;65603;5.26;74561;5.98
2021-02-12T23:59:59+01:00;7;757634;Tirol;33248;4.39;41576;5.49
2021-02-12T23:59:59+01:00;8;397139;Vorarlberg;21335;5.37;22691;5.71
2021-02-12T23:59:59+01:00;9;1911191;Wien;91801;4.80;111797;5.85
2021-02-12T23:59:59+01:00;10;8901064;Österreich;413235;4.64;498711;5.60
2021-02-13T23:59:59+01:00;0;;Bundesbeschaffung;1200;;1350;
2021-02-13T23:59:59+01:00;1;294436;Burgenland;11906;4.04;14084;4.78
2021-02-13T23:59:59+01:00;2;561293;Kärnten;27053;4.82;32985;5.88
2021-02-13T23:59:59+01:00;3;1684287;Niederösterreich;68096;4.04;82710;4.91
2021-02-13T23:59:59+01:00;4;1490279;Oberösterreich;72352;4.85;92214;6.19
2021-02-13T23:59:59+01:00;5;558410;Salzburg;23359;4.18;28901;5.18
2021-02-13T23:59:59+01:00;6;1246395;Steiermark;65603;5.26;74631;5.99
2021-02-13T23:59:59+01:00;7;757634;Tirol;33248;4.39;41576;5.49
2021-02-13T23:59:59+01:00;8;397139;Vorarlberg;21641;5.45;22691;5.71
2021-02-13T23:59:59+01:00;9;1911191;Wien;93533;4.89;112335;5.88
2021-02-13T23:59:59+01:00;10;8901064;Österreich;417991;4.70;503477;5.66
2021-02-14T23:59:59+01:00;0;;Bundesbeschaffung;1200;;1350;
2021-02-14T23:59:59+01:00;1;294436;Burgenland;11906;4.04;14084;4.78
2021-02-14T23:59:59+01:00;2;561293;Kärnten;27053;4.82;32985;5.88
2021-02-14T23:59:59+01:00;3;1684287;Niederösterreich;68096;4.04;84238;5.00
2021-02-14T23:59:59+01:00;4;1490279;Oberösterreich;72352;4.85;107010;7.18
2021-02-14T23:59:59+01:00;5;558410;Salzburg;23359;4.18;28901;5.18
2021-02-14T23:59:59+01:00;6;1246395;Steiermark;65603;5.26;74631;5.99
2021-02-14T23:59:59+01:00;7;757634;Tirol;33248;4.39;41756;5.51
2021-02-14T23:59:59+01:00;8;397139;Vorarlberg;21641;5.45;22691;5.71
2021-02-14T23:59:59+01:00;9;1911191;Wien;93533;4.89;112335;5.88
2021-02-14T23:59:59+01:00;10;8901064;Österreich;417991;4.70;519981;5.84
2021-02-15T23:59:59+01:00;0;;Bundesbeschaffung;1320;;1350;
2021-02-15T23:59:59+01:00;1;294436;Burgenland;12350;4.19;13988;4.75
2021-02-15T23:59:59+01:00;2;561293;Kärnten;29723;5.30;33785;6.02
2021-02-15T23:59:59+01:00;3;1684287;Niederösterreich;76992;4.57;85470;5.07
2021-02-15T23:59:59+01:00;4;1490279;Oberösterreich;76880;5.16;107402;7.21
2021-02-15T23:59:59+01:00;5;558410;Salzburg;26945;4.83;29625;5.31
2021-02-15T23:59:59+01:00;6;1246395;Steiermark;68105;5.46;77531;6.22
2021-02-15T23:59:59+01:00;7;757634;Tirol;36948;4.88;43942;5.80
2021-02-15T23:59:59+01:00;8;397139;Vorarlberg;22013;5.54;27703;6.98
2021-02-15T23:59:59+01:00;9;1911191;Wien;98599;5.16;114589;6.00
2021-02-15T23:59:59+01:00;10;8901064;Österreich;449875;5.05;535385;6.01
2021-02-16T23:59:59+01:00;0;;Bundesbeschaffung;1320;;1350;
2021-02-16T23:59:59+01:00;1;294436;Burgenland;12404;4.21;15014;5.10
2021-02-16T23:59:59+01:00;2;561293;Kärnten;31397;5.59;40913;7.29
2021-02-16T23:59:59+01:00;3;1684287;Niederösterreich;79292;4.71;87188;5.18
2021-02-16T23:59:59+01:00;4;1490279;Oberösterreich;84386;5.66;107430;7.21
2021-02-16T23:59:59+01:00;5;558410;Salzburg;27549;4.93;29779;5.33
2021-02-16T23:59:59+01:00;6;1246395;Steiermark;69451;5.57;79651;6.39
2021-02-16T23:59:59+01:00;7;757634;Tirol;38638;5.10;45414;5.99
2021-02-16T23:59:59+01:00;8;397139;Vorarlberg;22445;5.65;27703;6.98
2021-02-16T23:59:59+01:00;9;1911191;Wien;101189;5.29;114645;6.00
2021-02-16T23:59:59+01:00;10;8901064;Österreich;468071;5.26;549087;6.17
2021-02-17T23:59:59+01:00;0;;Bundesbeschaffung;1350;;1350;
2021-02-17T23:59:59+01:00;1;294436;Burgenland;13770;4.68;15014;5.10
2021-02-17T23:59:59+01:00;2;561293;Kärnten;31397;5.59;42618;7.59
2021-02-17T23:59:59+01:00;3;1684287;Niederösterreich;81838;4.86;90764;5.39
2021-02-17T23:59:59+01:00;4;1490279;Oberösterreich;85382;5.73;109286;7.33
2021-02-17T23:59:59+01:00;5;558410;Salzburg;27771;4.97;30279;5.42
2021-02-17T23:59:59+01:00;6;1246395;Steiermark;72945;5.85;80329;6.44
2021-02-17T23:59:59+01:00;7;757634;Tirol;40408;5.33;47985;6.33
2021-02-17T23:59:59+01:00;8;397139;Vorarlberg;22529;5.67;27775;6.99
2021-02-17T23:59:59+01:00;9;1911191;Wien;108747;5.69;115677;6.05
2021-02-17T23:59:59+01:00;10;8901064;Österreich;486137;5.46;561077;6.30
2021-02-18T23:59:59+01:00;0;;Bundesbeschaffung;1350;;1350;
2021-02-18T23:59:59+01:00;1;294436;Burgenland;13840;4.70;15146;5.14
2021-02-18T23:59:59+01:00;2;561293;Kärnten;31685;5.65;42443;7.56
2021-02-18T23:59:59+01:00;3;1684287;Niederösterreich;84462;5.01;97188;5.77
2021-02-18T23:59:59+01:00;4;1490279;Oberösterreich;89682;6.02;118170;7.93
2021-02-18T23:59:59+01:00;5;558410;Salzburg;29193;5.23;30279;5.42
2021-02-18T23:59:59+01:00;6;1246395;Steiermark;74269;5.96;81977;6.58
2021-02-18T23:59:59+01:00;7;757634;Tirol;41720;5.51;51850;6.84
2021-02-18T23:59:59+01:00;8;397139;Vorarlberg;26101;6.57;27775;6.99
2021-02-18T23:59:59+01:00;9;1911191;Wien;111031;5.81;127113;6.65
2021-02-18T23:59:59+01:00;10;8901064;Österreich;503333;5.65;593291;6.67
2021-02-19T23:59:59+01:00;0;;Bundesbeschaffung;1350;;1350;
2021-02-19T23:59:59+01:00;1;294436;Burgenland;14996;5.09;17676;6.00
2021-02-19T23:59:59+01:00;2;561293;Kärnten;38285;6.82;42893;7.64
2021-02-19T23:59:59+01:00;3;1684287;Niederösterreich;85266;5.06;101300;6.01
2021-02-19T23:59:59+01:00;4;1490279;Oberösterreich;89682;6.02;119852;8.04
2021-02-19T23:59:59+01:00;5;558410;Salzburg;29583;5.30;31689;5.67
2021-02-19T23:59:59+01:00;6;1246395;Steiermark;77251;6.20;82307;6.60
2021-02-19T23:59:59+01:00;7;757634;Tirol;43142;5.69;56056;7.40
2021-02-19T23:59:59+01:00;8;397139;Vorarlberg;26191;6.59;27775;6.99
2021-02-19T23:59:59+01:00;9;1911191;Wien;111315;5.82;129633;6.78
2021-02-19T23:59:59+01:00;10;8901064;Österreich;517061;5.81;610531;6.86
2021-02-20T23:59:59+01:00;0;;Bundesbeschaffung;1350;;1350;
2021-02-20T23:59:59+01:00;1;294436;Burgenland;14996;5.09;17676;6.00
2021-02-20T23:59:59+01:00;2;561293;Kärnten;38285;6.82;42893;7.64
2021-02-20T23:59:59+01:00;3;1684287;Niederösterreich;86038;5.11;103534;6.15
2021-02-20T23:59:59+01:00;4;1490279;Oberösterreich;89970;6.04;119852;8.04
2021-02-20T23:59:59+01:00;5;558410;Salzburg;30093;5.39;34305;6.14
2021-02-20T23:59:59+01:00;6;1246395;Steiermark;77497;6.22;82415;6.61
2021-02-20T23:59:59+01:00;7;757634;Tirol;46142;6.09;56056;7.40
2021-02-20T23:59:59+01:00;8;397139;Vorarlberg;27775;6.99;27823;7.01
2021-02-20T23:59:59+01:00;9;1911191;Wien;111789;5.85;129633;6.78
2021-02-20T23:59:59+01:00;10;8901064;Österreich;523935;5.89;615537;6.92
2021-02-21T23:59:59+01:00;0;;Bundesbeschaffung;1350;;2400;
2021-02-21T23:59:59+01:00;1;294436;Burgenland;14996;5.09;17676;6.00
2021-02-21T23:59:59+01:00;2;561293;Kärnten;38285;6.82;42893;7.64
2021-02-21T23:59:59+01:00;3;1684287;Niederösterreich;86038;5.11;108370;6.43
2021-02-21T23:59:59+01:00;4;1490279;Oberösterreich;89970;6.04;119852;8.04
2021-02-21T23:59:59+01:00;5;558410;Salzburg;30093;5.39;35207;6.30
2021-02-21T23:59:59+01:00;6;1246395;Steiermark;77497;6.22;82415;6.61
2021-02-21T23:59:59+01:00;7;757634;Tirol;46142;6.09;56056;7.40
2021-02-21T23:59:59+01:00;8;397139;Vorarlberg;27775;6.99;27841;7.01
2021-02-21T23:59:59+01:00;9;1911191;Wien;111789;5.85;129633;6.78
2021-02-21T23:59:59+01:00;10;8901064;Österreich;523935;5.89;622343;6.99
2021-02-22T23:59:59+01:00;0;;Bundesbeschaffung;1350;;2400;
2021-02-22T23:59:59+01:00;1;294436;Burgenland;15396;5.23;20040;6.81
2021-02-22T23:59:59+01:00;2;561293;Kärnten;38913;6.93;44711;7.97
2021-02-22T23:59:59+01:00;3;1684287;Niederösterreich;95518;5.67;111924;6.65
2021-02-22T23:59:59+01:00;4;1490279;Oberösterreich;98140;6.59;120110;8.06
2021-02-22T23:59:59+01:00;5;558410;Salzburg;31239;5.59;37125;6.65
2021-02-22T23:59:59+01:00;6;1246395;Steiermark;79511;6.38;89715;7.20
2021-02-22T23:59:59+01:00;7;757634;Tirol;49756;6.57;59536;7.86
2021-02-22T23:59:59+01:00;8;397139;Vorarlberg;27775;6.99;31961;8.05
2021-02-22T23:59:59+01:00;9;1911191;Wien;113993;5.96;136087;7.12
2021-02-22T23:59:59+01:00;10;8901064;Österreich;551591;6.20;653609;7.34
2021-02-23T23:59:59+01:00;0;;Bundesbeschaffung;1350;;2400;
2021-02-23T23:59:59+01:00;1;294436;Burgenland;16656;5.66;19900;6.76
2021-02-23T23:59:59+01:00;2;561293;Kärnten;39987;7.12;50719;9.04
2021-02-23T23:59:59+01:00;3;1684287;Niederösterreich;99148;5.89;117038;6.95
2021-02-23T23:59:59+01:00;4;1490279;Oberösterreich;99578;6.68;120110;8.06
2021-02-23T23:59:59+01:00;5;558410;Salzburg;34371;6.16;37171;6.66
2021-02-23T23:59:59+01:00;6;1246395;Steiermark;79799;6.40;91021;7.30
2021-02-23T23:59:59+01:00;7;757634;Tirol;52252;6.90;61448;8.11
2021-02-23T23:59:59+01:00;8;397139;Vorarlberg;27823;7.01;31961;8.05
2021-02-23T23:59:59+01:00;9;1911191;Wien;119351;6.24;138537;7.25
2021-02-23T23:59:59+01:00;10;8901064;Österreich;570315;6.41;670305;7.53
2021-02-24T23:59:59+01:00;0;;Bundesbeschaffung;2400;;2400;
2021-02-24T23:59:59+01:00;1;294436;Burgenland;17454;5.93;20200;6.86
2021-02-24T23:59:59+01:00;2;561293;Kärnten;41681;7.43;50849;9.06
2021-02-24T23:59:59+01:00;3;1684287;Niederösterreich;103280;6.13;120800;7.17
2021-02-24T23:59:59+01:00;4;1490279;Oberösterreich;109740;7.36;120110;8.06
2021-02-24T23:59:59+01:00;5;558410;Salzburg;35793;6.41;37189;6.66
2021-02-24T23:59:59+01:00;6;1246395;Steiermark;80357;6.45;94615;7.59
2021-02-24T23:59:59+01:00;7;757634;Tirol;53566;7.07;61652;8.14
2021-02-24T23:59:59+01:00;8;397139;Vorarlberg;27841;7.01;34109;8.59
2021-02-24T23:59:59+01:00;9;1911191;Wien;122933;6.43;141671;7.41
2021-02-24T23:59:59+01:00;10;8901064;Österreich;595045;6.69;683595;7.68
2021-02-25T23:59:59+01:00;0;;Bundesbeschaffung;2400;;2400;
2021-02-25T23:59:59+01:00;1;294436;Burgenland;19576;6.65;20344;6.91
2021-02-25T23:59:59+01:00;2;561293;Kärnten;43331;7.72;50949;9.08
2021-02-25T23:59:59+01:00;3;1684287;Niederösterreich;107470;6.38;128364;7.62
2021-02-25T23:59:59+01:00;4;1490279;Oberösterreich;111264;7.47;120170;8.06
2021-02-25T23:59:59+01:00;5;558410;Salzburg;36901;6.61;37381;6.69
2021-02-25T23:59:59+01:00;6;1246395;Steiermark;83273;6.68;113345;9.09
2021-02-25T23:59:59+01:00;7;757634;Tirol;54706;7.22;63662;8.40
2021-02-25T23:59:59+01:00;8;397139;Vorarlberg;31961;8.05;34109;8.59
2021-02-25T23:59:59+01:00;9;1911191;Wien;127327;6.66;143119;7.49
2021-02-25T23:59:59+01:00;10;8901064;Österreich;618209;6.95;713843;8.02
2021-02-26T23:59:59+01:00;0;;Bundesbeschaffung;2400;;2400;
2021-02-26T23:59:59+01:00;1;294436;Burgenland;19876;6.75;22564;7.66
2021-02-26T23:59:59+01:00;2;561293;Kärnten;47635;8.49;52194;9.30
2021-02-26T23:59:59+01:00;3;1684287;Niederösterreich;112096;6.66;132484;7.87
2021-02-26T23:59:59+01:00;4;1490279;Oberösterreich;111798;7.50;136084;9.13
2021-02-26T23:59:59+01:00;5;558410;Salzburg;37117;6.65;42811;7.67
2021-02-26T23:59:59+01:00;6;1246395;Steiermark;87641;7.03;117109;9.40
2021-02-26T23:59:59+01:00;7;757634;Tirol;57476;7.59;66719;8.81
2021-02-26T23:59:59+01:00;8;397139;Vorarlberg;31961;8.05;35309;8.89
2021-02-26T23:59:59+01:00;9;1911191;Wien;134745;7.05;143539;7.51
2021-02-26T23:59:59+01:00;10;8901064;Österreich;642745;7.22;751213;8.44
2021-02-27T23:59:59+01:00;0;;Bundesbeschaffung;2400;;2400;
2021-02-27T23:59:59+01:00;1;294436;Burgenland;19876;6.75;22564;7.66
2021-02-27T23:59:59+01:00;2;561293;Kärnten;48313;8.61;51239;9.13
2021-02-27T23:59:59+01:00;3;1684287;Niederösterreich;112576;6.68;148600;8.82
2021-02-27T23:59:59+01:00;4;1490279;Oberösterreich;111798;7.50;140716;9.44
2021-02-27T23:59:59+01:00;5;558410;Salzburg;37135;6.65;43897;7.86
2021-02-27T23:59:59+01:00;6;1246395;Steiermark;87719;7.04;118217;9.48
2021-02-27T23:59:59+01:00;7;757634;Tirol;57476;7.59;67752;8.94
2021-02-27T23:59:59+01:00;8;397139;Vorarlberg;34109;8.59;35309;8.89
2021-02-27T23:59:59+01:00;9;1911191;Wien;137237;7.18;143539;7.51
2021-02-27T23:59:59+01:00;10;8901064;Österreich;648639;7.29;774233;8.70
2021-02-28T23:59:59+01:00;0;;Bundesbeschaffung;2400;;2400;
2021-02-28T23:59:59+01:00;1;294436;Burgenland;19876;6.75;22564;7.66
2021-02-28T23:59:59+01:00;2;561293;Kärnten;48313;8.61;51239;9.13
2021-02-28T23:59:59+01:00;3;1684287;Niederösterreich;112576;6.68;150792;8.95
2021-02-28T23:59:59+01:00;4;1490279;Oberösterreich;111798;7.50;146314;9.82
2021-02-28T23:59:59+01:00;5;558410;Salzburg;37135;6.65;44731;8.01
2021-02-28T23:59:59+01:00;6;1246395;Steiermark;87719;7.04;118217;9.48
2021-02-28T23:59:59+01:00;7;757634;Tirol;57476;7.59;67752;8.94
2021-02-28T23:59:59+01:00;8;397139;Vorarlberg;34109;8.59;35309;8.89
2021-02-28T23:59:59+01:00;9;1911191;Wien;137237;7.18;162201;8.49
2021-02-28T23:59:59+01:00;10;8901064;Österreich;648639;7.29;801519;9.00
2021-03-01T23:59:59+01:00;0;;Bundesbeschaffung;2400;;2400;
2021-03-01T23:59:59+01:00;1;294436;Burgenland;20200;6.86;26128;8.87
2021-03-01T23:59:59+01:00;2;561293;Kärnten;48627;8.66;51685;9.21
2021-03-01T23:59:59+01:00;3;1684287;Niederösterreich;122764;7.29;155016;9.20
2021-03-01T23:59:59+01:00;4;1490279;Oberösterreich;116454;7.81;150162;10.08
2021-03-01T23:59:59+01:00;5;558410;Salzburg;40693;7.29;45553;8.16
2021-03-01T23:59:59+01:00;6;1246395;Steiermark;101005;8.10;122235;9.81
2021-03-01T23:59:59+01:00;7;757634;Tirol;58646;7.74;73276;9.67
2021-03-01T23:59:59+01:00;8;397139;Vorarlberg;34109;8.59;44567;11.22
2021-03-01T23:59:59+01:00;9;1911191;Wien;141059;7.38;171969;9.00
2021-03-01T23:59:59+01:00;10;8901064;Österreich;685957;7.71;842991;9.47
2021-03-02T23:59:59+01:00;0;;Bundesbeschaffung;2400;;4400;
2021-03-02T23:59:59+01:00;1;294436;Burgenland;21334;7.25;26128;8.87
2021-03-02T23:59:59+01:00;2;561293;Kärnten;49171;8.76;56165;10.01
2021-03-02T23:59:59+01:00;3;1684287;Niederösterreich;129535;7.69;158260;9.40
2021-03-02T23:59:59+01:00;4;1490279;Oberösterreich;117960;7.92;151490;10.17
2021-03-02T23:59:59+01:00;5;558410;Salzburg;42523;7.62;46363;8.30
2021-03-02T23:59:59+01:00;6;1246395;Steiermark;105547;8.47;122441;9.82
2021-03-02T23:59:59+01:00;7;757634;Tirol;59824;7.90;75544;9.97
2021-03-02T23:59:59+01:00;8;397139;Vorarlberg;34109;8.59;44567;11.22
2021-03-02T23:59:59+01:00;9;1911191;Wien;141625;7.41;172209;9.01
2021-03-02T23:59:59+01:00;10;8901064;Österreich;704028;7.91;857567;9.63
2021-03-03T23:59:59+01:00;0;;Bundesbeschaffung;2400;;4400;
2021-03-03T23:59:59+01:00;1;294436;Burgenland;22348;7.59;27112;9.21
2021-03-03T23:59:59+01:00;2;561293;Kärnten;49949;8.90;56741;10.11
2021-03-03T23:59:59+01:00;3;1684287;Niederösterreich;131528;7.81;167304;9.93
2021-03-03T23:59:59+01:00;4;1490279;Oberösterreich;123786;8.31;155048;10.40
2021-03-03T23:59:59+01:00;5;558410;Salzburg;44617;7.99;46363;8.30
2021-03-03T23:59:59+01:00;6;1246395;Steiermark;111233;8.92;127959;10.27
2021-03-03T23:59:59+01:00;7;757634;Tirol;60682;8.01;77900;10.28
2021-03-03T23:59:59+01:00;8;397139;Vorarlberg;34659;8.73;44567;11.22
2021-03-03T23:59:59+01:00;9;1911191;Wien;154563;8.09;217511;11.38
2021-03-03T23:59:59+01:00;10;8901064;Österreich;735765;8.27;924905;10.39
2021-03-04T23:59:59+01:00;0;;Bundesbeschaffung;2400;;4400;
2021-03-04T23:59:59+01:00;1;294436;Burgenland;22480;7.63;27196;9.24
2021-03-04T23:59:59+01:00;2;561293;Kärnten;51425;9.16;57959;10.33
2021-03-04T23:59:59+01:00;3;1684287;Niederösterreich;137722;8.18;159330;9.46
2021-03-04T23:59:59+01:00;4;1490279;Oberösterreich;129498;8.69;172190;11.55
2021-03-04T23:59:59+01:00;5;558410;Salzburg;45433;8.14;50889;9.11
2021-03-04T23:59:59+01:00;6;1246395;Steiermark;116407;9.34;128893;10.34
2021-03-04T23:59:59+01:00;7;757634;Tirol;66772;8.81;81596;10.77
2021-03-04T23:59:59+01:00;8;397139;Vorarlberg;40919;10.30;44567;11.22
2021-03-04T23:59:59+01:00;9;1911191;Wien;163341;8.55;217799;11.40
2021-03-04T23:59:59+01:00;10;8901064;Österreich;776397;8.72;944819;10.61
2021-03-05T23:59:59+01:00;0;;Bundesbeschaffung;4400;;4400;
2021-03-05T23:59:59+01:00;1;294436;Burgenland;24550;8.34;29712;10.09
2021-03-05T23:59:59+01:00;2;561293;Kärnten;55195;9.83;58009;10.33
2021-03-05T23:59:59+01:00;3;1684287;Niederösterreich;141928;8.43;159290;9.46
2021-03-05T23:59:59+01:00;4;1490279;Oberösterreich;129558;8.69;178162;11.95
2021-03-05T23:59:59+01:00;5;558410;Salzburg;45553;8.16;54043;9.68
2021-03-05T23:59:59+01:00;6;1246395;Steiermark;119267;9.57;135499;10.87
2021-03-05T23:59:59+01:00;7;757634;Tirol;67412;8.90;119410;15.76
2021-03-05T23:59:59+01:00;8;397139;Vorarlberg;44207;11.13;44567;11.22
2021-03-05T23:59:59+01:00;9;1911191;Wien;163581;8.56;218227;11.42
2021-03-05T23:59:59+01:00;10;8901064;Österreich;795651;8.94;1001319;11.25
2021-03-06T23:59:59+01:00;0;;Bundesbeschaffung;4400;;4400;
2021-03-06T23:59:59+01:00;1;294436;Burgenland;24550;8.34;29718;10.09
2021-03-06T23:59:59+01:00;2;561293;Kärnten;55747;9.93;58009;10.33
2021-03-06T23:59:59+01:00;3;1684287;Niederösterreich;142594;8.47;171602;10.19
2021-03-06T23:59:59+01:00;4;1490279;Oberösterreich;129558;8.69;179592;12.05
2021-03-06T23:59:59+01:00;5;558410;Salzburg;45571;8.16;54139;9.70
2021-03-06T23:59:59+01:00;6;1246395;Steiermark;120465;9.67;135499;10.87
2021-03-06T23:59:59+01:00;7;757634;Tirol;68152;9.00;122282;16.14
2021-03-06T23:59:59+01:00;8;397139;Vorarlberg;44207;11.13;46367;11.68
2021-03-06T23:59:59+01:00;9;1911191;Wien;167561;8.77;227653;11.91
2021-03-06T23:59:59+01:00;10;8901064;Österreich;802805;9.02;1029261;11.56
2021-03-07T23:59:59+01:00;0;;Bundesbeschaffung;4400;;4400;
2021-03-07T23:59:59+01:00;1;294436;Burgenland;24550;8.34;29718;10.09
2021-03-07T23:59:59+01:00;2;561293;Kärnten;55747;9.93;58009;10.33
2021-03-07T23:59:59+01:00;3;1684287;Niederösterreich;142594;8.47;270576;16.06
2021-03-07T23:59:59+01:00;4;1490279;Oberösterreich;129558;8.69;180492;12.11
2021-03-07T23:59:59+01:00;5;558410;Salzburg;45571;8.16;59017;10.57
2021-03-07T23:59:59+01:00;6;1246395;Steiermark;120465;9.67;135499;10.87
2021-03-07T23:59:59+01:00;7;757634;Tirol;68152;9.00;122282;16.14
2021-03-07T23:59:59+01:00;8;397139;Vorarlberg;44207;11.13;58147;14.64
2021-03-07T23:59:59+01:00;9;1911191;Wien;167561;8.77;227653;11.91
2021-03-07T23:59:59+01:00;10;8901064;Österreich;802805;9.02;1145793;12.87
2021-03-08T23:59:59+01:00;0;;Bundesbeschaffung;4400;;4400;
2021-03-08T23:59:59+01:00;1;294436;Burgenland;25738;8.74;34356;11.67
2021-03-08T23:59:59+01:00;2;561293;Kärnten;56723;10.11;62745;11.18
2021-03-08T23:59:59+01:00;3;1684287;Niederösterreich;150212;8.92;267960;15.91
2021-03-08T23:59:59+01:00;4;1490279;Oberösterreich;144182;9.67;180522;12.11
2021-03-08T23:59:59+01:00;5;558410;Salzburg;49723;8.90;59877;10.72
2021-03-08T23:59:59+01:00;6;1246395;Steiermark;122977;9.87;147679;11.85
2021-03-08T23:59:59+01:00;7;757634;Tirol;70172;9.26;139190;18.37
2021-03-08T23:59:59+01:00;8;397139;Vorarlberg;44497;11.20;58147;14.64
2021-03-08T23:59:59+01:00;9;1911191;Wien;182921;9.57;237099;12.41
2021-03-08T23:59:59+01:00;10;8901064;Österreich;851545;9.57;1191975;13.39
2021-03-09T23:59:59+01:00;0;;Bundesbeschaffung;4400;;4400;
2021-03-09T23:59:59+01:00;1;294436;Burgenland;26398;8.97;34956;11.87
2021-03-09T23:59:59+01:00;2;561293;Kärnten;57701;10.28;75789;13.50
2021-03-09T23:59:59+01:00;3;1684287;Niederösterreich;154366;9.17;248800;14.77
2021-03-09T23:59:59+01:00;4;1490279;Oberösterreich;151416;10.16;206052;13.83
2021-03-09T23:59:59+01:00;5;558410;Salzburg;52397;9.38;60281;10.80
2021-03-09T23:59:59+01:00;6;1246395;Steiermark;123491;9.91;160939;12.91
2021-03-09T23:59:59+01:00;7;757634;Tirol;71274;9.41;153552;20.27
2021-03-09T23:59:59+01:00;8;397139;Vorarlberg;44567;11.22;58147;14.64
