Datum;BundeslandID;Bevölkerung;Name;Auslieferungen;AuslieferungenPro100;Bestellungen;BestellungenPro100
2021-03-09T23:59:59+01:00;9;1911191;Wien;186997;9.78;254673;13.33
2021-03-09T23:59:59+01:00;10;8901064;Österreich;873007;9.81;1257589;14.13
2021-03-10T23:59:59+01:00;0;;Bundesbeschaffung;4400;;4400;
2021-03-10T23:59:59+01:00;1;294436;Burgenland;27466;9.33;37140;12.61
2021-03-10T23:59:59+01:00;2;561293;Kärnten;57981;10.33;80431;14.33
2021-03-10T23:59:59+01:00;3;1684287;Niederösterreich;159494;9.47;214792;12.75
2021-03-10T23:59:59+01:00;4;1490279;Oberösterreich;162456;10.90;210516;14.13
2021-03-10T23:59:59+01:00;5;558410;Salzburg;55959;10.02;60299;10.80
2021-03-10T23:59:59+01:00;6;1246395;Steiermark;123719;9.93;165129;13.25
2021-03-10T23:59:59+01:00;7;757634;Tirol;95080;12.55;156446;20.65
2021-03-10T23:59:59+01:00;8;397139;Vorarlberg;46367;11.68;58147;14.64
2021-03-10T23:59:59+01:00;9;1911191;Wien;214357;11.22;259135;13.56
2021-03-10T23:59:59+01:00;10;8901064;Österreich;947279;10.64;1246435;14.00
2021-03-11T23:59:59+01:00;0;;Bundesbeschaffung;4400;;4400;
2021-03-11T23:59:59+01:00;1;294436;Burgenland;30374;10.32;38728;13.15
2021-03-11T23:59:59+01:00;2;561293;Kärnten;58519;10.43;81211;14.47
2021-03-11T23:59:59+01:00;3;1684287;Niederösterreich;164838;9.79;226924;13.47
2021-03-11T23:59:59+01:00;4;1490279;Oberösterreich;166260;11.16;220876;14.82
2021-03-11T23:59:59+01:00;5;558410;Salzburg;59529;10.66;60299;10.80
2021-03-11T23:59:59+01:00;6;1246395;Steiermark;130625;10.48;167577;13.44
2021-03-11T23:59:59+01:00;7;757634;Tirol;113962;15.04;162362;21.43
2021-03-11T23:59:59+01:00;8;397139;Vorarlberg;51601;12.99;58243;14.67
2021-03-11T23:59:59+01:00;9;1911191;Wien;219941;11.51;270485;14.15
2021-03-11T23:59:59+01:00;10;8901064;Österreich;1000049;11.24;1291105;14.51
2021-03-12T23:59:59+01:00;0;;Bundesbeschaffung;4400;;4400;
2021-03-12T23:59:59+01:00;1;294436;Burgenland;33386;11.34;42328;14.38
2021-03-12T23:59:59+01:00;2;561293;Kärnten;69981;12.47;81877;14.59
2021-03-12T23:59:59+01:00;3;1684287;Niederösterreich;171014;10.15;224622;13.34
2021-03-12T23:59:59+01:00;4;1490279;Oberösterreich;166908;11.20;224144;15.04
2021-03-12T23:59:59+01:00;5;558410;Salzburg;59703;10.69;77723;13.92
2021-03-12T23:59:59+01:00;6;1246395;Steiermark;131459;10.55;183701;14.74
2021-03-12T23:59:59+01:00;7;757634;Tirol;132688;17.51;164592;21.72
2021-03-12T23:59:59+01:00;8;397139;Vorarlberg;51601;12.99;58243;14.67
2021-03-12T23:59:59+01:00;9;1911191;Wien;221327;11.58;271699;14.22
2021-03-12T23:59:59+01:00;10;8901064;Österreich;1042467;11.71;1333329;14.98
2021-03-13T23:59:59+01:00;0;;Bundesbeschaffung;4400;;4400;
2021-03-13T23:59:59+01:00;1;294436;Burgenland;34356;11.67;42328;14.38
2021-03-13T23:59:59+01:00;2;561293;Kärnten;71713;12.78;81877;14.59
2021-03-13T23:59:59+01:00;3;1684287;Niederösterreich;172098;10.22;229134;13.60
2021-03-13T23:59:59+01:00;4;1490279;Oberösterreich;166956;11.20;224144;15.04
2021-03-13T23:59:59+01:00;5;558410;Salzburg;59703;10.69;77675;13.91
2021-03-13T23:59:59+01:00;6;1246395;Steiermark;131501;10.55;183701;14.74
2021-03-13T23:59:59+01:00;7;757634;Tirol;133414;17.61;164712;21.74
2021-03-13T23:59:59+01:00;8;397139;Vorarlberg;55969;14.09;58243;14.67
2021-03-13T23:59:59+01:00;9;1911191;Wien;232521;12.17;271699;14.22
2021-03-13T23:59:59+01:00;10;8901064;Österreich;1062631;11.94;1337913;15.03
2021-03-14T23:59:59+01:00;0;;Bundesbeschaffung;4400;;4400;
2021-03-14T23:59:59+01:00;1;294436;Burgenland;34356;11.67;42328;14.38
2021-03-14T23:59:59+01:00;2;561293;Kärnten;71713;12.78;81877;14.59
2021-03-14T23:59:59+01:00;3;1684287;Niederösterreich;172098;10.22;245592;14.58
2021-03-14T23:59:59+01:00;4;1490279;Oberösterreich;166956;11.20;224144;15.04
2021-03-14T23:59:59+01:00;5;558410;Salzburg;59703;10.69;78083;13.98
2021-03-14T23:59:59+01:00;6;1246395;Steiermark;131501;10.55;183701;14.74
2021-03-14T23:59:59+01:00;7;757634;Tirol;133414;17.61;164712;21.74
2021-03-14T23:59:59+01:00;8;397139;Vorarlberg;55969;14.09;61483;15.48
2021-03-14T23:59:59+01:00;9;1911191;Wien;232521;12.17;271699;14.22
2021-03-14T23:59:59+01:00;10;8901064;Österreich;1062631;11.94;1358019;15.26
2021-03-15T23:59:59+01:00;0;;Bundesbeschaffung;4400;;4490;
2021-03-15T23:59:59+01:00;1;294436;Burgenland;34356;11.67;42046;14.28
2021-03-15T23:59:59+01:00;2;561293;Kärnten;76707;13.67;81075;14.44
2021-03-15T23:59:59+01:00;3;1684287;Niederösterreich;184628;10.96;246814;14.65
2021-03-15T23:59:59+01:00;4;1490279;Oberösterreich;171228;11.49;224352;15.05
2021-03-15T23:59:59+01:00;5;558410;Salzburg;63789;11.42;78083;13.98
2021-03-15T23:59:59+01:00;6;1246395;Steiermark;134293;10.77;181949;14.60
2021-03-15T23:59:59+01:00;7;757634;Tirol;140114;18.49;162208;21.41
2021-03-15T23:59:59+01:00;8;397139;Vorarlberg;55969;14.09;61501;15.49
2021-03-15T23:59:59+01:00;9;1911191;Wien;238823;12.50;277017;14.49
2021-03-15T23:59:59+01:00;10;8901064;Österreich;1104307;12.41;1359535;15.27
2021-03-16T23:59:59+01:00;0;;Bundesbeschaffung;4400;;4490;
2021-03-16T23:59:59+01:00;1;294436;Burgenland;35826;12.17;45572;15.48
2021-03-16T23:59:59+01:00;2;561293;Kärnten;78281;13.95;84255;15.01
2021-03-16T23:59:59+01:00;3;1684287;Niederösterreich;190088;11.29;251934;14.96
2021-03-16T23:59:59+01:00;4;1490279;Oberösterreich;178950;12.01;225046;15.10
2021-03-16T23:59:59+01:00;5;558410;Salzburg;65853;11.79;85413;15.30
2021-03-16T23:59:59+01:00;6;1246395;Steiermark;134659;10.80;185677;14.90
2021-03-16T23:59:59+01:00;7;757634;Tirol;146134;19.29;163954;21.64
2021-03-16T23:59:59+01:00;8;397139;Vorarlberg;56065;14.12;61555;15.50
2021-03-16T23:59:59+01:00;9;1911191;Wien;244181;12.78;280085;14.65
2021-03-16T23:59:59+01:00;10;8901064;Österreich;1134437;12.74;1387981;15.59
2021-03-17T23:59:59+01:00;0;;Bundesbeschaffung;4400;;4400;
2021-03-17T23:59:59+01:00;1;294436;Burgenland;37270;12.66;45854;15.57
2021-03-17T23:59:59+01:00;2;561293;Kärnten;79433;14.15;87965;15.67
2021-03-17T23:59:59+01:00;3;1684287;Niederösterreich;197330;11.72;258116;15.32
2021-03-17T23:59:59+01:00;4;1490279;Oberösterreich;190858;12.81;249904;16.77
2021-03-17T23:59:59+01:00;5;558410;Salzburg;68009;12.18;85929;15.39
2021-03-17T23:59:59+01:00;6;1246395;Steiermark;135223;10.85;185891;14.91
2021-03-17T23:59:59+01:00;7;757634;Tirol;147796;19.51;169216;22.33
2021-03-17T23:59:59+01:00;8;397139;Vorarlberg;56065;14.12;69307;17.45
2021-03-17T23:59:59+01:00;9;1911191;Wien;244953;12.82;316179;16.54
2021-03-17T23:59:59+01:00;10;8901064;Österreich;1161337;13.05;1472761;16.55
2021-03-18T23:59:59+01:00;0;;Bundesbeschaffung;4400;;4400;
2021-03-18T23:59:59+01:00;1;294436;Burgenland;38640;13.12;47348;16.08
2021-03-18T23:59:59+01:00;2;561293;Kärnten;79553;14.17;88855;15.83
2021-03-18T23:59:59+01:00;3;1684287;Niederösterreich;207332;12.31;262048;15.56
2021-03-18T23:59:59+01:00;4;1490279;Oberösterreich;197860;13.28;253444;17.01
2021-03-18T23:59:59+01:00;5;558410;Salzburg;69319;12.41;85775;15.36
2021-03-18T23:59:59+01:00;6;1246395;Steiermark;151089;12.12;191433;15.36
2021-03-18T23:59:59+01:00;7;757634;Tirol;150922;19.92;172694;22.79
2021-03-18T23:59:59+01:00;8;397139;Vorarlberg;59125;14.89;69307;17.45
2021-03-18T23:59:59+01:00;9;1911191;Wien;249659;13.06;314829;16.47
2021-03-18T23:59:59+01:00;10;8901064;Österreich;1207899;13.57;1490133;16.74
2021-03-19T23:59:59+01:00;0;;Bundesbeschaffung;4400;;4810;
2021-03-19T23:59:59+01:00;1;294436;Burgenland;42046;14.28;47348;16.08
2021-03-19T23:59:59+01:00;2;561293;Kärnten;84097;14.98;89435;15.93
2021-03-19T23:59:59+01:00;3;1684287;Niederösterreich;227312;13.50;262130;15.56
2021-03-19T23:59:59+01:00;4;1490279;Oberösterreich;199768;13.40;257638;17.29
2021-03-19T23:59:59+01:00;5;558410;Salzburg;69569;12.46;89269;15.99
2021-03-19T23:59:59+01:00;6;1246395;Steiermark;152779;12.26;198003;15.89
2021-03-19T23:59:59+01:00;7;757634;Tirol;156082;20.60;179082;23.64
2021-03-19T23:59:59+01:00;8;397139;Vorarlberg;59125;14.89;69307;17.45
2021-03-19T23:59:59+01:00;9;1911191;Wien;251267;13.15;311505;16.30
2021-03-19T23:59:59+01:00;10;8901064;Österreich;1246445;14.00;1508527;16.95
2021-03-20T23:59:59+01:00;0;;Bundesbeschaffung;4400;;4810;
2021-03-20T23:59:59+01:00;1;294436;Burgenland;42046;14.28;47348;16.08
2021-03-20T23:59:59+01:00;2;561293;Kärnten;84367;15.03;89435;15.93
2021-03-20T23:59:59+01:00;3;1684287;Niederösterreich;227454;13.50;284568;16.90
2021-03-20T23:59:59+01:00;4;1490279;Oberösterreich;199768;13.40;271684;18.23
2021-03-20T23:59:59+01:00;5;558410;Salzburg;69851;12.51;90787;16.26
2021-03-20T23:59:59+01:00;6;1246395;Steiermark;152797;12.26;200157;16.06
2021-03-20T23:59:59+01:00;7;757634;Tirol;156082;20.60;179082;23.64
2021-03-20T23:59:59+01:00;8;397139;Vorarlberg;61555;15.50;69307;17.45
2021-03-20T23:59:59+01:00;9;1911191;Wien;256689;13.43;311505;16.30
2021-03-20T23:59:59+01:00;10;8901064;Österreich;1255009;14.10;1548683;17.40
2021-03-21T23:59:59+01:00;0;;Bundesbeschaffung;4400;;4810;
2021-03-21T23:59:59+01:00;1;294436;Burgenland;42046;14.28;47348;16.08
2021-03-21T23:59:59+01:00;2;561293;Kärnten;84367;15.03;89435;15.93
2021-03-21T23:59:59+01:00;3;1684287;Niederösterreich;227454;13.50;299288;17.77
2021-03-21T23:59:59+01:00;4;1490279;Oberösterreich;199768;13.40;271684;18.23
2021-03-21T23:59:59+01:00;5;558410;Salzburg;69851;12.51;90787;16.26
2021-03-21T23:59:59+01:00;6;1246395;Steiermark;152797;12.26;200757;16.11
2021-03-21T23:59:59+01:00;7;757634;Tirol;156082;20.60;179220;23.66
2021-03-21T23:59:59+01:00;8;397139;Vorarlberg;61555;15.50;69307;17.45
2021-03-21T23:59:59+01:00;9;1911191;Wien;256689;13.43;311505;16.30
2021-03-21T23:59:59+01:00;10;8901064;Österreich;1255009;14.10;1564141;17.57
2021-03-22T23:59:59+01:00;0;;Bundesbeschaffung;4810;;4810;
2021-03-22T23:59:59+01:00;1;294436;Burgenland;43076;14.63;47348;16.08
2021-03-22T23:59:59+01:00;2;561293;Kärnten;86777;15.46;92315;16.45
2021-03-22T23:59:59+01:00;3;1684287;Niederösterreich;237846;14.12;306276;18.18
2021-03-22T23:59:59+01:00;4;1490279;Oberösterreich;206280;13.84;280098;18.80
2021-03-22T23:59:59+01:00;5;558410;Salzburg;73311;13.13;91787;16.44
2021-03-22T23:59:59+01:00;6;1246395;Steiermark;171611;13.77;205503;16.49
2021-03-22T23:59:59+01:00;7;757634;Tirol;160048;21.12;179502;23.69
2021-03-22T23:59:59+01:00;8;397139;Vorarlberg;61555;15.50;70057;17.64
2021-03-22T23:59:59+01:00;9;1911191;Wien;268841;14.07;327495;17.14
2021-03-22T23:59:59+01:00;10;8901064;Österreich;1314155;14.76;1605191;18.03
2021-03-23T23:59:59+01:00;0;;Bundesbeschaffung;4810;;6010;
2021-03-23T23:59:59+01:00;1;294436;Burgenland;44240;15.03;47348;16.08
2021-03-23T23:59:59+01:00;2;561293;Kärnten;87643;15.61;97295;17.33
2021-03-23T23:59:59+01:00;3;1684287;Niederösterreich;243194;14.44;304902;18.10
2021-03-23T23:59:59+01:00;4;1490279;Oberösterreich;209586;14.06;280442;18.82
2021-03-23T23:59:59+01:00;5;558410;Salzburg;75723;13.56;91817;16.44
2021-03-23T23:59:59+01:00;6;1246395;Steiermark;175865;14.11;207379;16.64
2021-03-23T23:59:59+01:00;7;757634;Tirol;163980;21.64;179728;23.72
2021-03-23T23:59:59+01:00;8;397139;Vorarlberg;61555;15.50;70057;17.64
2021-03-23T23:59:59+01:00;9;1911191;Wien;269273;14.09;327525;17.14
2021-03-23T23:59:59+01:00;10;8901064;Österreich;1335869;15.01;1612503;18.12
2021-03-24T23:59:59+01:00;0;;Bundesbeschaffung;4810;;6010;
2021-03-24T23:59:59+01:00;1;294436;Burgenland;45188;15.35;49286;16.74
2021-03-24T23:59:59+01:00;2;561293;Kärnten;88835;15.83;97295;17.33
2021-03-24T23:59:59+01:00;3;1684287;Niederösterreich;252710;15.00;305456;18.14
2021-03-24T23:59:59+01:00;4;1490279;Oberösterreich;215298;14.45;280276;18.81
2021-03-24T23:59:59+01:00;5;558410;Salzburg;77463;13.87;92075;16.49
2021-03-24T23:59:59+01:00;6;1246395;Steiermark;180983;14.52;207717;16.67
2021-03-24T23:59:59+01:00;7;757634;Tirol;164958;21.77;184534;24.36
2021-03-24T23:59:59+01:00;8;397139;Vorarlberg;62785;15.81;70057;17.64
2021-03-24T23:59:59+01:00;9;1911191;Wien;273537;14.31;330855;17.31
2021-03-24T23:59:59+01:00;10;8901064;Österreich;1366567;15.35;1623561;18.24
2021-03-25T23:59:59+01:00;0;;Bundesbeschaffung;4810;;6010;
2021-03-25T23:59:59+01:00;1;294436;Burgenland;45272;15.38;52416;17.80
2021-03-25T23:59:59+01:00;2;561293;Kärnten;88955;15.85;97295;17.33
2021-03-25T23:59:59+01:00;3;1684287;Niederösterreich;260998;15.50;305046;18.11
2021-03-25T23:59:59+01:00;4;1490279;Oberösterreich;229310;15.39;281590;18.90
2021-03-25T23:59:59+01:00;5;558410;Salzburg;90599;16.22;92075;16.49
2021-03-25T23:59:59+01:00;6;1246395;Steiermark;183419;14.72;214703;17.23
2021-03-25T23:59:59+01:00;7;757634;Tirol;166218;21.94;186416;24.61
2021-03-25T23:59:59+01:00;8;397139;Vorarlberg;69787;17.57;70057;17.64
2021-03-25T23:59:59+01:00;9;1911191;Wien;281727;14.74;330351;17.29
2021-03-25T23:59:59+01:00;10;8901064;Österreich;1421095;15.97;1635959;18.38
2021-03-26T23:59:59+01:00;0;;Bundesbeschaffung;4810;;6010;
2021-03-26T23:59:59+01:00;1;294436;Burgenland;47348;16.08;56178;19.08
2021-03-26T23:59:59+01:00;2;561293;Kärnten;95315;16.98;105875;18.86
2021-03-26T23:59:59+01:00;3;1684287;Niederösterreich;267638;15.89;305784;18.16
2021-03-26T23:59:59+01:00;4;1490279;Oberösterreich;234516;15.74;292822;19.65
2021-03-26T23:59:59+01:00;5;558410;Salzburg;90647;16.23;97881;17.53
2021-03-26T23:59:59+01:00;6;1246395;Steiermark;191351;15.35;226825;18.20
2021-03-26T23:59:59+01:00;7;757634;Tirol;166914;22.03;189758;25.05
2021-03-26T23:59:59+01:00;8;397139;Vorarlberg;69787;17.57;78193;19.69
2021-03-26T23:59:59+01:00;9;1911191;Wien;285417;14.93;372011;19.46
2021-03-26T23:59:59+01:00;10;8901064;Österreich;1453743;16.33;1731337;19.45
2021-03-27T23:59:59+01:00;0;;Bundesbeschaffung;6010;;6010;
2021-03-27T23:59:59+01:00;1;294436;Burgenland;47348;16.08;56178;19.08
2021-03-27T23:59:59+01:00;2;561293;Kärnten;95455;17.01;105875;18.86
2021-03-27T23:59:59+01:00;3;1684287;Niederösterreich;268002;15.91;305784;18.16
2021-03-27T23:59:59+01:00;4;1490279;Oberösterreich;234516;15.74;292822;19.65
2021-03-27T23:59:59+01:00;5;558410;Salzburg;90875;16.27;97803;17.51
2021-03-27T23:59:59+01:00;6;1246395;Steiermark;192637;15.46;226789;18.20
2021-03-27T23:59:59+01:00;7;757634;Tirol;168024;22.18;189668;25.03
2021-03-27T23:59:59+01:00;8;397139;Vorarlberg;70057;17.64;78193;19.69
2021-03-27T23:59:59+01:00;9;1911191;Wien;289721;15.16;372311;19.48
2021-03-27T23:59:59+01:00;10;8901064;Österreich;1462645;16.43;1731433;19.45
2021-03-28T23:59:59+02:00;0;;Bundesbeschaffung;6010;;6010;
2021-03-28T23:59:59+02:00;1;294436;Burgenland;47348;16.08;56178;19.08
2021-03-28T23:59:59+02:00;2;561293;Kärnten;95455;17.01;105875;18.86
2021-03-28T23:59:59+02:00;3;1684287;Niederösterreich;268002;15.91;317038;18.82
2021-03-28T23:59:59+02:00;4;1490279;Oberösterreich;234516;15.74;295246;19.81
2021-03-28T23:59:59+02:00;5;558410;Salzburg;90875;16.27;98667;17.67
2021-03-28T23:59:59+02:00;6;1246395;Steiermark;192637;15.46;226819;18.20
2021-03-28T23:59:59+02:00;7;757634;Tirol;168024;22.18;189668;25.03
2021-03-28T23:59:59+02:00;8;397139;Vorarlberg;70057;17.64;78193;19.69
2021-03-28T23:59:59+02:00;9;1911191;Wien;289721;15.16;372311;19.48
2021-03-28T23:59:59+02:00;10;8901064;Österreich;1462645;16.43;1746005;19.62
2021-03-29T23:59:59+02:00;0;;Bundesbeschaffung;6010;;8510;
2021-03-29T23:59:59+02:00;1;294436;Burgenland;49322;16.75;59982;20.37
2021-03-29T23:59:59+02:00;2;561293;Kärnten;96785;17.24;105875;18.86
2021-03-29T23:59:59+02:00;3;1684287;Niederösterreich;279610;16.60;331614;19.69
2021-03-29T23:59:59+02:00;4;1490279;Oberösterreich;243288;16.32;311458;20.90
2021-03-29T23:59:59+02:00;5;558410;Salzburg;94619;16.94;100427;17.98
2021-03-29T23:59:59+02:00;6;1246395;Steiermark;202629;16.26;228527;18.34
2021-03-29T23:59:59+02:00;7;757634;Tirol;174752;23.07;189710;25.04
2021-03-29T23:59:59+02:00;8;397139;Vorarlberg;70057;17.64;91479;23.03
2021-03-29T23:59:59+02:00;9;1911191;Wien;309635;16.20;373971;19.57
2021-03-29T23:59:59+02:00;10;8901064;Österreich;1526707;17.15;1801553;20.24
2021-03-30T23:59:59+02:00;0;;Bundesbeschaffung;6010;;10070;
2021-03-30T23:59:59+02:00;1;294436;Burgenland;50060;17.00;61872;21.01
2021-03-30T23:59:59+02:00;2;561293;Kärnten;98925;17.62;119241;21.24
2021-03-30T23:59:59+02:00;3;1684287;Niederösterreich;283690;16.84;338460;20.10
2021-03-30T23:59:59+02:00;4;1490279;Oberösterreich;247008;16.57;331310;22.23
2021-03-30T23:59:59+02:00;5;558410;Salzburg;96503;17.28;100547;18.01
2021-03-30T23:59:59+02:00;6;1246395;Steiermark;203175;16.30;235213;18.87
2021-03-30T23:59:59+02:00;7;757634;Tirol;175258;23.13;195652;25.82
2021-03-30T23:59:59+02:00;8;397139;Vorarlberg;70957;17.87;91479;23.03
2021-03-30T23:59:59+02:00;9;1911191;Wien;312773;16.37;374289;19.58
2021-03-30T23:59:59+02:00;10;8901064;Österreich;1544359;17.35;1858133;20.88
2021-03-31T23:59:59+02:00;0;;Bundesbeschaffung;6010;;10320;
2021-03-31T23:59:59+02:00;1;294436;Burgenland;50216;17.05;63480;21.56
2021-03-31T23:59:59+02:00;2;561293;Kärnten;98955;17.63;121091;21.57
2021-03-31T23:59:59+02:00;3;1684287;Niederösterreich;287834;17.09;345530;20.51
2021-03-31T23:59:59+02:00;4;1490279;Oberösterreich;257894;17.31;346790;23.27
2021-03-31T23:59:59+02:00;5;558410;Salzburg;97367;17.44;100637;18.02
2021-03-31T23:59:59+02:00;6;1246395;Steiermark;203409;16.32;239087;19.18
2021-03-31T23:59:59+02:00;7;757634;Tirol;178108;23.51;196336;25.91
2021-03-31T23:59:59+02:00;8;397139;Vorarlberg;76723;19.32;91479;23.03
2021-03-31T23:59:59+02:00;9;1911191;Wien;314915;16.48;373665;19.55
2021-03-31T23:59:59+02:00;10;8901064;Österreich;1571431;17.65;1888415;21.22
2021-04-01T23:59:59+02:00;0;;Bundesbeschaffung;8510;;10520;
2021-04-01T23:59:59+02:00;1;294436;Burgenland;52416;17.80;63520;21.57
2021-04-01T23:59:59+02:00;2;561293;Kärnten;99125;17.66;131611;23.45
2021-04-01T23:59:59+02:00;3;1684287;Niederösterreich;294404;17.48;364218;21.62
2021-04-01T23:59:59+02:00;4;1490279;Oberösterreich;261066;17.52;347222;23.30
2021-04-01T23:59:59+02:00;5;558410;Salzburg;98921;17.71;101189;18.12
2021-04-01T23:59:59+02:00;6;1246395;Steiermark;203851;16.36;282721;22.68
2021-04-01T23:59:59+02:00;7;757634;Tirol;181558;23.96;243342;32.12
2021-04-01T23:59:59+02:00;8;397139;Vorarlberg;77581;19.53;91479;23.03
2021-04-01T23:59:59+02:00;9;1911191;Wien;319925;16.74;433893;22.70
2021-04-01T23:59:59+02:00;10;8901064;Österreich;1597357;17.95;2069715;23.25
2021-04-02T23:59:59+02:00;0;;Bundesbeschaffung;9040;;11030;
2021-04-02T23:59:59+02:00;1;294436;Burgenland;52434;17.81;67990;23.09
2021-04-02T23:59:59+02:00;2;561293;Kärnten;107295;19.12;131611;23.45
2021-04-02T23:59:59+02:00;3;1684287;Niederösterreich;303058;17.99;373198;22.16
2021-04-02T23:59:59+02:00;4;1490279;Oberösterreich;272644;18.29;347756;23.33
2021-04-02T23:59:59+02:00;5;558410;Salzburg;99089;17.74;109515;19.61
2021-04-02T23:59:59+02:00;6;1246395;Steiermark;209111;16.78;291191;23.36
2021-04-02T23:59:59+02:00;7;757634;Tirol;184082;24.30;262380;34.63
2021-04-02T23:59:59+02:00;8;397139;Vorarlberg;83605;21.05;92655;23.33
2021-04-02T23:59:59+02:00;9;1911191;Wien;327485;17.14;439761;23.01
2021-04-02T23:59:59+02:00;10;8901064;Österreich;1647843;18.51;2127087;23.90
2021-04-03T23:59:59+02:00;0;;Bundesbeschaffung;9040;;11030;
2021-04-03T23:59:59+02:00;1;294436;Burgenland;52434;17.81;67990;23.09
2021-04-03T23:59:59+02:00;2;561293;Kärnten;112143;19.98;131431;23.42
2021-04-03T23:59:59+02:00;3;1684287;Niederösterreich;304072;18.05;378890;22.50
2021-04-03T23:59:59+02:00;4;1490279;Oberösterreich;273086;18.32;347756;23.33
2021-04-03T23:59:59+02:00;5;558410;Salzburg;99377;17.80;115401;20.67
2021-04-03T23:59:59+02:00;6;1246395;Steiermark;209171;16.78;291437;23.38
2021-04-03T23:59:59+02:00;7;757634;Tirol;184082;24.30;262380;34.63
2021-04-03T23:59:59+02:00;8;397139;Vorarlberg;86057;21.67;93485;23.54
2021-04-03T23:59:59+02:00;9;1911191;Wien;331985;17.37;435921;22.81
2021-04-03T23:59:59+02:00;10;8901064;Österreich;1661447;18.67;2135721;23.99
2021-04-04T23:59:59+02:00;0;;Bundesbeschaffung;9040;;11030;
2021-04-04T23:59:59+02:00;1;294436;Burgenland;52434;17.81;67990;23.09
2021-04-04T23:59:59+02:00;2;561293;Kärnten;112143;19.98;131461;23.42
2021-04-04T23:59:59+02:00;3;1684287;Niederösterreich;304090;18.05;388644;23.07
2021-04-04T23:59:59+02:00;4;1490279;Oberösterreich;273086;18.32;347756;23.33
2021-04-04T23:59:59+02:00;5;558410;Salzburg;99377;17.80;115401;20.67
2021-04-04T23:59:59+02:00;6;1246395;Steiermark;209417;16.80;291437;23.38
2021-04-04T23:59:59+02:00;7;757634;Tirol;184082;24.30;262380;34.63
2021-04-04T23:59:59+02:00;8;397139;Vorarlberg;86057;21.67;94283;23.74
2021-04-04T23:59:59+02:00;9;1911191;Wien;331985;17.37;435921;22.81
2021-04-04T23:59:59+02:00;10;8901064;Österreich;1661711;18.67;2146303;24.11
2021-04-05T23:59:59+02:00;0;;Bundesbeschaffung;9040;;11030;
2021-04-05T23:59:59+02:00;1;294436;Burgenland;54594;18.54;67990;23.09
2021-04-05T23:59:59+02:00;2;561293;Kärnten;112603;20.06;131601;23.45
2021-04-05T23:59:59+02:00;3;1684287;Niederösterreich;321106;19.06;402430;23.89
2021-04-05T23:59:59+02:00;4;1490279;Oberösterreich;273554;18.36;347756;23.33
2021-04-05T23:59:59+02:00;5;558410;Salzburg;100097;17.93;115401;20.67
2021-04-05T23:59:59+02:00;6;1246395;Steiermark;210111;16.86;296297;23.77
2021-04-05T23:59:59+02:00;7;757634;Tirol;185978;24.55;262380;34.63
2021-04-05T23:59:59+02:00;8;397139;Vorarlberg;86057;21.67;94283;23.74
2021-04-05T23:59:59+02:00;9;1911191;Wien;361395;18.91;493581;25.83
2021-04-05T23:59:59+02:00;10;8901064;Österreich;1714535;19.26;2222749;24.97
2021-04-06T23:59:59+02:00;0;;Bundesbeschaffung;10710;;11210;
2021-04-06T23:59:59+02:00;1;294436;Burgenland;57186;19.42;69200;23.50
2021-04-06T23:59:59+02:00;2;561293;Kärnten;120801;21.52;133215;23.73
2021-04-06T23:59:59+02:00;3;1684287;Niederösterreich;332836;19.76;404896;24.04
2021-04-06T23:59:59+02:00;4;1490279;Oberösterreich;291096;19.53;369394;24.79
2021-04-06T23:59:59+02:00;5;558410;Salzburg;111049;19.89;116801;20.92
2021-04-06T23:59:59+02:00;6;1246395;Steiermark;218353;17.52;296759;23.81
2021-04-06T23:59:59+02:00;7;757634;Tirol;193786;25.58;265412;35.03
2021-04-06T23:59:59+02:00;8;397139;Vorarlberg;86887;21.88;94247;23.73
2021-04-06T23:59:59+02:00;9;1911191;Wien;377005;19.73;528611;27.66
2021-04-06T23:59:59+02:00;10;8901064;Österreich;1799709;20.22;2289745;25.72
2021-04-07T23:59:59+02:00;0;;Bundesbeschaffung;11030;;11260;
2021-04-07T23:59:59+02:00;1;294436;Burgenland;58890;20.00;69200;23.50
2021-04-07T23:59:59+02:00;2;561293;Kärnten;121831;21.71;133251;23.74
2021-04-07T23:59:59+02:00;3;1684287;Niederösterreich;344276;20.44;407784;24.21
2021-04-07T23:59:59+02:00;4;1490279;Oberösterreich;295134;19.80;373932;25.09
2021-04-07T23:59:59+02:00;5;558410;Salzburg;111691;20.00;119217;21.35
2021-04-07T23:59:59+02:00;6;1246395;Steiermark;221479;17.77;299995;24.07
2021-04-07T23:59:59+02:00;7;757634;Tirol;211774;27.95;265884;35.09
2021-04-07T23:59:59+02:00;8;397139;Vorarlberg;86887;21.88;94247;23.73
2021-04-07T23:59:59+02:00;9;1911191;Wien;380573;19.91;528993;27.68
2021-04-07T23:59:59+02:00;10;8901064;Österreich;1843565;20.71;2303763;25.88
2021-04-08T23:59:59+02:00;0;;Bundesbeschaffung;11030;;11260;
2021-04-08T23:59:59+02:00;1;294436;Burgenland;61868;21.01;74192;25.20
2021-04-08T23:59:59+02:00;2;561293;Kärnten;122551;21.83;149095;26.56
2021-04-08T23:59:59+02:00;3;1684287;Niederösterreich;352536;20.93;417726;24.80
2021-04-08T23:59:59+02:00;4;1490279;Oberösterreich;301406;20.22;379898;25.49
2021-04-08T23:59:59+02:00;5;558410;Salzburg;114825;20.56;119077;21.32
