AktuelleErkrankungen;PositivGetestet;Genesen;TotBestaetigt;TotGemeldet;GesTestungen;GesBesFaelle;GesNBVerf;GesIBVerf;GesNBBel;GesIBBel;BFNH;Erkrankungen;LetzteAktualisierung;Timestamp
3263;26724;22594;726;733;1147944;26590;7123;728;119;27;3117;26724;28.08.2020 22:00:00;2020-08-28T22:00:00
