time;Belegung Normalbetten in %;Timestamp
01.04.2020;5;2020-05-02T10:34:47
02.04.2020;5;2020-05-02T10:34:47
03.04.2020;5;2020-05-02T10:34:47
04.04.2020;5;2020-05-02T10:34:47
05.04.2020;4;2020-05-02T10:34:47
06.04.2020;5;2020-05-02T10:34:47
07.04.2020;4;2020-05-02T10:34:47
08.04.2020;4;2020-05-02T10:34:47
09.04.2020;4;2020-05-02T10:34:47
10.04.2020;4;2020-05-02T10:34:47
11.04.2020;4;2020-05-02T10:34:47
12.04.2020;4;2020-05-02T10:34:47
13.04.2020;4;2020-05-02T10:34:47
14.04.2020;4;2020-05-02T10:34:47
15.04.2020;4;2020-05-02T10:34:47
16.04.2020;4;2020-05-02T10:34:47
17.04.2020;4;2020-05-02T10:34:47
18.04.2020;3;2020-05-02T10:34:47
19.04.2020;3;2020-05-02T10:34:47
20.04.2020;3;2020-05-02T10:34:47
21.04.2020;3;2020-05-02T10:34:47
22.04.2020;3;2020-05-02T10:34:47
23.04.2020;3;2020-05-02T10:34:47
24.04.2020;3;2020-05-02T10:34:47
25.04.2020;3;2020-05-02T10:34:47
26.04.2020;3;2020-05-02T10:34:47
27.04.2020;3;2020-05-02T10:34:47
28.04.2020;3;2020-05-02T10:34:47
29.04.2020;2;2020-05-02T10:34:47
30.04.2020;2;2020-05-02T10:34:47
01.05.2020;2;2020-05-02T10:34:47
02.05.2020;2;2020-05-02T10:34:47
