Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;6566;112;1;2020-12-05T20:02:00
Kärnten;13182;181;2;2020-12-05T20:02:00
Niederösterreich;36777;558;3;2020-12-05T20:02:00
Oberösterreich;54031;661;4;2020-12-05T20:02:00
Salzburg;17827;209;5;2020-12-05T20:02:00
Steiermark;21709;535;6;2020-12-05T20:02:00
Tirol;31354;371;7;2020-12-05T20:02:00
Vorarlberg;14481;149;8;2020-12-05T20:02:00
Wien;53514;716;9;2020-12-05T20:02:00
