Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14637;55;0;7
Rust(Stadt);102;1940;3;0;0
Eisenstadt-Umgebung;103;42927;190;4;45
Güssing;104;25797;119;0;13
Jennersdorf;105;17066;32;0;13
Mattersburg;106;39925;184;1;16
Neusiedl am See;107;59552;387;5;80
Oberpullendorf;108;37513;136;1;29
Oberwart;109;54076;336;4;47
Klagenfurt Stadt;201;100817;388;3;106
Villach Stadt;202;62243;162;0;28
Hermagor;203;18224;68;0;9
Klagenfurt Land;204;59800;158;2;22
Sankt Veit an der Glan;205;54555;192;0;50
Spittal an der Drau;206;76091;112;1;14
Villach Land;207;64668;164;2;19
Völkermarkt;208;41878;177;4;27
Wolfsberg;209;52726;126;1;32
Feldkirchen;210;29937;56;0;11
Krems an der Donau(Stadt);301;24876;185;5;31
Sankt Pölten(Stadt);302;55044;427;8;62
Waidhofen an der Ybbs(Stadt);303;11261;51;3;14
Wiener Neustadt(Stadt);304;45277;358;0;59
Amstetten;305;116114;586;16;120
Baden;306;146203;951;7;128
Bruck an der Leitha;307;102010;717;5;169
Gänserndorf;308;103686;674;6;96
Gmünd;309;36773;203;1;49
Hollabrunn;310;50858;151;2;23
Horn;311;31090;140;5;11
Korneuburg;312;90889;657;6;115
Krems(Land);313;56596;428;8;57
Lilienfeld;314;25812;151;5;32
Melk;315;77962;471;5;66
Mistelbach;316;75483;446;7;38
Mödling;317;118998;889;13;137
Neunkirchen;318;86291;618;9;69
Sankt Pölten(Land);319;131044;840;11;152
Scheibbs;320;41403;196;2;17
Tulln;321;103771;623;6;138
Waidhofen an der Thaya;322;25888;212;2;40
Wiener Neustadt(Land);323;77991;376;9;43
Zwettl;325;42222;273;2;48
Linz(Stadt);401;205726;1860;23;228
Steyr(Stadt);402;38193;253;2;55
Wels(Stadt);403;61727;667;1;140
Braunau am Inn;404;104408;502;6;78
Eferding;405;33156;198;6;53
Freistadt;406;66621;430;6;86
Gmunden;407;101631;590;3;157
Grieskirchen;408;64721;419;1;160
Kirchdorf an der Krems;409;56866;200;2;38
Linz-Land;410;150273;1189;11;93
Perg;411;68459;518;4;27
Ried im Innkreis;412;61204;512;1;149
Rohrbach;413;56524;416;1;57
Schärding;414;57307;372;1;160
Steyr-Land;415;60427;400;7;75
Urfahr-Umgebung;416;85505;604;6;66
Vöcklabruck;417;136253;891;4;234
Wels-Land;418;73094;431;1;66
Salzburg(Stadt);501;154211;869;3;180
Hallein;502;60374;768;3;283
Salzburg-Umgebung;503;152281;1020;12;361
Sankt Johann im Pongau;504;80573;945;18;219
Tamsweg;505;20320;87;1;30
Zell am See;506;87462;643;9;135
Graz(Stadt);601;288806;1759;55;303
Deutschlandsberg;603;60821;153;2;30
Graz-Umgebung;606;154260;663;38;114
Leibnitz;610;82484;370;9;59
Leoben;611;60060;234;3;57
Liezen;612;79901;309;2;69
Murau;614;27659;45;0;4
Voitsberg;616;51161;270;6;53
Weiz;617;90343;406;18;63
Murtal;620;72004;243;2;83
Bruck-Mürzzuschlag;621;98984;284;13;42
Hartberg-Fürstenfeld;622;90622;504;42;71
Südoststeiermark;623;85947;168;2;49
Innsbruck-Stadt;701;132110;2051;11;373
Imst;702;60056;652;6;126
Innsbruck-Land;703;179318;1705;14;356
Kitzbühel;704;63881;535;11;37
Kufstein;705;109682;1158;35;80
Landeck;706;44362;1342;17;104
Lienz;707;48753;225;6;34
Reutte;708;32670;158;1;23
Schwaz;709;83873;1124;15;230
Bludenz;801;63714;603;6;89
Bregenz;802;134383;1017;12;268
Dornbirn;803;89041;760;6;188
Feldkirch;804;107159;931;4;243
Wien;900;1897491;24648;301;3213
