Bundesland;Anzahl;GKZ;Timestamp
Wien;274;9;2020-06-24T06:00:00
Vorarlberg;4;8;2020-06-24T06:00:00
Tirol;5;7;2020-06-24T06:00:00
Steiermark;27;6;2020-06-24T06:00:00
Salzburg;20;5;2020-06-24T06:00:00
Oberösterreich;34;4;2020-06-24T06:00:00
Niederösterreich;78;3;2020-06-24T06:00:00
Kärnten;7;2;2020-06-24T06:00:00
Burgenland;5;1;2020-06-24T06:00:00
