Bundesland;Anzahl;GKZ;Timestamp
Wien;471;9;2020-05-21T04:00:00
Vorarlberg;16;8;2020-05-21T04:00:00
Tirol;38;7;2020-05-21T04:00:00
Steiermark;112;6;2020-05-21T04:00:00
Salzburg;17;5;2020-05-21T04:00:00
Oberösterreich;29;4;2020-05-21T04:00:00
Niederösterreich;137;3;2020-05-21T04:00:00
Kärnten;5;2;2020-05-21T04:00:00
Burgenland;13;1;2020-05-21T04:00:00
