Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;235;8;1;2020-04-26T00:00:00
Kärnten;360;12;2;2020-04-26T00:00:00
Niederösterreich;1950;86;3;2020-04-26T00:00:00
Oberösterreich;2021;48;4;2020-04-26T00:00:00
Salzburg;1041;31;5;2020-04-26T00:00:00
Steiermark;1011;108;6;2020-04-26T00:00:00
Tirol;2982;98;7;2020-04-26T00:00:00
Vorarlberg;755;14;8;2020-04-26T00:00:00
Wien;1748;113;9;2020-04-26T00:00:00
