Bundesland;Anzahl;GKZ;Timestamp
Wien;4442;9;2020-09-30T07:00:00
Vorarlberg;438;8;2020-09-30T07:00:00
Tirol;513;7;2020-09-30T07:00:00
Steiermark;589;6;2020-09-30T07:00:00
Salzburg;246;5;2020-09-30T07:00:00
Oberösterreich;694;4;2020-09-30T07:00:00
Niederösterreich;1095;3;2020-09-30T07:00:00
Kärnten;148;2;2020-09-30T07:00:00
Burgenland;164;1;2020-09-30T07:00:00
