Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;6566;112;1;2020-12-05T13:02:00
Kärnten;13182;179;2;2020-12-05T13:02:00
Niederösterreich;36777;553;3;2020-12-05T13:02:00
Oberösterreich;54031;658;4;2020-12-05T13:02:00
Salzburg;17827;208;5;2020-12-05T13:02:00
Steiermark;21709;530;6;2020-12-05T13:02:00
Tirol;31354;369;7;2020-12-05T13:02:00
Vorarlberg;14481;147;8;2020-12-05T13:02:00
Wien;53514;714;9;2020-12-05T13:02:00
