Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;591;10;15
Rust(Stadt);102;1980;68;0;0
Eisenstadt-Umgebung;103;43236;1478;21;45
Güssing;104;25699;1272;38;32
Jennersdorf;105;17097;885;19;48
Mattersburg;106;40042;1465;24;38
Neusiedl am See;107;59990;2126;30;79
Oberpullendorf;108;37384;1575;24;19
Oberwart;109;54192;2179;55;59
Klagenfurt Stadt;201;101300;4538;142;114
Villach Stadt;202;62882;2488;58;56
Hermagor;203;18054;1380;17;95
Klagenfurt Land;204;60014;2970;56;74
Sankt Veit an der Glan;205;54186;2893;92;51
Spittal an der Drau;206;75868;3484;92;181
Villach Land;207;64618;3001;65;94
Völkermarkt;208;41862;2719;54;72
Wolfsberg;209;52607;2652;65;36
Feldkirchen;210;29902;1639;42;31
Krems an der Donau(Stadt);301;25036;977;23;12
Sankt Pölten(Stadt);302;55514;2476;44;38
Waidhofen an der Ybbs(Stadt);303;11222;628;10;9
Wiener Neustadt(Stadt);304;45823;2220;61;103
Amstetten;305;116520;7333;121;94
Baden;306;146751;5831;88;211
Bruck an der Leitha;307;103735;3512;65;122
Gänserndorf;308;104782;3340;49;136
Gmünd;309;36553;1767;34;47
Hollabrunn;310;51033;1539;34;94
Horn;311;30936;817;11;35
Korneuburg;312;91254;2771;40;86
Krems(Land);313;56487;2384;30;41
Lilienfeld;314;25655;1071;30;11
Melk;315;78191;3688;80;96
Mistelbach;316;75625;2199;30;132
Mödling;317;119115;4029;96;93
Neunkirchen;318;86343;3554;76;121
Sankt Pölten(Land);319;131729;4986;96;112
Scheibbs;320;41414;2518;32;54
Tulln;321;104593;3727;66;89
Waidhofen an der Thaya;322;25682;1033;14;37
Wiener Neustadt(Land);323;78307;2901;55;132
Zwettl;325;41987;2312;25;65
Linz(Stadt);401;206595;9599;205;89
Steyr(Stadt);402;38056;1711;18;21
Wels(Stadt);403;62470;3663;58;109
Braunau am Inn;404;105553;5532;67;164
Eferding;405;33178;2226;29;27
Freistadt;406;66861;4119;84;58
Gmunden;407;101859;5715;93;106
Grieskirchen;408;64875;4258;67;50
Kirchdorf an der Krems;409;57071;2856;73;39
Linz-Land;410;151371;7175;79;77
Perg;411;68968;4160;61;81
Ried im Innkreis;412;61690;4205;87;41
Rohrbach;413;56545;4351;92;79
Schärding;414;57391;4115;61;68
Steyr-Land;415;60717;3324;62;31
Urfahr-Umgebung;416;86005;4975;69;40
Vöcklabruck;417;137297;7692;133;125
Wels-Land;418;73777;3644;48;87
Salzburg(Stadt);501;155021;8221;112;181
Hallein;502;60824;4969;55;73
Salzburg-Umgebung;503;153492;8876;94;178
Sankt Johann im Pongau;504;81194;6898;93;181
Tamsweg;505;20251;2002;36;29
Zell am See;506;87628;5379;94;69
Graz(Stadt);601;291072;10750;243;334
Deutschlandsberg;603;60867;2586;86;70
Graz-Umgebung;606;156070;5847;219;142
Leibnitz;610;84756;3715;87;68
Leoben;611;59700;2378;89;54
Liezen;612;79652;3899;95;46
Murau;614;27543;1293;19;23
Voitsberg;616;51044;2230;89;26
Weiz;617;90654;3547;121;178
Murtal;620;71698;3393;144;69
Bruck-Mürzzuschlag;621;98697;4480;206;138
Hartberg-Fürstenfeld;622;90606;4673;156;226
Südoststeiermark;623;84036;4051;139;118
Innsbruck-Stadt;701;131961;6951;86;60
Imst;702;60474;3374;32;44
Innsbruck-Land;703;180453;9993;124;62
Kitzbühel;704;64168;3420;37;67
Kufstein;705;110287;7106;127;100
Landeck;706;44386;2918;42;31
Lienz;707;48738;3397;41;80
Reutte;708;32838;1325;4;46
Schwaz;709;84329;7697;117;101
Bludenz;801;64107;3351;44;40
Bregenz;802;134987;7145;93;47
Dornbirn;803;89912;5962;62;80
Feldkirch;804;108133;6278;70;109
Wien;900;1911191;85966;1631;2378
