Bundesland;Anzahl;GKZ;Timestamp
Wien;6474;9;2020-12-16T23:02:00
Vorarlberg;1903;8;2020-12-16T23:02:00
Tirol;2178;7;2020-12-16T23:02:00
Steiermark;8513;6;2020-12-16T23:02:00
Salzburg;2637;5;2020-12-16T23:02:00
Oberösterreich;4466;4;2020-12-16T23:02:00
Niederösterreich;5702;3;2020-12-16T23:02:00
Kärnten;1851;2;2020-12-16T23:02:00
Burgenland;813;1;2020-12-16T23:02:00
