Altersgruppe;Anzahl;Timestamp
<5;677;2020-09-30T22:00:00
5-14;2650;2020-09-30T22:00:00
15-24;8602;2020-09-30T22:00:00
25-34;8402;2020-09-30T22:00:00
35-44;6583;2020-09-30T22:00:00
45-54;7507;2020-09-30T22:00:00
55-64;5352;2020-09-30T22:00:00
65-74;2556;2020-09-30T22:00:00
75-84;2083;2020-09-30T22:00:00
>84;1258;2020-09-30T22:00:00
