time;Todesfälle;Timestamp
26.02.2020;0;2020-05-27T10:00:00
27.02.2020;0;2020-05-27T10:00:00
28.02.2020;0;2020-05-27T10:00:00
29.02.2020;0;2020-05-27T10:00:00
01.03.2020;0;2020-05-27T10:00:00
02.03.2020;0;2020-05-27T10:00:00
03.03.2020;0;2020-05-27T10:00:00
04.03.2020;0;2020-05-27T10:00:00
05.03.2020;0;2020-05-27T10:00:00
06.03.2020;0;2020-05-27T10:00:00
07.03.2020;0;2020-05-27T10:00:00
08.03.2020;0;2020-05-27T10:00:00
09.03.2020;0;2020-05-27T10:00:00
10.03.2020;0;2020-05-27T10:00:00
11.03.2020;0;2020-05-27T10:00:00
12.03.2020;1;2020-05-27T10:00:00
13.03.2020;1;2020-05-27T10:00:00
14.03.2020;2;2020-05-27T10:00:00
15.03.2020;3;2020-05-27T10:00:00
16.03.2020;5;2020-05-27T10:00:00
17.03.2020;7;2020-05-27T10:00:00
18.03.2020;11;2020-05-27T10:00:00
19.03.2020;14;2020-05-27T10:00:00
20.03.2020;19;2020-05-27T10:00:00
21.03.2020;23;2020-05-27T10:00:00
22.03.2020;31;2020-05-27T10:00:00
23.03.2020;43;2020-05-27T10:00:00
24.03.2020;53;2020-05-27T10:00:00
25.03.2020;62;2020-05-27T10:00:00
26.03.2020;78;2020-05-27T10:00:00
27.03.2020;96;2020-05-27T10:00:00
28.03.2020;113;2020-05-27T10:00:00
29.03.2020;127;2020-05-27T10:00:00
30.03.2020;147;2020-05-27T10:00:00
31.03.2020;164;2020-05-27T10:00:00
01.04.2020;175;2020-05-27T10:00:00
02.04.2020;194;2020-05-27T10:00:00
03.04.2020;211;2020-05-27T10:00:00
04.04.2020;231;2020-05-27T10:00:00
05.04.2020;252;2020-05-27T10:00:00
06.04.2020;277;2020-05-27T10:00:00
07.04.2020;303;2020-05-27T10:00:00
08.04.2020;321;2020-05-27T10:00:00
09.04.2020;341;2020-05-27T10:00:00
10.04.2020;363;2020-05-27T10:00:00
11.04.2020;378;2020-05-27T10:00:00
12.04.2020;390;2020-05-27T10:00:00
13.04.2020;411;2020-05-27T10:00:00
14.04.2020;423;2020-05-27T10:00:00
15.04.2020;438;2020-05-27T10:00:00
16.04.2020;460;2020-05-27T10:00:00
17.04.2020;473;2020-05-27T10:00:00
18.04.2020;488;2020-05-27T10:00:00
19.04.2020;503;2020-05-27T10:00:00
20.04.2020;510;2020-05-27T10:00:00
21.04.2020;527;2020-05-27T10:00:00
22.04.2020;537;2020-05-27T10:00:00
23.04.2020;541;2020-05-27T10:00:00
24.04.2020;547;2020-05-27T10:00:00
25.04.2020;559;2020-05-27T10:00:00
26.04.2020;568;2020-05-27T10:00:00
27.04.2020;571;2020-05-27T10:00:00
28.04.2020;582;2020-05-27T10:00:00
29.04.2020;586;2020-05-27T10:00:00
30.04.2020;591;2020-05-27T10:00:00
01.05.2020;593;2020-05-27T10:00:00
02.05.2020;595;2020-05-27T10:00:00
03.05.2020;600;2020-05-27T10:00:00
04.05.2020;602;2020-05-27T10:00:00
05.05.2020;604;2020-05-27T10:00:00
06.05.2020;607;2020-05-27T10:00:00
07.05.2020;608;2020-05-27T10:00:00
08.05.2020;613;2020-05-27T10:00:00
09.05.2020;615;2020-05-27T10:00:00
10.05.2020;617;2020-05-27T10:00:00
11.05.2020;618;2020-05-27T10:00:00
12.05.2020;618;2020-05-27T10:00:00
13.05.2020;619;2020-05-27T10:00:00
14.05.2020;621;2020-05-27T10:00:00
15.05.2020;621;2020-05-27T10:00:00
16.05.2020;622;2020-05-27T10:00:00
17.05.2020;622;2020-05-27T10:00:00
18.05.2020;624;2020-05-27T10:00:00
19.05.2020;625;2020-05-27T10:00:00
20.05.2020;628;2020-05-27T10:00:00
21.05.2020;630;2020-05-27T10:00:00
22.05.2020;631;2020-05-27T10:00:00
23.05.2020;632;2020-05-27T10:00:00
24.05.2020;632;2020-05-27T10:00:00
25.05.2020;633;2020-05-27T10:00:00
26.05.2020;634;2020-05-27T10:00:00
27.05.2020;634;2020-05-27T10:00:00
