Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;569;10;4
Rust(Stadt);102;1980;68;0;2
Eisenstadt-Umgebung;103;43236;1408;20;27
Güssing;104;25699;1195;36;39
Jennersdorf;105;17097;779;19;42
Mattersburg;106;40042;1408;24;30
Neusiedl am See;107;59990;1998;28;64
Oberpullendorf;108;37384;1532;23;19
Oberwart;109;54192;2088;54;48
Klagenfurt Stadt;201;101300;4342;139;96
Villach Stadt;202;62882;2368;56;73
Hermagor;203;18054;1224;17;51
Klagenfurt Land;204;60014;2827;54;89
Sankt Veit an der Glan;205;54186;2803;91;38
Spittal an der Drau;206;75868;3187;78;213
Villach Land;207;64618;2832;65;83
Völkermarkt;208;41862;2602;51;59
Wolfsberg;209;52607;2588;65;39
Feldkirchen;210;29902;1580;39;37
Krems an der Donau(Stadt);301;25036;955;23;15
Sankt Pölten(Stadt);302;55514;2421;43;35
Waidhofen an der Ybbs(Stadt);303;11222;616;10;4
Wiener Neustadt(Stadt);304;45823;2010;54;97
Amstetten;305;116520;7129;119;123
Baden;306;146751;5428;83;157
Bruck an der Leitha;307;103735;3312;65;82
Gänserndorf;308;104782;3056;39;174
Gmünd;309;36553;1702;34;23
Hollabrunn;310;51033;1350;29;52
Horn;311;30936;753;10;43
Korneuburg;312;91254;2623;38;54
Krems(Land);313;56487;2277;29;68
Lilienfeld;314;25655;1046;30;8
Melk;315;78191;3547;79;51
Mistelbach;316;75625;1907;30;103
Mödling;317;119115;3851;91;81
Neunkirchen;318;86343;3360;74;70
Sankt Pölten(Land);319;131729;4794;91;112
Scheibbs;320;41414;2429;32;41
Tulln;321;104593;3587;54;85
Waidhofen an der Thaya;322;25682;971;13;19
Wiener Neustadt(Land);323;78307;2693;52;77
Zwettl;325;41987;2191;24;63
Linz(Stadt);401;206595;9432;202;106
Steyr(Stadt);402;38056;1680;18;11
Wels(Stadt);403;62470;3471;57;59
Braunau am Inn;404;105553;5201;64;138
Eferding;405;33178;2194;28;32
Freistadt;406;66861;4015;81;56
Gmunden;407;101859;5511;90;151
Grieskirchen;408;64875;4167;67;60
Kirchdorf an der Krems;409;57071;2789;71;29
Linz-Land;410;151371;7022;78;97
Perg;411;68968;3999;56;60
Ried im Innkreis;412;61690;4120;86;70
Rohrbach;413;56545;4226;90;43
Schärding;414;57391;4003;60;51
Steyr-Land;415;60717;3273;62;24
Urfahr-Umgebung;416;86005;4891;69;53
Vöcklabruck;417;137297;7500;132;133
Wels-Land;418;73777;3475;47;91
Salzburg(Stadt);501;155021;7883;103;215
Hallein;502;60824;4819;46;189
Salzburg-Umgebung;503;153492;8566;92;232
Sankt Johann im Pongau;504;81194;6564;87;205
Tamsweg;505;20251;1948;35;65
Zell am See;506;87628;5247;91;78
Graz(Stadt);601;291072;10228;238;234
Deutschlandsberg;603;60867;2417;81;157
Graz-Umgebung;606;156070;5543;214;162
Leibnitz;610;84756;3574;79;77
Leoben;611;59700;2279;87;39
Liezen;612;79652;3792;93;126
Murau;614;27543;1230;18;37
Voitsberg;616;51044;2180;85;41
Weiz;617;90654;3253;114;138
Murtal;620;71698;3275;139;48
Bruck-Mürzzuschlag;621;98697;4197;197;124
Hartberg-Fürstenfeld;622;90606;4277;153;136
Südoststeiermark;623;84036;3801;130;171
Innsbruck-Stadt;701;131961;6824;85;79
Imst;702;60474;3299;32;31
Innsbruck-Land;703;180453;9819;121;135
Kitzbühel;704;64168;3299;37;63
Kufstein;705;110287;6895;123;89
Landeck;706;44386;2859;41;22
Lienz;707;48738;3195;39;138
Reutte;708;32838;1233;4;58
Schwaz;709;84329;7480;111;137
Bludenz;801;64107;3252;41;68
Bregenz;802;134987;7016;92;101
Dornbirn;803;89912;5794;59;142
Feldkirch;804;108133;6077;68;94
Wien;900;1911191;82212;1531;1872
