Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;608;9;14
Rust(Stadt);102;1980;68;0;0
Eisenstadt-Umgebung;103;43236;1589;22;92
Güssing;104;25699;1341;41;45
Jennersdorf;105;17097;944;20;47
Mattersburg;106;40042;1547;24;71
Neusiedl am See;107;59990;2273;30;112
Oberpullendorf;108;37384;1625;24;39
Oberwart;109;54192;2305;57;106
Klagenfurt Stadt;201;101300;4732;146;150
Villach Stadt;202;62882;2606;58;97
Hermagor;203;18054;1530;19;113
Klagenfurt Land;204;60014;3073;58;86
Sankt Veit an der Glan;205;54186;2993;93;76
Spittal an der Drau;206;75868;3698;94;152
Villach Land;207;64618;3109;66;100
Völkermarkt;208;41862;2817;54;70
Wolfsberg;209;52607;2703;65;46
Feldkirchen;210;29902;1702;42;57
Krems an der Donau(Stadt);301;25036;997;23;18
Sankt Pölten(Stadt);302;55514;2562;45;58
Waidhofen an der Ybbs(Stadt);303;11222;650;10;15
Wiener Neustadt(Stadt);304;45823;2467;61;211
Amstetten;305;116520;7458;122;94
Baden;306;146751;6282;93;340
Bruck an der Leitha;307;103735;3765;66;188
Gänserndorf;308;104782;3664;50;259
Gmünd;309;36553;1868;35;81
Hollabrunn;310;51033;1707;41;133
Horn;311;30936;873;12;35
Korneuburg;312;91254;2921;41;101
Krems(Land);313;56487;2441;30;42
Lilienfeld;314;25655;1129;30;44
Melk;315;78191;3874;81;142
Mistelbach;316;75625;2407;31;169
Mödling;317;119115;4252;96;196
Neunkirchen;318;86343;3807;77;183
Sankt Pölten(Land);319;131729;5206;98;173
Scheibbs;320;41414;2600;32;70
Tulln;321;104593;3892;69;131
Waidhofen an der Thaya;322;25682;1133;14;81
Wiener Neustadt(Land);323;78307;3169;58;201
Zwettl;325;41987;2434;28;92
Linz(Stadt);401;206595;9910;206;222
Steyr(Stadt);402;38056;1730;18;18
Wels(Stadt);403;62470;3837;60;144
Braunau am Inn;404;105553;5871;69;251
Eferding;405;33178;2251;29;40
Freistadt;406;66861;4171;84;49
Gmunden;407;101859;5869;94;96
Grieskirchen;408;64875;4334;67;63
Kirchdorf an der Krems;409;57071;2926;74;61
Linz-Land;410;151371;7451;79;179
Perg;411;68968;4267;63;84
Ried im Innkreis;412;61690;4333;89;100
Rohrbach;413;56545;4460;93;90
Schärding;414;57391;4253;61;112
Steyr-Land;415;60717;3400;62;70
Urfahr-Umgebung;416;86005;5077;69;76
Vöcklabruck;417;137297;7912;134;149
Wels-Land;418;73777;3783;51;112
Salzburg(Stadt);501;155021;8438;115;188
Hallein;502;60824;5094;55;105
Salzburg-Umgebung;503;153492;9138;96;212
Sankt Johann im Pongau;504;81194;7237;95;274
Tamsweg;505;20251;2028;37;19
Zell am See;506;87628;5507;95;99
Graz(Stadt);601;291072;11282;253;366
Deutschlandsberg;603;60867;2695;89;79
Graz-Umgebung;606;156070;6152;223;209
Leibnitz;610;84756;3952;88;179
Leoben;611;59700;2466;90;65
Liezen;612;79652;3996;96;88
Murau;614;27543;1327;19;24
Voitsberg;616;51044;2278;89;33
Weiz;617;90654;3805;127;185
Murtal;620;71698;3466;145;49
Bruck-Mürzzuschlag;621;98697;4667;217;143
Hartberg-Fürstenfeld;622;90606;5004;160;241
Südoststeiermark;623;84036;4297;147;161
Innsbruck-Stadt;701;131961;7039;88;67
Imst;702;60474;3477;33;84
Innsbruck-Land;703;180453;10129;129;103
Kitzbühel;704;64168;3494;38;59
Kufstein;705;110287;7229;129;88
Landeck;706;44386;2971;42;48
Lienz;707;48738;3532;41;98
Reutte;708;32838;1382;4;29
Schwaz;709;84329;7902;123;150
Bludenz;801;64107;3420;45;49
Bregenz;802;134987;7219;93;59
Dornbirn;803;89912;6059;63;80
Feldkirch;804;108133;6391;71;80
Wien;900;1911191;89846;1676;3109
