time;tägliche Erkrankungen;Timestamp
25.02.2020;2;2020-11-29T21:02:00
26.02.2020;0;2020-11-29T21:02:00
27.02.2020;3;2020-11-29T21:02:00
28.02.2020;5;2020-11-29T21:02:00
29.02.2020;2;2020-11-29T21:02:00
01.03.2020;1;2020-11-29T21:02:00
02.03.2020;7;2020-11-29T21:02:00
03.03.2020;7;2020-11-29T21:02:00
04.03.2020;11;2020-11-29T21:02:00
05.03.2020;16;2020-11-29T21:02:00
06.03.2020;19;2020-11-29T21:02:00
07.03.2020;18;2020-11-29T21:02:00
08.03.2020;27;2020-11-29T21:02:00
09.03.2020;33;2020-11-29T21:02:00
10.03.2020;58;2020-11-29T21:02:00
11.03.2020;110;2020-11-29T21:02:00
12.03.2020;100;2020-11-29T21:02:00
13.03.2020;208;2020-11-29T21:02:00
14.03.2020;185;2020-11-29T21:02:00
15.03.2020;199;2020-11-29T21:02:00
16.03.2020;222;2020-11-29T21:02:00
17.03.2020;359;2020-11-29T21:02:00
18.03.2020;358;2020-11-29T21:02:00
19.03.2020;386;2020-11-29T21:02:00
20.03.2020;532;2020-11-29T21:02:00
21.03.2020;471;2020-11-29T21:02:00
22.03.2020;625;2020-11-29T21:02:00
23.03.2020;750;2020-11-29T21:02:00
24.03.2020;685;2020-11-29T21:02:00
25.03.2020;733;2020-11-29T21:02:00
26.03.2020;1061;2020-11-29T21:02:00
27.03.2020;831;2020-11-29T21:02:00
28.03.2020;677;2020-11-29T21:02:00
29.03.2020;528;2020-11-29T21:02:00
30.03.2020;622;2020-11-29T21:02:00
31.03.2020;575;2020-11-29T21:02:00
01.04.2020;511;2020-11-29T21:02:00
02.04.2020;462;2020-11-29T21:02:00
03.04.2020;419;2020-11-29T21:02:00
04.04.2020;296;2020-11-29T21:02:00
05.04.2020;173;2020-11-29T21:02:00
06.04.2020;275;2020-11-29T21:02:00
07.04.2020;306;2020-11-29T21:02:00
08.04.2020;270;2020-11-29T21:02:00
09.04.2020;293;2020-11-29T21:02:00
10.04.2020;372;2020-11-29T21:02:00
11.04.2020;212;2020-11-29T21:02:00
12.04.2020;109;2020-11-29T21:02:00
13.04.2020;89;2020-11-29T21:02:00
14.04.2020;147;2020-11-29T21:02:00
15.04.2020;119;2020-11-29T21:02:00
16.04.2020;127;2020-11-29T21:02:00
17.04.2020;97;2020-11-29T21:02:00
18.04.2020;62;2020-11-29T21:02:00
19.04.2020;48;2020-11-29T21:02:00
20.04.2020;60;2020-11-29T21:02:00
21.04.2020;63;2020-11-29T21:02:00
22.04.2020;81;2020-11-29T21:02:00
23.04.2020;63;2020-11-29T21:02:00
24.04.2020;83;2020-11-29T21:02:00
25.04.2020;58;2020-11-29T21:02:00
26.04.2020;35;2020-11-29T21:02:00
27.04.2020;65;2020-11-29T21:02:00
28.04.2020;52;2020-11-29T21:02:00
29.04.2020;55;2020-11-29T21:02:00
30.04.2020;65;2020-11-29T21:02:00
01.05.2020;30;2020-11-29T21:02:00
02.05.2020;32;2020-11-29T21:02:00
03.05.2020;16;2020-11-29T21:02:00
04.05.2020;26;2020-11-29T21:02:00
05.05.2020;45;2020-11-29T21:02:00
06.05.2020;53;2020-11-29T21:02:00
07.05.2020;34;2020-11-29T21:02:00
08.05.2020;47;2020-11-29T21:02:00
09.05.2020;38;2020-11-29T21:02:00
10.05.2020;11;2020-11-29T21:02:00
11.05.2020;73;2020-11-29T21:02:00
12.05.2020;38;2020-11-29T21:02:00
13.05.2020;61;2020-11-29T21:02:00
14.05.2020;43;2020-11-29T21:02:00
15.05.2020;81;2020-11-29T21:02:00
16.05.2020;17;2020-11-29T21:02:00
17.05.2020;26;2020-11-29T21:02:00
18.05.2020;46;2020-11-29T21:02:00
19.05.2020;52;2020-11-29T21:02:00
20.05.2020;45;2020-11-29T21:02:00
21.05.2020;27;2020-11-29T21:02:00
22.05.2020;31;2020-11-29T21:02:00
23.05.2020;27;2020-11-29T21:02:00
24.05.2020;32;2020-11-29T21:02:00
25.05.2020;26;2020-11-29T21:02:00
26.05.2020;26;2020-11-29T21:02:00
27.05.2020;34;2020-11-29T21:02:00
28.05.2020;28;2020-11-29T21:02:00
29.05.2020;29;2020-11-29T21:02:00
30.05.2020;46;2020-11-29T21:02:00
31.05.2020;5;2020-11-29T21:02:00
01.06.2020;19;2020-11-29T21:02:00
02.06.2020;16;2020-11-29T21:02:00
03.06.2020;36;2020-11-29T21:02:00
04.06.2020;34;2020-11-29T21:02:00
05.06.2020;60;2020-11-29T21:02:00
06.06.2020;19;2020-11-29T21:02:00
07.06.2020;43;2020-11-29T21:02:00
08.06.2020;28;2020-11-29T21:02:00
09.06.2020;16;2020-11-29T21:02:00
10.06.2020;36;2020-11-29T21:02:00
11.06.2020;21;2020-11-29T21:02:00
12.06.2020;32;2020-11-29T21:02:00
13.06.2020;18;2020-11-29T21:02:00
14.06.2020;23;2020-11-29T21:02:00
15.06.2020;56;2020-11-29T21:02:00
16.06.2020;10;2020-11-29T21:02:00
17.06.2020;24;2020-11-29T21:02:00
18.06.2020;47;2020-11-29T21:02:00
19.06.2020;54;2020-11-29T21:02:00
20.06.2020;19;2020-11-29T21:02:00
21.06.2020;35;2020-11-29T21:02:00
22.06.2020;30;2020-11-29T21:02:00
23.06.2020;43;2020-11-29T21:02:00
24.06.2020;30;2020-11-29T21:02:00
25.06.2020;50;2020-11-29T21:02:00
26.06.2020;65;2020-11-29T21:02:00
27.06.2020;62;2020-11-29T21:02:00
28.06.2020;65;2020-11-29T21:02:00
29.06.2020;45;2020-11-29T21:02:00
30.06.2020;108;2020-11-29T21:02:00
01.07.2020;84;2020-11-29T21:02:00
02.07.2020;98;2020-11-29T21:02:00
03.07.2020;126;2020-11-29T21:02:00
04.07.2020;116;2020-11-29T21:02:00
05.07.2020;76;2020-11-29T21:02:00
06.07.2020;67;2020-11-29T21:02:00
07.07.2020;96;2020-11-29T21:02:00
08.07.2020;101;2020-11-29T21:02:00
09.07.2020;92;2020-11-29T21:02:00
10.07.2020;94;2020-11-29T21:02:00
11.07.2020;109;2020-11-29T21:02:00
12.07.2020;53;2020-11-29T21:02:00
13.07.2020;98;2020-11-29T21:02:00
14.07.2020;126;2020-11-29T21:02:00
15.07.2020;124;2020-11-29T21:02:00
16.07.2020;168;2020-11-29T21:02:00
17.07.2020;136;2020-11-29T21:02:00
18.07.2020;78;2020-11-29T21:02:00
19.07.2020;90;2020-11-29T21:02:00
20.07.2020;98;2020-11-29T21:02:00
21.07.2020;142;2020-11-29T21:02:00
22.07.2020;170;2020-11-29T21:02:00
23.07.2020;130;2020-11-29T21:02:00
24.07.2020;153;2020-11-29T21:02:00
25.07.2020;127;2020-11-29T21:02:00
26.07.2020;99;2020-11-29T21:02:00
27.07.2020;115;2020-11-29T21:02:00
28.07.2020;165;2020-11-29T21:02:00
29.07.2020;107;2020-11-29T21:02:00
30.07.2020;204;2020-11-29T21:02:00
31.07.2020;130;2020-11-29T21:02:00
01.08.2020;64;2020-11-29T21:02:00
02.08.2020;85;2020-11-29T21:02:00
03.08.2020;95;2020-11-29T21:02:00
04.08.2020;111;2020-11-29T21:02:00
05.08.2020;164;2020-11-29T21:02:00
06.08.2020;136;2020-11-29T21:02:00
07.08.2020;110;2020-11-29T21:02:00
08.08.2020;105;2020-11-29T21:02:00
09.08.2020;82;2020-11-29T21:02:00
10.08.2020;167;2020-11-29T21:02:00
11.08.2020;202;2020-11-29T21:02:00
12.08.2020;196;2020-11-29T21:02:00
13.08.2020;255;2020-11-29T21:02:00
14.08.2020;347;2020-11-29T21:02:00
15.08.2020;178;2020-11-29T21:02:00
16.08.2020;168;2020-11-29T21:02:00
17.08.2020;286;2020-11-29T21:02:00
18.08.2020;327;2020-11-29T21:02:00
19.08.2020;438;2020-11-29T21:02:00
20.08.2020;389;2020-11-29T21:02:00
21.08.2020;343;2020-11-29T21:02:00
22.08.2020;270;2020-11-29T21:02:00
23.08.2020;215;2020-11-29T21:02:00
24.08.2020;228;2020-11-29T21:02:00
25.08.2020;374;2020-11-29T21:02:00
26.08.2020;365;2020-11-29T21:02:00
27.08.2020;266;2020-11-29T21:02:00
28.08.2020;413;2020-11-29T21:02:00
29.08.2020;225;2020-11-29T21:02:00
30.08.2020;291;2020-11-29T21:02:00
31.08.2020;230;2020-11-29T21:02:00
01.09.2020;322;2020-11-29T21:02:00
02.09.2020;482;2020-11-29T21:02:00
03.09.2020;410;2020-11-29T21:02:00
04.09.2020;412;2020-11-29T21:02:00
05.09.2020;219;2020-11-29T21:02:00
06.09.2020;312;2020-11-29T21:02:00
07.09.2020;538;2020-11-29T21:02:00
08.09.2020;613;2020-11-29T21:02:00
09.09.2020;739;2020-11-29T21:02:00
10.09.2020;681;2020-11-29T21:02:00
11.09.2020;977;2020-11-29T21:02:00
12.09.2020;447;2020-11-29T21:02:00
13.09.2020;475;2020-11-29T21:02:00
14.09.2020;886;2020-11-29T21:02:00
15.09.2020;850;2020-11-29T21:02:00
16.09.2020;909;2020-11-29T21:02:00
17.09.2020;909;2020-11-29T21:02:00
18.09.2020;963;2020-11-29T21:02:00
19.09.2020;712;2020-11-29T21:02:00
20.09.2020;521;2020-11-29T21:02:00
21.09.2020;686;2020-11-29T21:02:00
22.09.2020;768;2020-11-29T21:02:00
23.09.2020;905;2020-11-29T21:02:00
24.09.2020;734;2020-11-29T21:02:00
25.09.2020;811;2020-11-29T21:02:00
26.09.2020;690;2020-11-29T21:02:00
27.09.2020;648;2020-11-29T21:02:00
28.09.2020;738;2020-11-29T21:02:00
29.09.2020;794;2020-11-29T21:02:00
30.09.2020;947;2020-11-29T21:02:00
01.10.2020;968;2020-11-29T21:02:00
02.10.2020;1049;2020-11-29T21:02:00
03.10.2020;778;2020-11-29T21:02:00
04.10.2020;779;2020-11-29T21:02:00
05.10.2020;978;2020-11-29T21:02:00
06.10.2020;1152;2020-11-29T21:02:00
07.10.2020;1371;2020-11-29T21:02:00
08.10.2020;1223;2020-11-29T21:02:00
09.10.2020;1237;2020-11-29T21:02:00
10.10.2020;1047;2020-11-29T21:02:00
11.10.2020;977;2020-11-29T21:02:00
12.10.2020;1175;2020-11-29T21:02:00
13.10.2020;1418;2020-11-29T21:02:00
14.10.2020;1506;2020-11-29T21:02:00
15.10.2020;1520;2020-11-29T21:02:00
16.10.2020;1762;2020-11-29T21:02:00
17.10.2020;1468;2020-11-29T21:02:00
18.10.2020;1284;2020-11-29T21:02:00
19.10.2020;1780;2020-11-29T21:02:00
20.10.2020;2023;2020-11-29T21:02:00
21.10.2020;2716;2020-11-29T21:02:00
22.10.2020;3192;2020-11-29T21:02:00
23.10.2020;3243;2020-11-29T21:02:00
24.10.2020;3155;2020-11-29T21:02:00
25.10.2020;2497;2020-11-29T21:02:00
26.10.2020;2724;2020-11-29T21:02:00
27.10.2020;4101;2020-11-29T21:02:00
28.10.2020;4240;2020-11-29T21:02:00
29.10.2020;5318;2020-11-29T21:02:00
30.10.2020;5430;2020-11-29T21:02:00
31.10.2020;4716;2020-11-29T21:02:00
01.11.2020;4216;2020-11-29T21:02:00
02.11.2020;5044;2020-11-29T21:02:00
03.11.2020;6156;2020-11-29T21:02:00
04.11.2020;7168;2020-11-29T21:02:00
05.11.2020;6851;2020-11-29T21:02:00
06.11.2020;7430;2020-11-29T21:02:00
07.11.2020;6096;2020-11-29T21:02:00
08.11.2020;5189;2020-11-29T21:02:00
09.11.2020;6416;2020-11-29T21:02:00
10.11.2020;7597;2020-11-29T21:02:00
11.11.2020;9170;2020-11-29T21:02:00
12.11.2020;8336;2020-11-29T21:02:00
13.11.2020;7075;2020-11-29T21:02:00
14.11.2020;4990;2020-11-29T21:02:00
15.11.2020;4450;2020-11-29T21:02:00
16.11.2020;6247;2020-11-29T21:02:00
17.11.2020;7498;2020-11-29T21:02:00
18.11.2020;6797;2020-11-29T21:02:00
19.11.2020;6223;2020-11-29T21:02:00
20.11.2020;6291;2020-11-29T21:02:00
21.11.2020;4499;2020-11-29T21:02:00
22.11.2020;2755;2020-11-29T21:02:00
23.11.2020;4752;2020-11-29T21:02:00
24.11.2020;5663;2020-11-29T21:02:00
25.11.2020;4829;2020-11-29T21:02:00
26.11.2020;4546;2020-11-29T21:02:00
27.11.2020;4031;2020-11-29T21:02:00
28.11.2020;3232;2020-11-29T21:02:00
