Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;940;11;6
Rust(Stadt);102;1980;75;0;1
Eisenstadt-Umgebung;103;43236;2331;25;24
Güssing;104;25699;1830;55;14
Jennersdorf;105;17097;1301;25;14
Mattersburg;106;40042;2261;32;31
Neusiedl am See;107;59990;3240;39;24
Oberpullendorf;108;37384;2241;42;13
Oberwart;109;54192;3640;87;35
Klagenfurt Stadt;201;101300;6109;157;82
Villach Stadt;202;62882;3798;68;111
Hermagor;203;18054;1869;28;9
Klagenfurt Land;204;60014;4114;65;55
Sankt Veit an der Glan;205;54186;3880;97;44
Spittal an der Drau;206;75868;5679;121;147
Villach Land;207;64618;4361;81;59
Völkermarkt;208;41862;3609;62;43
Wolfsberg;209;52607;3406;73;25
Feldkirchen;210;29902;2348;52;48
Krems an der Donau(Stadt);301;25036;1355;30;19
Sankt Pölten(Stadt);302;55514;3727;55;75
Waidhofen an der Ybbs(Stadt);303;11222;890;14;13
Wiener Neustadt(Stadt);304;45823;3842;86;42
Amstetten;305;116520;9779;129;123
Baden;306;146751;9734;123;93
Bruck an der Leitha;307;103735;5974;88;68
Gänserndorf;308;104782;5703;64;73
Gmünd;309;36553;2665;43;19
Hollabrunn;310;51033;2559;52;37
Horn;311;30936;1495;26;26
Korneuburg;312;91254;4249;51;61
Krems(Land);313;56487;3227;41;56
Lilienfeld;314;25655;1605;42;46
Melk;315;78191;5661;101;49
Mistelbach;316;75625;3694;34;52
Mödling;317;119115;6291;114;37
Neunkirchen;318;86343;5868;97;51
Sankt Pölten(Land);319;131729;7618;134;131
Scheibbs;320;41414;3729;42;36
Tulln;321;104593;5296;82;45
Waidhofen an der Thaya;322;25682;1671;14;5
Wiener Neustadt(Land);323;78307;5157;93;39
Zwettl;325;41987;3287;38;32
Linz(Stadt);401;206595;13304;216;250
Steyr(Stadt);402;38056;2351;18;61
Wels(Stadt);403;62470;5439;70;129
Braunau am Inn;404;105553;8921;106;133
Eferding;405;33178;2740;33;18
Freistadt;406;66861;5412;93;78
Gmunden;407;101859;7646;107;84
Grieskirchen;408;64875;5140;68;63
Kirchdorf an der Krems;409;57071;4117;81;81
Linz-Land;410;151371;9958;86;239
Perg;411;68968;5726;72;83
Ried im Innkreis;412;61690;5805;98;60
Rohrbach;413;56545;5074;96;33
Schärding;414;57391;5287;69;43
Steyr-Land;415;60717;4174;69;74
Urfahr-Umgebung;416;86005;6008;73;62
Vöcklabruck;417;137297;11295;156;157
Wels-Land;418;73777;5511;61;102
Salzburg(Stadt);501;155021;11498;137;142
Hallein;502;60824;6549;64;120
Salzburg-Umgebung;503;153492;12264;120;101
Sankt Johann im Pongau;504;81194;9465;115;92
Tamsweg;505;20251;2469;40;24
Zell am See;506;87628;7192;105;57
Graz(Stadt);601;291072;15720;299;340
Deutschlandsberg;603;60867;3950;108;125
Graz-Umgebung;606;156070;8489;245;202
Leibnitz;610;84756;5771;110;119
Leoben;611;59700;3286;110;37
Liezen;612;79652;5356;112;75
Murau;614;27543;1924;29;59
Voitsberg;616;51044;3317;114;82
Weiz;617;90654;5979;143;198
Murtal;620;71698;4851;165;169
Bruck-Mürzzuschlag;621;98697;5925;245;62
Hartberg-Fürstenfeld;622;90606;7177;181;156
Südoststeiermark;623;84036;5886;169;125
Innsbruck-Stadt;701;131961;9368;95;131
Imst;702;60474;4889;37;109
Innsbruck-Land;703;180453;13299;136;194
Kitzbühel;704;64168;4363;42;26
Kufstein;705;110287;9295;137;75
Landeck;706;44386;3551;47;30
Lienz;707;48738;5230;46;76
Reutte;708;32838;1959;6;41
Schwaz;709;84329;8988;131;38
Bludenz;801;64107;4057;46;60
Bregenz;802;134987;9332;103;254
Dornbirn;803;89912;7382;72;187
Feldkirch;804;108133;7997;76;205
Wien;900;1911191;134282;2251;1883
