Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;3851;52;1;2020-11-20T10:02:00
Kärnten;5642;76;2;2020-11-20T10:02:00
Niederösterreich;22297;273;3;2020-11-20T10:02:00
Oberösterreich;31965;319;4;2020-11-20T10:02:00
Salzburg;9696;99;5;2020-11-20T10:02:00
Steiermark;11520;363;6;2020-11-20T10:02:00
Tirol;20115;213;7;2020-11-20T10:02:00
Vorarlberg;8815;79;8;2020-11-20T10:02:00
Wien;35640;515;9;2020-11-20T10:02:00
