Altersgruppe;Anzahl;Timestamp
<5;920;2020-10-17T20:02:00
5-14;4435;2020-10-17T20:02:00
15-24;11929;2020-10-17T20:02:00
25-34;11592;2020-10-17T20:02:00
35-44;9265;2020-10-17T20:02:00
45-54;10657;2020-10-17T20:02:00
55-64;7596;2020-10-17T20:02:00
65-74;3646;2020-10-17T20:02:00
75-84;2885;2020-10-17T20:02:00
>84;1762;2020-10-17T20:02:00
