Bundesland;Anzahl;GKZ;Timestamp
Wien;993;9;2020-04-16T22:00:00
Vorarlberg;204;8;2020-04-16T22:00:00
Tirol;1061;7;2020-04-16T22:00:00
Steiermark;849;6;2020-04-16T22:00:00
Salzburg;388;5;2020-04-16T22:00:00
Oberösterreich;418;4;2020-04-16T22:00:00
Niederösterreich;929;3;2020-04-16T22:00:00
Kärnten;111;2;2020-04-16T22:00:00
Burgenland;110;1;2020-04-16T22:00:00
