Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;535;9;20
Rust(Stadt);102;1980;60;0;6
Eisenstadt-Umgebung;103;43236;1295;19;43
Güssing;104;25699;1010;18;58
Jennersdorf;105;17097;661;17;27
Mattersburg;106;40042;1239;21;55
Neusiedl am See;107;59990;1753;27;122
Oberpullendorf;108;37384;1414;18;54
Oberwart;109;54192;1940;51;52
Klagenfurt Stadt;201;101300;4027;128;158
Villach Stadt;202;62882;2167;48;84
Hermagor;203;18054;1015;15;74
Klagenfurt Land;204;60014;2453;27;145
Sankt Veit an der Glan;205;54186;2613;75;236
Spittal an der Drau;206;75868;2310;34;255
Villach Land;207;64618;2442;58;142
Völkermarkt;208;41862;2420;43;110
Wolfsberg;209;52607;2431;60;120
Feldkirchen;210;29902;1405;33;124
Krems an der Donau(Stadt);301;25036;891;29;22
Sankt Pölten(Stadt);302;55514;2278;32;68
Waidhofen an der Ybbs(Stadt);303;11222;556;8;40
Wiener Neustadt(Stadt);304;45823;1710;31;113
Amstetten;305;116520;6562;102;275
Baden;306;146751;4728;69;323
Bruck an der Leitha;307;103735;2964;55;129
Gänserndorf;308;104782;2515;28;171
Gmünd;309;36553;1556;33;43
Hollabrunn;310;51033;1212;26;38
Horn;311;30936;633;10;11
Korneuburg;312;91254;2378;29;91
Krems(Land);313;56487;2013;26;65
Lilienfeld;314;25655;981;29;23
Melk;315;78191;3266;68;115
Mistelbach;316;75625;1643;27;89
Mödling;317;119115;3508;71;147
Neunkirchen;318;86343;3011;59;190
Sankt Pölten(Land);319;131729;4432;81;146
Scheibbs;320;41414;2153;24;78
Tulln;321;104593;3119;40;148
Waidhofen an der Thaya;322;25682;878;13;38
Wiener Neustadt(Land);323;78307;2331;33;152
Zwettl;325;41987;1848;19;124
Linz(Stadt);401;206595;8874;173;223
Steyr(Stadt);402;38056;1617;18;41
Wels(Stadt);403;62470;3169;50;71
Braunau am Inn;404;105553;4620;57;236
Eferding;405;33178;2063;26;36
Freistadt;406;66861;3742;75;109
Gmunden;407;101859;4917;78;291
Grieskirchen;408;64875;3901;57;128
Kirchdorf an der Krems;409;57071;2574;55;174
Linz-Land;410;151371;6581;73;203
Perg;411;68968;3728;44;141
Ried im Innkreis;412;61690;3782;75;131
Rohrbach;413;56545;4004;87;103
Schärding;414;57391;3779;59;136
Steyr-Land;415;60717;3127;59;90
Urfahr-Umgebung;416;86005;4706;65;64
Vöcklabruck;417;137297;6963;116;259
Wels-Land;418;73777;3209;45;125
Salzburg(Stadt);501;155021;6839;70;454
Hallein;502;60824;4207;34;339
Salzburg-Umgebung;503;153492;7650;78;416
Sankt Johann im Pongau;504;81194;5704;79;293
Tamsweg;505;20251;1580;30;105
Zell am See;506;87628;4755;77;288
Graz(Stadt);601;291072;9384;210;344
Deutschlandsberg;603;60867;2039;59;160
Graz-Umgebung;606;156070;5004;198;217
Leibnitz;610;84756;3192;71;122
Leoben;611;59700;2123;78;90
Liezen;612;79652;3218;77;213
Murau;614;27543;1077;16;50
Voitsberg;616;51044;1979;73;63
Weiz;617;90654;2916;103;124
Murtal;620;71698;2943;119;175
Bruck-Mürzzuschlag;621;98697;3800;173;142
Hartberg-Fürstenfeld;622;90606;3864;139;179
Südoststeiermark;623;84036;3171;117;152
Innsbruck-Stadt;701;131961;6487;79;87
Imst;702;60474;3132;30;103
Innsbruck-Land;703;180453;9306;113;200
Kitzbühel;704;64168;2933;27;180
Kufstein;705;110287;6538;111;172
Landeck;706;44386;2729;31;94
Lienz;707;48738;2716;38;108
Reutte;708;32838;1040;3;61
Schwaz;709;84329;6921;102;119
Bludenz;801;64107;2942;38;99
Bregenz;802;134987;6399;84;203
Dornbirn;803;89912;5284;44;173
Feldkirch;804;108133;5542;64;213
Wien;900;1911191;75263;1197;2385
