Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;428;5;16
Rust(Stadt);102;1980;50;0;1
Eisenstadt-Umgebung;103;43236;1109;13;55
Güssing;104;25699;798;11;30
Jennersdorf;105;17097;568;14;23
Mattersburg;106;40042;1084;16;63
Neusiedl am See;107;59990;1405;20;81
Oberpullendorf;108;37384;1251;14;49
Oberwart;109;54192;1732;47;99
Klagenfurt Stadt;201;101300;3336;85;263
Villach Stadt;202;62882;1670;22;150
Hermagor;203;18054;648;5;70
Klagenfurt Land;204;60014;1890;5;130
Sankt Veit an der Glan;205;54186;2079;46;138
Spittal an der Drau;206;75868;1584;22;118
Villach Land;207;64618;1906;20;179
Völkermarkt;208;41862;1924;16;169
Wolfsberg;209;52607;2005;32;138
Feldkirchen;210;29902;1004;16;106
Krems an der Donau(Stadt);301;25036;809;27;22
Sankt Pölten(Stadt);302;55514;2001;21;130
Waidhofen an der Ybbs(Stadt);303;11222;401;5;27
Wiener Neustadt(Stadt);304;45823;1433;28;56
Amstetten;305;116520;5029;76;458
Baden;306;146751;3734;35;237
Bruck an der Leitha;307;103735;2510;27;187
Gänserndorf;308;104782;1877;24;106
Gmünd;309;36553;1316;27;103
Hollabrunn;310;51033;1085;18;42
Horn;311;30936;558;7;57
Korneuburg;312;91254;2102;15;90
Krems(Land);313;56487;1776;20;89
Lilienfeld;314;25655;862;20;59
Melk;315;78191;2725;43;223
Mistelbach;316;75625;1379;24;67
Mödling;317;119115;2940;46;202
Neunkirchen;318;86343;2354;40;207
Sankt Pölten(Land);319;131729;3819;60;219
Scheibbs;320;41414;1848;16;119
Tulln;321;104593;2588;29;104
Waidhofen an der Thaya;322;25682;777;12;43
Wiener Neustadt(Land);323;78307;1837;25;80
Zwettl;325;41987;1454;11;108
Linz(Stadt);401;206595;7931;113;418
Steyr(Stadt);402;38056;1418;12;74
Wels(Stadt);403;62470;2855;34;139
Braunau am Inn;404;105553;3851;38;297
Eferding;405;33178;1924;22;76
Freistadt;406;66861;3256;56;146
Gmunden;407;101859;3833;44;327
Grieskirchen;408;64875;3445;46;157
Kirchdorf an der Krems;409;57071;2009;33;153
Linz-Land;410;151371;5842;59;278
Perg;411;68968;3242;33;140
Ried im Innkreis;412;61690;3334;58;152
Rohrbach;413;56545;3573;71;124
Schärding;414;57391;3187;31;284
Steyr-Land;415;60717;2710;46;150
Urfahr-Umgebung;416;86005;4385;51;173
Vöcklabruck;417;137297;5759;63;424
Wels-Land;418;73777;2707;31;118
Salzburg(Stadt);501;155021;5451;46;381
Hallein;502;60824;3130;24;229
Salzburg-Umgebung;503;153492;6086;54;332
Sankt Johann im Pongau;504;81194;4724;69;264
Tamsweg;505;20251;1232;22;101
Zell am See;506;87628;3809;52;232
Graz(Stadt);601;291072;8004;85;495
Deutschlandsberg;603;60867;1388;23;157
Graz-Umgebung;606;156070;4123;110;277
Leibnitz;610;84756;2640;54;153
Leoben;611;59700;1829;52;143
Liezen;612;79652;2472;45;116
Murau;614;27543;870;8;86
Voitsberg;616;51044;1770;56;83
Weiz;617;90654;2471;56;190
Murtal;620;71698;2310;59;227
Bruck-Mürzzuschlag;621;98697;3205;95;232
Hartberg-Fürstenfeld;622;90606;3168;92;198
Südoststeiermark;623;84036;2762;46;163
Innsbruck-Stadt;701;131961;5914;64;178
Imst;702;60474;2619;19;138
Innsbruck-Land;703;180453;8091;86;330
Kitzbühel;704;64168;2358;23;79
Kufstein;705;110287;5871;92;189
Landeck;706;44386;2228;28;82
Lienz;707;48738;2263;24;174
Reutte;708;32838;835;3;52
Schwaz;709;84329;6387;86;198
Bludenz;801;64107;2606;36;146
Bregenz;802;134987;5579;68;259
Dornbirn;803;89912;4521;35;226
Feldkirch;804;108133;4721;44;296
Wien;900;1911191;66099;843;3362
