time;Kapazität Normalbetten in %;Timestamp
01.04.2020;95;2020-05-10T10:08:31
02.04.2020;95;2020-05-10T10:08:31
03.04.2020;95;2020-05-10T10:08:31
04.04.2020;95;2020-05-10T10:08:31
05.04.2020;96;2020-05-10T10:08:31
06.04.2020;95;2020-05-10T10:08:31
07.04.2020;96;2020-05-10T10:08:31
08.04.2020;96;2020-05-10T10:08:31
09.04.2020;96;2020-05-10T10:08:31
10.04.2020;96;2020-05-10T10:08:31
11.04.2020;96;2020-05-10T10:08:31
12.04.2020;96;2020-05-10T10:08:31
13.04.2020;96;2020-05-10T10:08:31
14.04.2020;96;2020-05-10T10:08:31
15.04.2020;96;2020-05-10T10:08:31
16.04.2020;96;2020-05-10T10:08:31
17.04.2020;96;2020-05-10T10:08:31
18.04.2020;97;2020-05-10T10:08:31
19.04.2020;97;2020-05-10T10:08:31
20.04.2020;97;2020-05-10T10:08:31
21.04.2020;97;2020-05-10T10:08:31
22.04.2020;97;2020-05-10T10:08:31
23.04.2020;97;2020-05-10T10:08:31
24.04.2020;97;2020-05-10T10:08:31
25.04.2020;97;2020-05-10T10:08:31
26.04.2020;97;2020-05-10T10:08:31
27.04.2020;97;2020-05-10T10:08:31
28.04.2020;97;2020-05-10T10:08:31
29.04.2020;98;2020-05-10T10:08:31
30.04.2020;98;2020-05-10T10:08:31
01.05.2020;98;2020-05-10T10:08:31
02.05.2020;98;2020-05-10T10:08:31
03.05.2020;98;2020-05-10T10:08:31
04.05.2020;98;2020-05-10T10:08:31
05.05.2020;98;2020-05-10T10:08:31
06.05.2020;98;2020-05-10T10:08:31
07.05.2020;98;2020-05-10T10:08:31
08.05.2020;98;2020-05-10T10:08:31
09.05.2020;98;2020-05-10T10:08:31
10.05.2020;99;2020-05-10T10:08:31
