AktuelleErkrankungen;PositivGetestet;Genesen;TotBestaetigt;TotGemeldet;GesTestungen;GesBesFaelle;GesNBVerf;GesIBVerf;GesNBBel;GesIBBel;BFNH;Erkrankungen;LetzteAktualisierung;Timestamp
19817;373733;346901;6011;6570;3847922;373288;4904;601;1981;373;17463;373733;08.01.2021 02:02:00;2021-01-08T02:02:00
