time;Belegung Intensivbetten in %;Timestamp
01.04.2020;21;2020-07-21T12:40:48
02.04.2020;23;2020-07-21T12:40:48
03.04.2020;26;2020-07-21T12:40:48
04.04.2020;25;2020-07-21T12:40:48
05.04.2020;24;2020-07-21T12:40:48
06.04.2020;24;2020-07-21T12:40:48
07.04.2020;21;2020-07-21T12:40:48
08.04.2020;21;2020-07-21T12:40:48
09.04.2020;21;2020-07-21T12:40:48
10.04.2020;21;2020-07-21T12:40:48
11.04.2020;22;2020-07-21T12:40:48
12.04.2020;22;2020-07-21T12:40:48
13.04.2020;19;2020-07-21T12:40:48
14.04.2020;20;2020-07-21T12:40:48
15.04.2020;20;2020-07-21T12:40:48
16.04.2020;21;2020-07-21T12:40:48
17.04.2020;19;2020-07-21T12:40:48
18.04.2020;18;2020-07-21T12:40:48
19.04.2020;16;2020-07-21T12:40:48
20.04.2020;17;2020-07-21T12:40:48
21.04.2020;17;2020-07-21T12:40:48
22.04.2020;14;2020-07-21T12:40:48
23.04.2020;15;2020-07-21T12:40:48
24.04.2020;13;2020-07-21T12:40:48
25.04.2020;12;2020-07-21T12:40:48
26.04.2020;12;2020-07-21T12:40:48
27.04.2020;12;2020-07-21T12:40:48
28.04.2020;11;2020-07-21T12:40:48
29.04.2020;11;2020-07-21T12:40:48
30.04.2020;11;2020-07-21T12:40:48
01.05.2020;11;2020-07-21T12:40:48
02.05.2020;10;2020-07-21T12:40:48
03.05.2020;10;2020-07-21T12:40:48
04.05.2020;10;2020-07-21T12:40:48
05.05.2020;9;2020-07-21T12:40:48
06.05.2020;9;2020-07-21T12:40:48
07.05.2020;8;2020-07-21T12:40:48
08.05.2020;8;2020-07-21T12:40:48
09.05.2020;7;2020-07-21T12:40:48
10.05.2020;7;2020-07-21T12:40:48
11.05.2020;6;2020-07-21T12:40:48
12.05.2020;5;2020-07-21T12:40:48
13.05.2020;5;2020-07-21T12:40:48
14.05.2020;5;2020-07-21T12:40:48
15.05.2020;5;2020-07-21T12:40:48
16.05.2020;6;2020-07-21T12:40:48
17.05.2020;5;2020-07-21T12:40:48
18.05.2020;5;2020-07-21T12:40:48
19.05.2020;4;2020-07-21T12:40:48
20.05.2020;4;2020-07-21T12:40:48
21.05.2020;4;2020-07-21T12:40:48
22.05.2020;3;2020-07-21T12:40:48
23.05.2020;3;2020-07-21T12:40:48
24.05.2020;3;2020-07-21T12:40:48
25.05.2020;3;2020-07-21T12:40:48
26.05.2020;3;2020-07-21T12:40:48
27.05.2020;4;2020-07-21T12:40:48
28.05.2020;3;2020-07-21T12:40:48
29.05.2020;3;2020-07-21T12:40:48
30.05.2020;3;2020-07-21T12:40:48
31.05.2020;3;2020-07-21T12:40:48
01.06.2020;3;2020-07-21T12:40:48
02.06.2020;3;2020-07-21T12:40:48
03.06.2020;2;2020-07-21T12:40:48
04.06.2020;3;2020-07-21T12:40:48
05.06.2020;2;2020-07-21T12:40:48
06.06.2020;2;2020-07-21T12:40:48
07.06.2020;2;2020-07-21T12:40:48
08.06.2020;2;2020-07-21T12:40:48
09.06.2020;2;2020-07-21T12:40:48
10.06.2020;2;2020-07-21T12:40:48
11.06.2020;2;2020-07-21T12:40:48
12.06.2020;1;2020-07-21T12:40:48
13.06.2020;1;2020-07-21T12:40:48
14.06.2020;1;2020-07-21T12:40:48
15.06.2020;2;2020-07-21T12:40:48
16.06.2020;1;2020-07-21T12:40:48
17.06.2020;1;2020-07-21T12:40:48
18.06.2020;1;2020-07-21T12:40:48
19.06.2020;1;2020-07-21T12:40:48
20.06.2020;1;2020-07-21T12:40:48
21.06.2020;1;2020-07-21T12:40:48
22.06.2020;1;2020-07-21T12:40:48
23.06.2020;1;2020-07-21T12:40:48
24.06.2020;1;2020-07-21T12:40:48
25.06.2020;1;2020-07-21T12:40:48
26.06.2020;1;2020-07-21T12:40:48
27.06.2020;1;2020-07-21T12:40:48
28.06.2020;1;2020-07-21T12:40:48
29.06.2020;1;2020-07-21T12:40:48
30.06.2020;1;2020-07-21T12:40:48
01.07.2020;1;2020-07-21T12:40:48
02.07.2020;1;2020-07-21T12:40:48
03.07.2020;1;2020-07-21T12:40:48
04.07.2020;1;2020-07-21T12:40:48
05.07.2020;1;2020-07-21T12:40:48
06.07.2020;1;2020-07-21T12:40:48
07.07.2020;1;2020-07-21T12:40:48
08.07.2020;2;2020-07-21T12:40:48
09.07.2020;2;2020-07-21T12:40:48
10.07.2020;1;2020-07-21T12:40:48
11.07.2020;1;2020-07-21T12:40:48
12.07.2020;1;2020-07-21T12:40:48
13.07.2020;1;2020-07-21T12:40:48
14.07.2020;1;2020-07-21T12:40:48
15.07.2020;1;2020-07-21T12:40:48
16.07.2020;2;2020-07-21T12:40:48
17.07.2020;1;2020-07-21T12:40:48
18.07.2020;1;2020-07-21T12:40:48
19.07.2020;2;2020-07-21T12:40:48
20.07.2020;2;2020-07-21T12:40:48
21.07.2020;2;2020-07-21T12:40:48
