Altersgruppe;Anzahl_demografisch;Timestamp
<5;0;2021-01-21T16:02:00
5-14;0;2021-01-21T16:02:00
15-24;0;2021-01-21T16:02:00
25-34;0;2021-01-21T16:02:00
35-44;1;2021-01-21T16:02:00
45-54;5;2021-01-21T16:02:00
55-64;23;2021-01-21T16:02:00
65-74;102;2021-01-21T16:02:00
75-84;373;2021-01-21T16:02:00
>84;1375;2021-01-21T16:02:00
