Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;8129;140;1;2020-12-20T19:02:00
Kärnten;17320;398;2;2020-12-20T19:02:00
Niederösterreich;44998;706;3;2020-12-20T19:02:00
Oberösterreich;62812;901;4;2020-12-20T19:02:00
Salzburg;22735;299;5;2020-12-20T19:02:00
Steiermark;31463;859;6;2020-12-20T19:02:00
Tirol;36422;439;7;2020-12-20T19:02:00
Vorarlberg;16700;194;8;2020-12-20T19:02:00
Wien;62634;955;9;2020-12-20T19:02:00
