Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;7187;124;1;2020-12-11T10:02:00
Kärnten;14969;257;2;2020-12-11T10:02:00
Niederösterreich;39690;613;3;2020-12-11T10:02:00
Oberösterreich;57651;751;4;2020-12-11T10:02:00
Salzburg;19742;252;5;2020-12-11T10:02:00
Steiermark;24783;579;6;2020-12-11T10:02:00
Tirol;33489;400;7;2020-12-11T10:02:00
Vorarlberg;15326;170;8;2020-12-11T10:02:00
Wien;56828;818;9;2020-12-11T10:02:00
