Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;5922;94;1;2020-12-01T11:02:00
Kärnten;11107;142;2;2020-12-01T11:02:00
Niederösterreich;31922;458;3;2020-12-01T11:02:00
Oberösterreich;49040;562;4;2020-12-01T11:02:00
Salzburg;15823;176;5;2020-12-01T11:02:00
Steiermark;18531;502;6;2020-12-01T11:02:00
Tirol;28480;319;7;2020-12-01T11:02:00
Vorarlberg;12660;129;8;2020-12-01T11:02:00
Wien;48207;638;9;2020-12-01T11:02:00
