Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;518;9;40
Rust(Stadt);102;1980;60;0;10
Eisenstadt-Umgebung;103;43236;1258;17;58
Güssing;104;25699;954;14;50
Jennersdorf;105;17097;634;16;17
Mattersburg;106;40042;1185;21;36
Neusiedl am See;107;59990;1639;26;105
Oberpullendorf;108;37384;1367;16;50
Oberwart;109;54192;1885;51;38
Klagenfurt Stadt;201;101300;3889;118;172
Villach Stadt;202;62882;2093;43;110
Hermagor;203;18054;949;13;85
Klagenfurt Land;204;60014;2334;23;134
Sankt Veit an der Glan;205;54186;2396;74;137
Spittal an der Drau;206;75868;2101;31;206
Villach Land;207;64618;2313;56;109
Völkermarkt;208;41862;2315;42;100
Wolfsberg;209;52607;2326;55;97
Feldkirchen;210;29902;1290;30;88
Krems an der Donau(Stadt);301;25036;875;29;29
Sankt Pölten(Stadt);302;55514;2216;32;57
Waidhofen an der Ybbs(Stadt);303;11222;521;7;62
Wiener Neustadt(Stadt);304;45823;1612;31;67
Amstetten;305;116520;6329;97;379
Baden;306;146751;4446;59;248
Bruck an der Leitha;307;103735;2856;52;117
Gänserndorf;308;104782;2367;26;185
Gmünd;309;36553;1513;33;54
Hollabrunn;310;51033;1180;26;30
Horn;311;30936;624;10;24
Korneuburg;312;91254;2305;27;67
Krems(Land);313;56487;1948;25;49
Lilienfeld;314;25655;958;28;19
Melk;315;78191;3161;64;109
Mistelbach;316;75625;1560;27;85
Mödling;317;119115;3377;57;123
Neunkirchen;318;86343;2839;56;164
Sankt Pölten(Land);319;131729;4296;77;167
Scheibbs;320;41414;2080;23;78
Tulln;321;104593;2986;40;147
Waidhofen an der Thaya;322;25682;842;13;22
Wiener Neustadt(Land);323;78307;2197;29;121
Zwettl;325;41987;1730;14;81
Linz(Stadt);401;206595;8694;164;259
Steyr(Stadt);402;38056;1583;17;47
Wels(Stadt);403;62470;3099;50;54
Braunau am Inn;404;105553;4419;52;146
Eferding;405;33178;2028;25;27
Freistadt;406;66861;3644;72;130
Gmunden;407;101859;4667;67;260
Grieskirchen;408;64875;3783;56;123
Kirchdorf an der Krems;409;57071;2420;49;117
Linz-Land;410;151371;6387;73;142
Perg;411;68968;3597;42;137
Ried im Innkreis;412;61690;3684;70;136
Rohrbach;413;56545;3909;86;122
Schärding;414;57391;3647;57;140
Steyr-Land;415;60717;3039;57;83
Urfahr-Umgebung;416;86005;4647;62;70
Vöcklabruck;417;137297;6730;104;356
Wels-Land;418;73777;3094;44;128
Salzburg(Stadt);501;155021;6437;66;407
Hallein;502;60824;3941;31;357
Salzburg-Umgebung;503;153492;7312;71;483
Sankt Johann im Pongau;504;81194;5448;78;314
Tamsweg;505;20251;1488;28;120
Zell am See;506;87628;4514;69;287
Graz(Stadt);601;291072;9079;200;328
Deutschlandsberg;603;60867;1897;50;169
Graz-Umgebung;606;156070;4797;192;210
Leibnitz;610;84756;3087;70;143
Leoben;611;59700;2050;75;55
Liezen;612;79652;3024;70;222
Murau;614;27543;1030;15;58
Voitsberg;616;51044;1918;73;45
Weiz;617;90654;2798;97;100
Murtal;620;71698;2801;111;184
Bruck-Mürzzuschlag;621;98697;3682;157;120
Hartberg-Fürstenfeld;622;90606;3699;126;139
Südoststeiermark;623;84036;3020;112;118
Innsbruck-Stadt;701;131961;6405;79;114
Imst;702;60474;3035;29;106
Innsbruck-Land;703;180453;9116;110;259
Kitzbühel;704;64168;2762;26;151
Kufstein;705;110287;6373;108;162
Landeck;706;44386;2657;30;139
Lienz;707;48738;2616;38;95
Reutte;708;32838;981;3;49
Schwaz;709;84329;6803;98;159
Bludenz;801;64107;2842;37;79
Bregenz;802;134987;6202;80;217
Dornbirn;803;89912;5107;41;241
Feldkirch;804;108133;5345;62;210
Wien;900;1911191;73172;1141;2311
