Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;517;11;1;2020-09-18T01:00:00
Kärnten;649;13;2;2020-09-18T01:00:00
Niederösterreich;4209;115;3;2020-09-18T01:00:00
Oberösterreich;4839;65;4;2020-09-18T01:00:00
Salzburg;1656;40;5;2020-09-18T01:00:00
Steiermark;2448;145;6;2020-09-18T01:00:00
Tirol;4557;102;7;2020-09-18T01:00:00
Vorarlberg;1115;20;8;2020-09-18T01:00:00
Wien;8054;229;9;2020-09-18T01:00:00
