Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;1325;21;1;2020-10-30T15:02:00
Kärnten;1558;15;2;2020-10-30T15:02:00
Niederösterreich;10228;151;3;2020-10-30T15:02:00
Oberösterreich;10170;101;4;2020-10-30T15:02:00
Salzburg;3669;51;5;2020-10-30T15:02:00
Steiermark;4599;202;6;2020-10-30T15:02:00
Tirol;9260;115;7;2020-10-30T15:02:00
Vorarlberg;2388;31;8;2020-10-30T15:02:00
Wien;21790;348;9;2020-10-30T15:02:00
