Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;8453;150;1;2020-12-26T12:02:00
Kärnten;18676;432;2;2020-12-26T12:02:00
Niederösterreich;48123;790;3;2020-12-26T12:02:00
Oberösterreich;66019;970;4;2020-12-26T12:02:00
Salzburg;23993;315;5;2020-12-26T12:02:00
Steiermark;34167;977;6;2020-12-26T12:02:00
Tirol;37665;466;7;2020-12-26T12:02:00
Vorarlberg;17905;202;8;2020-12-26T12:02:00
Wien;65752;1021;9;2020-12-26T12:02:00
