Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;597;9;9
Rust(Stadt);102;1980;68;0;0
Eisenstadt-Umgebung;103;43236;1539;21;60
Güssing;104;25699;1307;41;46
Jennersdorf;105;17097;912;20;48
Mattersburg;106;40042;1501;24;52
Neusiedl am See;107;59990;2206;30;108
Oberpullendorf;108;37384;1601;24;34
Oberwart;109;54192;2232;57;68
Klagenfurt Stadt;201;101300;4627;144;134
Villach Stadt;202;62882;2543;58;84
Hermagor;203;18054;1453;18;114
Klagenfurt Land;204;60014;3005;57;61
Sankt Veit an der Glan;205;54186;2941;92;72
Spittal an der Drau;206;75868;3598;94;164
Villach Land;207;64618;3039;66;78
Völkermarkt;208;41862;2770;54;80
Wolfsberg;209;52607;2671;65;31
Feldkirchen;210;29902;1655;42;22
Krems an der Donau(Stadt);301;25036;983;23;6
Sankt Pölten(Stadt);302;55514;2516;44;48
Waidhofen an der Ybbs(Stadt);303;11222;641;10;17
Wiener Neustadt(Stadt);304;45823;2353;61;156
Amstetten;305;116520;7412;122;106
Baden;306;146751;6069;91;299
Bruck an der Leitha;307;103735;3647;66;163
Gänserndorf;308;104782;3526;50;220
Gmünd;309;36553;1824;34;78
Hollabrunn;310;51033;1628;38;108
Horn;311;30936;863;12;58
Korneuburg;312;91254;2862;40;121
Krems(Land);313;56487;2412;30;35
Lilienfeld;314;25655;1100;30;33
Melk;315;78191;3787;80;142
Mistelbach;316;75625;2309;30;148
Mödling;317;119115;4142;96;143
Neunkirchen;318;86343;3693;77;170
Sankt Pölten(Land);319;131729;5106;96;145
Scheibbs;320;41414;2552;32;46
Tulln;321;104593;3814;69;111
Waidhofen an der Thaya;322;25682;1092;14;68
Wiener Neustadt(Land);323;78307;3051;55;185
Zwettl;325;41987;2388;27;83
Linz(Stadt);401;206595;9785;206;203
Steyr(Stadt);402;38056;1725;18;29
Wels(Stadt);403;62470;3740;58;122
Braunau am Inn;404;105553;5710;69;206
Eferding;405;33178;2247;29;28
Freistadt;406;66861;4152;84;58
Gmunden;407;101859;5822;93;133
Grieskirchen;408;64875;4298;67;53
Kirchdorf an der Krems;409;57071;2893;73;46
Linz-Land;410;151371;7312;79;143
Perg;411;68968;4217;62;88
Ried im Innkreis;412;61690;4259;88;70
Rohrbach;413;56545;4405;93;88
Schärding;414;57391;4190;61;91
Steyr-Land;415;60717;3362;62;45
Urfahr-Umgebung;416;86005;5025;69;55
Vöcklabruck;417;137297;7805;133;149
Wels-Land;418;73777;3708;48;88
Salzburg(Stadt);501;155021;8323;114;171
Hallein;502;60824;5047;55;94
Salzburg-Umgebung;503;153492;9012;94;209
Sankt Johann im Pongau;504;81194;7038;93;205
Tamsweg;505;20251;2013;36;20
Zell am See;506;87628;5453;94;100
Graz(Stadt);601;291072;11062;250;437
Deutschlandsberg;603;60867;2641;89;95
Graz-Umgebung;606;156070;5990;219;189
Leibnitz;610;84756;3813;88;126
Leoben;611;59700;2421;89;69
Liezen;612;79652;3923;95;47
Murau;614;27543;1310;19;24
Voitsberg;616;51044;2258;89;32
Weiz;617;90654;3683;123;187
Murtal;620;71698;3423;145;54
Bruck-Mürzzuschlag;621;98697;4586;214;149
Hartberg-Fürstenfeld;622;90606;4842;159;218
Südoststeiermark;623;84036;4196;142;167
Innsbruck-Stadt;701;131961;6996;87;60
Imst;702;60474;3411;33;55
Innsbruck-Land;703;180453;10064;127;87
Kitzbühel;704;64168;3458;37;58
Kufstein;705;110287;7163;129;79
Landeck;706;44386;2932;42;21
Lienz;707;48738;3450;41;75
Reutte;708;32838;1355;4;36
Schwaz;709;84329;7804;120;139
Bludenz;801;64107;3391;44;46
Bregenz;802;134987;7173;93;37
Dornbirn;803;89912;6002;62;59
Feldkirch;804;108133;6334;70;84
Wien;900;1911191;87839;1660;2659
