Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;556;10;9
Rust(Stadt);102;1980;63;0;2
Eisenstadt-Umgebung;103;43236;1356;19;33
Güssing;104;25699;1117;27;43
Jennersdorf;105;17097;702;17;25
Mattersburg;106;40042;1344;22;58
Neusiedl am See;107;59990;1883;28;64
Oberpullendorf;108;37384;1481;21;34
Oberwart;109;54192;2000;51;38
Klagenfurt Stadt;201;101300;4185;136;77
Villach Stadt;202;62882;2254;54;43
Hermagor;203;18054;1124;17;62
Klagenfurt Land;204;60014;2652;43;97
Sankt Veit an der Glan;205;54186;2719;87;58
Spittal an der Drau;206;75868;2779;57;232
Villach Land;207;64618;2668;64;143
Völkermarkt;208;41862;2511;47;49
Wolfsberg;209;52607;2520;64;51
Feldkirchen;210;29902;1510;37;58
Krems an der Donau(Stadt);301;25036;933;23;20
Sankt Pölten(Stadt);302;55514;2365;41;44
Waidhofen an der Ybbs(Stadt);303;11222;602;9;31
Wiener Neustadt(Stadt);304;45823;1851;49;56
Amstetten;305;116520;6890;113;162
Baden;306;146751;5124;79;210
Bruck an der Leitha;307;103735;3168;61;120
Gänserndorf;308;104782;2735;30;129
Gmünd;309;36553;1648;33;51
Hollabrunn;310;51033;1262;26;36
Horn;311;30936;675;10;24
Korneuburg;312;91254;2510;36;75
Krems(Land);313;56487;2125;27;57
Lilienfeld;314;25655;1022;30;28
Melk;315;78191;3445;75;98
Mistelbach;316;75625;1763;30;62
Mödling;317;119115;3690;84;81
Neunkirchen;318;86343;3232;71;130
Sankt Pölten(Land);319;131729;4620;87;112
Scheibbs;320;41414;2322;28;101
Tulln;321;104593;3400;51;138
Waidhofen an der Thaya;322;25682;935;13;34
Wiener Neustadt(Land);323;78307;2533;46;109
Zwettl;325;41987;2067;21;123
Linz(Stadt);401;206595;9186;185;140
Steyr(Stadt);402;38056;1662;18;25
Wels(Stadt);403;62470;3349;53;117
Braunau am Inn;404;105553;4924;60;129
Eferding;405;33178;2128;27;32
Freistadt;406;66861;3898;79;92
Gmunden;407;101859;5235;86;172
Grieskirchen;408;64875;4050;62;82
Kirchdorf an der Krems;409;57071;2713;60;73
Linz-Land;410;151371;6802;76;99
Perg;411;68968;3859;52;61
Ried im Innkreis;412;61690;3984;83;115
Rohrbach;413;56545;4143;90;70
Schärding;414;57391;3910;59;59
Steyr-Land;415;60717;3223;60;44
Urfahr-Umgebung;416;86005;4788;68;38
Vöcklabruck;417;137297;7232;124;140
Wels-Land;418;73777;3342;47;65
Salzburg(Stadt);501;155021;7434;85;330
Hallein;502;60824;4539;38;183
Salzburg-Umgebung;503;153492;8145;85;255
Sankt Johann im Pongau;504;81194;6147;83;206
Tamsweg;505;20251;1799;31;111
Zell am See;506;87628;5091;87;166
Graz(Stadt);601;291072;9800;224;209
Deutschlandsberg;603;60867;2190;70;90
Graz-Umgebung;606;156070;5246;204;113
Leibnitz;610;84756;3405;75;89
Leoben;611;59700;2217;84;39
Liezen;612;79652;3570;85;175
Murau;614;27543;1166;18;40
Voitsberg;616;51044;2088;82;53
Weiz;617;90654;3031;108;51
Murtal;620;71698;3143;129;105
Bruck-Mürzzuschlag;621;98697;3995;185;92
Hartberg-Fürstenfeld;622;90606;4045;147;81
Südoststeiermark;623;84036;3406;123;124
Innsbruck-Stadt;701;131961;6664;82;78
Imst;702;60474;3232;31;39
Innsbruck-Land;703;180453;9552;118;132
Kitzbühel;704;64168;3145;34;121
Kufstein;705;110287;6702;117;82
Landeck;706;44386;2815;37;34
Lienz;707;48738;2906;39;107
Reutte;708;32838;1134;4;28
Schwaz;709;84329;7154;109;137
Bludenz;801;64107;3122;38;119
Bregenz;802;134987;6777;89;256
Dornbirn;803;89912;5548;49;171
Feldkirch;804;108133;5910;67;218
Wien;900;1911191;78902;1372;1818
