Altersgruppe;Anzahl;Timestamp
<5;0;2020-12-12T04:02:00
5-14;0;2020-12-12T04:02:00
15-24;1;2020-12-12T04:02:00
25-34;5;2020-12-12T04:02:00
35-44;11;2020-12-12T04:02:00
45-54;54;2020-12-12T04:02:00
55-64;177;2020-12-12T04:02:00
65-74;546;2020-12-12T04:02:00
75-84;1408;2020-12-12T04:02:00
>84;1852;2020-12-12T04:02:00
