Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;852;9;47
Rust(Stadt);102;1980;70;0;0
Eisenstadt-Umgebung;103;43236;2028;23;149
Güssing;104;25699;1628;45;74
Jennersdorf;105;17097;1141;22;40
Mattersburg;106;40042;1984;27;155
Neusiedl am See;107;59990;2775;32;96
Oberpullendorf;108;37384;1986;32;106
Oberwart;109;54192;2986;70;219
Klagenfurt Stadt;201;101300;5319;151;133
Villach Stadt;202;62882;3062;62;129
Hermagor;203;18054;1765;27;22
Klagenfurt Land;204;60014;3528;61;135
Sankt Veit an der Glan;205;54186;3351;95;69
Spittal an der Drau;206;75868;4475;108;215
Villach Land;207;64618;3744;71;144
Völkermarkt;208;41862;3136;56;84
Wolfsberg;209;52607;2967;68;92
Feldkirchen;210;29902;1935;43;75
Krems an der Donau(Stadt);301;25036;1170;26;50
Sankt Pölten(Stadt);302;55514;3082;50;128
Waidhofen an der Ybbs(Stadt);303;11222;738;13;40
Wiener Neustadt(Stadt);304;45823;3354;62;149
Amstetten;305;116520;8226;122;332
Baden;306;146751;8269;100;503
Bruck an der Leitha;307;103735;4916;72;266
Gänserndorf;308;104782;4709;56;242
Gmünd;309;36553;2290;37;113
Hollabrunn;310;51033;2156;49;137
Horn;311;30936;1187;12;76
Korneuburg;312;91254;3673;43;214
Krems(Land);313;56487;2801;35;95
Lilienfeld;314;25655;1324;33;65
Melk;315;78191;4522;87;257
Mistelbach;316;75625;3178;33;177
Mödling;317;119115;5334;103;303
Neunkirchen;318;86343;5045;86;358
Sankt Pölten(Land);319;131729;6352;111;323
Scheibbs;320;41414;3077;32;178
Tulln;321;104593;4545;79;178
Waidhofen an der Thaya;322;25682;1475;14;69
Wiener Neustadt(Land);323;78307;4391;68;272
Zwettl;325;41987;2803;31;103
Linz(Stadt);401;206595;11064;209;288
Steyr(Stadt);402;38056;1943;18;77
Wels(Stadt);403;62470;4463;64;189
Braunau am Inn;404;105553;7194;77;372
Eferding;405;33178;2488;30;80
Freistadt;406;66861;4704;89;170
Gmunden;407;101859;6643;96;245
Grieskirchen;408;64875;4632;68;103
Kirchdorf an der Krems;409;57071;3582;76;216
Linz-Land;410;151371;8309;82;266
Perg;411;68968;5033;65;174
Ried im Innkreis;412;61690;4940;92;160
Rohrbach;413;56545;4767;93;57
Schärding;414;57391;4593;65;91
Steyr-Land;415;60717;3695;64;97
Urfahr-Umgebung;416;86005;5484;69;100
Vöcklabruck;417;137297;9284;144;510
Wels-Land;418;73777;4552;54;189
Salzburg(Stadt);501;155021;9917;126;413
Hallein;502;60824;5713;59;173
Salzburg-Umgebung;503;153492;10647;108;480
Sankt Johann im Pongau;504;81194;8661;106;236
Tamsweg;505;20251;2252;39;61
Zell am See;506;87628;6300;100;245
Graz(Stadt);601;291072;12970;269;390
Deutschlandsberg;603;60867;3158;91;130
Graz-Umgebung;606;156070;7043;227;229
Leibnitz;610;84756;4841;97;192
Leoben;611;59700;2861;99;96
Liezen;612;79652;4598;101;162
Murau;614;27543;1509;22;69
Voitsberg;616;51044;2643;91;103
Weiz;617;90654;4810;137;218
Murtal;620;71698;3880;152;107
Bruck-Mürzzuschlag;621;98697;5283;232;115
Hartberg-Fürstenfeld;622;90606;6012;170;268
Südoststeiermark;623;84036;4985;161;164
Innsbruck-Stadt;701;131961;7735;90;254
Imst;702;60474;4144;35;159
Innsbruck-Land;703;180453;11178;132;398
Kitzbühel;704;64168;3912;39;110
Kufstein;705;110287;8026;129;320
Landeck;706;44386;3224;44;80
Lienz;707;48738;4243;42;184
Reutte;708;32838;1508;4;66
Schwaz;709;84329;8569;126;201
Bludenz;801;64107;3620;45;45
Bregenz;802;134987;7670;97;194
Dornbirn;803;89912;6304;66;93
Feldkirch;804;108133;6822;72;130
Wien;900;1911191;111087;1876;6329
