Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;10176;182;1;2021-01-26T13:02:00
Kärnten;23609;601;2;2021-01-26T13:02:00
Niederösterreich;58492;1051;3;2021-01-26T13:02:00
Oberösterreich;75746;1222;4;2021-01-26T13:02:00
Salzburg;31002;424;5;2021-01-26T13:02:00
Steiermark;44072;1202;6;2021-01-26T13:02:00
Tirol;42537;528;7;2021-01-26T13:02:00
Vorarlberg;21253;228;8;2021-01-26T13:02:00
Wien;76313;1383;9;2021-01-26T13:02:00
