Bundesland;Anzahl;GKZ;Timestamp
Wien;586;9;2020-05-02T15:00:00
Vorarlberg;47;8;2020-05-02T15:00:00
Tirol;193;7;2020-05-02T15:00:00
Steiermark;396;6;2020-05-02T15:00:00
Salzburg;85;5;2020-05-02T15:00:00
Oberösterreich;98;4;2020-05-02T15:00:00
Niederösterreich;296;3;2020-05-02T15:00:00
Kärnten;17;2;2020-05-02T15:00:00
Burgenland;64;1;2020-05-02T15:00:00
