Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;7776;133;1;2020-12-16T19:02:00
Kärnten;16567;344;2;2020-12-16T19:02:00
Niederösterreich;43092;673;3;2020-12-16T19:02:00
Oberösterreich;61107;849;4;2020-12-16T19:02:00
Salzburg;21822;284;5;2020-12-16T19:02:00
Steiermark;28765;685;6;2020-12-16T19:02:00
Tirol;35439;424;7;2020-12-16T19:02:00
Vorarlberg;16143;187;8;2020-12-16T19:02:00
Wien;60331;900;9;2020-12-16T19:02:00
