Altersgruppe;Anzahl;Timestamp
<5;625;2020-09-24T20:00:00
5-14;2258;2020-09-24T20:00:00
15-24;7776;2020-09-24T20:00:00
25-34;7630;2020-09-24T20:00:00
35-44;5960;2020-09-24T20:00:00
45-54;6801;2020-09-24T20:00:00
55-64;4876;2020-09-24T20:00:00
65-74;2342;2020-09-24T20:00:00
75-84;1931;2020-09-24T20:00:00
>84;1183;2020-09-24T20:00:00
