Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;882;11;45
Rust(Stadt);102;1980;71;0;0
Eisenstadt-Umgebung;103;43236;2152;23;70
Güssing;104;25699;1697;47;30
Jennersdorf;105;17097;1200;23;33
Mattersburg;106;40042;2089;31;60
Neusiedl am See;107;59990;2996;36;111
Oberpullendorf;108;37384;2115;36;72
Oberwart;109;54192;3334;76;194
Klagenfurt Stadt;201;101300;5625;151;178
Villach Stadt;202;62882;3271;63;117
Hermagor;203;18054;1823;28;28
Klagenfurt Land;204;60014;3675;62;89
Sankt Veit an der Glan;205;54186;3499;96;82
Spittal an der Drau;206;75868;4831;111;224
Villach Land;207;64618;3952;74;120
Völkermarkt;208;41862;3272;58;83
Wolfsberg;209;52607;3164;70;122
Feldkirchen;210;29902;2081;44;90
Krems an der Donau(Stadt);301;25036;1232;27;30
Sankt Pölten(Stadt);302;55514;3311;52;135
Waidhofen an der Ybbs(Stadt);303;11222;799;13;33
Wiener Neustadt(Stadt);304;45823;3575;77;125
Amstetten;305;116520;8889;123;375
Baden;306;146751;8973;111;362
Bruck an der Leitha;307;103735;5310;73;218
Gänserndorf;308;104782;5113;57;226
Gmünd;309;36553;2458;39;110
Hollabrunn;310;51033;2312;50;93
Horn;311;30936;1286;12;47
Korneuburg;312;91254;3950;47;145
Krems(Land);313;56487;2936;37;79
Lilienfeld;314;25655;1429;36;63
Melk;315;78191;5062;91;279
Mistelbach;316;75625;3394;33;114
Mödling;317;119115;5811;107;270
Neunkirchen;318;86343;5414;91;212
Sankt Pölten(Land);319;131729;6862;123;269
Scheibbs;320;41414;3363;33;181
Tulln;321;104593;4880;80;186
Waidhofen an der Thaya;322;25682;1576;14;59
Wiener Neustadt(Land);323;78307;4774;69;197
Zwettl;325;41987;2974;33;105
Linz(Stadt);401;206595;11638;212;348
Steyr(Stadt);402;38056;2079;18;83
Wels(Stadt);403;62470;4722;66;142
Braunau am Inn;404;105553;7861;91;350
Eferding;405;33178;2555;31;47
Freistadt;406;66861;4952;90;100
Gmunden;407;101859;7094;99;265
Grieskirchen;408;64875;4762;68;81
Kirchdorf an der Krems;409;57071;3809;79;119
Linz-Land;410;151371;8809;84;263
Perg;411;68968;5266;67;144
Ried im Innkreis;412;61690;5204;94;183
Rohrbach;413;56545;4869;94;75
Schärding;414;57391;4767;67;113
Steyr-Land;415;60717;3824;65;79
Urfahr-Umgebung;416;86005;5651;70;102
Vöcklabruck;417;137297;9908;148;326
Wels-Land;418;73777;4861;58;170
Salzburg(Stadt);501;155021;10470;128;356
Hallein;502;60824;5921;60;129
Salzburg-Umgebung;503;153492;11271;110;367
Sankt Johann im Pongau;504;81194;8935;109;180
Tamsweg;505;20251;2308;40;37
Zell am See;506;87628;6621;102;178
Graz(Stadt);601;291072;13656;274;409
Deutschlandsberg;603;60867;3340;94;85
Graz-Umgebung;606;156070;7486;233;259
Leibnitz;610;84756;5113;97;155
Leoben;611;59700;3002;104;74
Liezen;612;79652;4861;107;160
Murau;614;27543;1645;24;66
Voitsberg;616;51044;2823;95;117
Weiz;617;90654;5133;138;171
Murtal;620;71698;4130;157;160
Bruck-Mürzzuschlag;621;98697;5521;237;137
Hartberg-Fürstenfeld;622;90606;6398;172;235
Südoststeiermark;623;84036;5272;164;159
Innsbruck-Stadt;701;131961;8264;91;287
Imst;702;60474;4322;35;98
Innsbruck-Land;703;180453;11926;134;407
Kitzbühel;704;64168;4094;41;89
Kufstein;705;110287;8391;132;207
Landeck;706;44386;3342;45;40
Lienz;707;48738;4570;43;192
Reutte;708;32838;1602;5;58
Schwaz;709;84329;8780;129;88
Bludenz;801;64107;3722;45;73
Bregenz;802;134987;7956;97;168
Dornbirn;803;89912;6568;67;161
Feldkirch;804;108133;7049;74;142
Wien;900;1911191;121279;1980;6137
