Bundesland;Anzahl;GKZ;Timestamp
Wien;1220;9;2020-08-21T04:00:00
Vorarlberg;60;8;2020-08-21T04:00:00
Tirol;262;7;2020-08-21T04:00:00
Steiermark;145;6;2020-08-21T04:00:00
Salzburg;146;5;2020-08-21T04:00:00
Oberösterreich;409;4;2020-08-21T04:00:00
Niederösterreich;253;3;2020-08-21T04:00:00
Kärnten;91;2;2020-08-21T04:00:00
Burgenland;23;1;2020-08-21T04:00:00
