Bundesland;Anzahl;GKZ;Timestamp
Wien;7332;9;2020-12-11T17:02:00
Vorarlberg;2030;8;2020-12-11T17:02:00
Tirol;2863;7;2020-12-11T17:02:00
Steiermark;10064;6;2020-12-11T17:02:00
Salzburg;2760;5;2020-12-11T17:02:00
Oberösterreich;4562;4;2020-12-11T17:02:00
Niederösterreich;6149;3;2020-12-11T17:02:00
Kärnten;1994;2;2020-12-11T17:02:00
Burgenland;1035;1;2020-12-11T17:02:00
