Altersgruppe;Anzahl;Timestamp
<5;0;2020-11-10T20:02:00
5-14;0;2020-11-10T20:02:00
15-24;0;2020-11-10T20:02:00
25-34;2;2020-11-10T20:02:00
35-44;7;2020-11-10T20:02:00
45-54;24;2020-11-10T20:02:00
55-64;52;2020-11-10T20:02:00
65-74;205;2020-11-10T20:02:00
75-84;494;2020-11-10T20:02:00
>84;609;2020-11-10T20:02:00
