Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;566;10;3
Rust(Stadt);102;1980;67;0;3
Eisenstadt-Umgebung;103;43236;1389;19;23
Güssing;104;25699;1176;35;48
Jennersdorf;105;17097;761;18;35
Mattersburg;106;40042;1382;23;24
Neusiedl am See;107;59990;1950;28;44
Oberpullendorf;108;37384;1514;23;18
Oberwart;109;54192;2065;53;37
Klagenfurt Stadt;201;101300;4286;137;81
Villach Stadt;202;62882;2325;56;69
Hermagor;203;18054;1189;17;45
Klagenfurt Land;204;60014;2768;53;94
Sankt Veit an der Glan;205;54186;2782;91;47
Spittal an der Drau;206;75868;3065;68;212
Villach Land;207;64618;2784;65;91
Völkermarkt;208;41862;2560;50;37
Wolfsberg;209;52607;2556;64;32
Feldkirchen;210;29902;1560;38;41
Krems an der Donau(Stadt);301;25036;945;23;9
Sankt Pölten(Stadt);302;55514;2403;43;32
Waidhofen an der Ybbs(Stadt);303;11222;617;10;13
Wiener Neustadt(Stadt);304;45823;1934;54;61
Amstetten;305;116520;7061;115;139
Baden;306;146751;5360;83;176
Bruck an der Leitha;307;103735;3270;64;82
Gänserndorf;308;104782;2965;36;181
Gmünd;309;36553;1686;34;33
Hollabrunn;310;51033;1314;27;37
Horn;311;30936;734;10;51
Korneuburg;312;91254;2592;38;72
Krems(Land);313;56487;2237;29;93
Lilienfeld;314;25655;1043;30;13
Melk;315;78191;3523;79;62
Mistelbach;316;75625;1836;30;61
Mödling;317;119115;3804;89;88
Neunkirchen;318;86343;3316;73;66
Sankt Pölten(Land);319;131729;4736;89;93
Scheibbs;320;41414;2404;31;57
Tulln;321;104593;3530;51;95
Waidhofen an der Thaya;322;25682;955;13;15
Wiener Neustadt(Land);323;78307;2638;51;85
Zwettl;325;41987;2165;22;76
Linz(Stadt);401;206595;9380;199;113
Steyr(Stadt);402;38056;1675;18;10
Wels(Stadt);403;62470;3434;57;68
Braunau am Inn;404;105553;5117;62;144
Eferding;405;33178;2172;27;42
Freistadt;406;66861;3980;80;50
Gmunden;407;101859;5420;87;149
Grieskirchen;408;64875;4140;66;76
Kirchdorf an der Krems;409;57071;2776;71;41
Linz-Land;410;151371;6965;78;98
Perg;411;68968;3963;55;77
Ried im Innkreis;412;61690;4083;86;76
Rohrbach;413;56545;4191;90;31
Schärding;414;57391;3983;60;60
Steyr-Land;415;60717;3263;61;30
Urfahr-Umgebung;416;86005;4863;68;57
Vöcklabruck;417;137297;7435;129;154
Wels-Land;418;73777;3419;47;53
Salzburg(Stadt);501;155021;7771;98;256
Hallein;502;60824;4711;40;144
Salzburg-Umgebung;503;153492;8431;90;213
Sankt Johann im Pongau;504;81194;6445;85;205
Tamsweg;505;20251;1907;32;85
Zell am See;506;87628;5192;90;73
Graz(Stadt);601;291072;10097;231;224
Deutschlandsberg;603;60867;2315;78;99
Graz-Umgebung;606;156070;5430;210;127
Leibnitz;610;84756;3527;78;97
Leoben;611;59700;2261;86;40
Liezen;612;79652;3726;91;112
Murau;614;27543;1200;18;24
Voitsberg;616;51044;2154;85;42
Weiz;617;90654;3186;110;126
Murtal;620;71698;3244;136;62
Bruck-Mürzzuschlag;621;98697;4120;194;91
Hartberg-Fürstenfeld;622;90606;4182;153;113
Südoststeiermark;623;84036;3689;126;210
Innsbruck-Stadt;701;131961;6767;83;71
Imst;702;60474;3276;32;30
Innsbruck-Land;703;180453;9733;120;111
Kitzbühel;704;64168;3259;37;72
Kufstein;705;110287;6852;121;99
Landeck;706;44386;2847;40;20
Lienz;707;48738;3114;39;163
Reutte;708;32838;1195;4;49
Schwaz;709;84329;7383;110;180
Bludenz;801;64107;3219;39;76
Bregenz;802;134987;6965;92;139
Dornbirn;803;89912;5719;53;125
Feldkirch;804;108133;6020;68;92
Wien;900;1911191;81149;1473;1808
