Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;418;11;1;2020-08-24T11:00:00
Kärnten;523;13;2;2020-08-24T11:00:00
Niederösterreich;3422;115;3;2020-08-24T11:00:00
Oberösterreich;3895;64;4;2020-08-24T11:00:00
Salzburg;1372;39;5;2020-08-24T11:00:00
Steiermark;1976;144;6;2020-08-24T11:00:00
Tirol;3685;101;7;2020-08-24T11:00:00
Vorarlberg;971;20;8;2020-08-24T11:00:00
Wien;5395;218;9;2020-08-24T11:00:00
