Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;867;11;42
Rust(Stadt);102;1980;71;0;0
Eisenstadt-Umgebung;103;43236;2121;23;73
Güssing;104;25699;1684;46;30
Jennersdorf;105;17097;1191;22;39
Mattersburg;106;40042;2058;31;47
Neusiedl am See;107;59990;2941;35;96
Oberpullendorf;108;37384;2082;34;68
Oberwart;109;54192;3254;74;178
Klagenfurt Stadt;201;101300;5558;151;188
Villach Stadt;202;62882;3254;63;147
Hermagor;203;18054;1817;28;33
Klagenfurt Land;204;60014;3637;61;80
Sankt Veit an der Glan;205;54186;3473;95;96
Spittal an der Drau;206;75868;4771;110;198
Villach Land;207;64618;3931;73;128
Völkermarkt;208;41862;3245;58;87
Wolfsberg;209;52607;3130;70;125
Feldkirchen;210;29902;2060;44;92
Krems an der Donau(Stadt);301;25036;1219;26;28
Sankt Pölten(Stadt);302;55514;3287;52;143
Waidhofen an der Ybbs(Stadt);303;11222;793;13;36
Wiener Neustadt(Stadt);304;45823;3557;77;157
Amstetten;305;116520;8831;123;419
Baden;306;146751;8881;108;412
Bruck an der Leitha;307;103735;5262;72;246
Gänserndorf;308;104782;5059;57;265
Gmünd;309;36553;2436;39;105
Hollabrunn;310;51033;2292;49;92
Horn;311;30936;1273;12;64
Korneuburg;312;91254;3920;45;161
Krems(Land);313;56487;2920;37;90
Lilienfeld;314;25655;1414;35;60
Melk;315;78191;5029;90;360
Mistelbach;316;75625;3375;33;134
Mödling;317;119115;5754;106;318
Neunkirchen;318;86343;5372;91;235
Sankt Pölten(Land);319;131729;6817;120;302
Scheibbs;320;41414;3335;32;182
Tulln;321;104593;4856;79;228
Waidhofen an der Thaya;322;25682;1561;14;52
Wiener Neustadt(Land);323;78307;4735;69;235
Zwettl;325;41987;2956;31;114
Linz(Stadt);401;206595;11514;212;356
Steyr(Stadt);402;38056;2049;18;87
Wels(Stadt);403;62470;4675;64;146
Braunau am Inn;404;105553;7760;90;392
Eferding;405;33178;2535;31;34
Freistadt;406;66861;4930;90;134
Gmunden;407;101859;7003;99;266
Grieskirchen;408;64875;4728;68;72
Kirchdorf an der Krems;409;57071;3777;79;145
Linz-Land;410;151371;8730;84;294
Perg;411;68968;5232;65;150
Ried im Innkreis;412;61690;5139;94;163
Rohrbach;413;56545;4848;94;64
Schärding;414;57391;4724;67;89
Steyr-Land;415;60717;3794;64;69
Urfahr-Umgebung;416;86005;5611;70;98
Vöcklabruck;417;137297;9810;148;350
Wels-Land;418;73777;4819;58;176
Salzburg(Stadt);501;155021;10342;128;359
Hallein;502;60824;5879;60;123
Salzburg-Umgebung;503;153492;11133;109;369
Sankt Johann im Pongau;504;81194;8891;109;183
Tamsweg;505;20251;2299;39;41
Zell am See;506;87628;6575;102;206
Graz(Stadt);601;291072;13559;270;395
Deutschlandsberg;603;60867;3315;92;93
Graz-Umgebung;606;156070;7413;232;227
Leibnitz;610;84756;5077;97;162
Leoben;611;59700;2983;103;77
Liezen;612;79652;4817;104;154
Murau;614;27543;1626;24;68
Voitsberg;616;51044;2788;95;102
Weiz;617;90654;5102;138;198
Murtal;620;71698;4090;154;143
Bruck-Mürzzuschlag;621;98697;5497;235;150
Hartberg-Fürstenfeld;622;90606;6347;172;228
Südoststeiermark;623;84036;5232;164;156
Innsbruck-Stadt;701;131961;8185;90;313
Imst;702;60474;4299;35;118
Innsbruck-Land;703;180453;11809;132;432
Kitzbühel;704;64168;4065;41;96
Kufstein;705;110287;8324;130;214
Landeck;706;44386;3329;45;69
Lienz;707;48738;4489;42;169
Reutte;708;32838;1581;5;50
Schwaz;709;84329;8759;127;107
Bludenz;801;64107;3694;45;62
Bregenz;802;134987;7875;97;140
Dornbirn;803;89912;6495;66;144
Feldkirch;804;108133;6988;74;117
Wien;900;1911191;119142;1960;6077
