Altersgruppe;Anzahl_demografisch;Timestamp
<5;0;2020-05-05T11:38:09
5-14;0;2020-05-05T11:38:09
15-24;0;2020-05-05T11:38:09
25-34;0;2020-05-05T11:38:09
35-44;0;2020-05-05T11:38:09
45-54;0;2020-05-05T11:38:09
55-64;1;2020-05-05T11:38:09
65-74;11;2020-05-05T11:38:09
75-84;35;2020-05-05T11:38:09
>84;102;2020-05-05T11:38:09
