time;Belegung Intensivbetten in %;Timestamp
19.07.2020;2;2020-08-27T09:30:00
20.07.2020;2;2020-08-27T09:30:00
21.07.2020;2;2020-08-27T09:30:00
22.07.2020;2;2020-08-27T09:30:00
23.07.2020;2;2020-08-27T09:30:00
24.07.2020;2;2020-08-27T09:30:00
25.07.2020;2;2020-08-27T09:30:00
26.07.2020;2;2020-08-27T09:30:00
27.07.2020;2;2020-08-27T09:30:00
28.07.2020;2;2020-08-27T09:30:00
29.07.2020;3;2020-08-27T09:30:00
30.07.2020;2;2020-08-27T09:30:00
31.07.2020;2;2020-08-27T09:30:00
01.08.2020;2;2020-08-27T09:30:00
02.08.2020;3;2020-08-27T09:30:00
03.08.2020;3;2020-08-27T09:30:00
04.08.2020;3;2020-08-27T09:30:00
05.08.2020;3;2020-08-27T09:30:00
06.08.2020;3;2020-08-27T09:30:00
07.08.2020;3;2020-08-27T09:30:00
08.08.2020;3;2020-08-27T09:30:00
09.08.2020;3;2020-08-27T09:30:00
10.08.2020;3;2020-08-27T09:30:00
11.08.2020;3;2020-08-27T09:30:00
12.08.2020;3;2020-08-27T09:30:00
13.08.2020;3;2020-08-27T09:30:00
14.08.2020;2;2020-08-27T09:30:00
15.08.2020;3;2020-08-27T09:30:00
16.08.2020;2;2020-08-27T09:30:00
17.08.2020;3;2020-08-27T09:30:00
18.08.2020;2;2020-08-27T09:30:00
19.08.2020;3;2020-08-27T09:30:00
20.08.2020;3;2020-08-27T09:30:00
21.08.2020;3;2020-08-27T09:30:00
22.08.2020;3;2020-08-27T09:30:00
23.08.2020;3;2020-08-27T09:30:00
24.08.2020;3;2020-08-27T09:30:00
25.08.2020;3;2020-08-27T09:30:00
26.08.2020;3;2020-08-27T09:30:00
27.08.2020;3;2020-08-27T09:30:00
