Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;215;0;54
Rust(Stadt);102;1980;19;0;9
Eisenstadt-Umgebung;103;43236;574;4;165
Güssing;104;25699;360;1;128
Jennersdorf;105;17097;242;2;118
Mattersburg;106;40042;485;3;146
Neusiedl am See;107;59990;721;10;154
Oberpullendorf;108;37384;600;2;253
Oberwart;109;54192;1000;17;296
Klagenfurt Stadt;201;101300;1112;26;361
Villach Stadt;202;62882;626;1;301
Hermagor;203;18054;243;0;100
Klagenfurt Land;204;60014;534;2;231
Sankt Veit an der Glan;205;54186;525;1;192
Spittal an der Drau;206;75868;341;1;120
Villach Land;207;64618;513;4;226
Völkermarkt;208;41862;504;3;190
Wolfsberg;209;52607;485;3;205
Feldkirchen;210;29902;267;1;109
Krems an der Donau(Stadt);301;25036;393;6;109
Sankt Pölten(Stadt);302;55514;917;8;255
Waidhofen an der Ybbs(Stadt);303;11222;149;3;59
Wiener Neustadt(Stadt);304;45823;827;0;150
Amstetten;305;116520;1915;25;688
Baden;306;146751;2018;11;490
Bruck an der Leitha;307;103735;1328;5;261
Gänserndorf;308;104782;1136;7;233
Gmünd;309;36553;653;4;214
Hollabrunn;310;51033;533;2;203
Horn;311;30936;282;5;77
Korneuburg;312;91254;1327;7;296
Krems(Land);313;56487;984;9;297
Lilienfeld;314;25655;433;6;118
Melk;315;78191;1029;6;322
Mistelbach;316;75625;729;12;160
Mödling;317;119115;1808;14;432
Neunkirchen;318;86343;1185;12;263
Sankt Pölten(Land);319;131729;1868;15;536
Scheibbs;320;41414;635;2;256
Tulln;321;104593;1532;7;406
Waidhofen an der Thaya;322;25682;454;2;102
Wiener Neustadt(Land);323;78307;934;10;253
Zwettl;325;41987;623;3;164
Linz(Stadt);401;206595;4075;42;1205
Steyr(Stadt);402;38056;713;2;232
Wels(Stadt);403;62470;1473;8;378
Braunau am Inn;404;105553;1467;11;553
Eferding;405;33178;926;7;341
Freistadt;406;66861;1578;17;629
Gmunden;407;101859;1956;7;657
Grieskirchen;408;64875;1600;3;538
Kirchdorf an der Krems;409;57071;818;5;378
Linz-Land;410;151371;2812;13;881
Perg;411;68968;1455;8;552
Ried im Innkreis;412;61690;1644;11;611
Rohrbach;413;56545;1635;7;619
Schärding;414;57391;1448;4;543
Steyr-Land;415;60717;1339;17;551
Urfahr-Umgebung;416;86005;2006;9;815
Vöcklabruck;417;137297;2598;10;941
Wels-Land;418;73777;1271;4;457
Salzburg(Stadt);501;155021;2300;5;705
Hallein;502;60824;1580;8;356
Salzburg-Umgebung;503;153492;2951;17;966
Sankt Johann im Pongau;504;81194;2389;19;709
Tamsweg;505;20251;373;2;170
Zell am See;506;87628;1357;9;379
Graz(Stadt);601;291072;4015;52;1153
Deutschlandsberg;603;60867;606;3;240
Graz-Umgebung;606;156070;1795;52;560
Leibnitz;610;84756;1291;17;462
Leoben;611;59700;780;12;272
Liezen;612;79652;1186;5;464
Murau;614;27543;213;1;110
Voitsberg;616;51044;711;15;224
Weiz;617;90654;1102;21;315
Murtal;620;71698;757;5;285
Bruck-Mürzzuschlag;621;98697;1187;27;513
Hartberg-Fürstenfeld;622;90606;1422;53;490
Südoststeiermark;623;84036;1150;6;489
Innsbruck-Stadt;701;131961;3838;23;733
Imst;702;60474;1328;6;357
Innsbruck-Land;703;180453;4118;15;1156
Kitzbühel;704;64168;1210;13;366
Kufstein;705;110287;2726;39;710
Landeck;706;44386;1649;18;177
Lienz;707;48738;655;6;231
Reutte;708;32838;383;2;117
Schwaz;709;84329;3191;22;1026
Bludenz;801;64107;1352;7;387
Bregenz;802;134987;2862;16;952
Dornbirn;803;89912;2537;17;823
Feldkirch;804;108133;2325;10;680
Wien;900;1911191;39185;416;5115
