Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;929;11;11
Rust(Stadt);102;1980;73;0;0
Eisenstadt-Umgebung;103;43236;2286;24;45
Güssing;104;25699;1793;53;31
Jennersdorf;105;17097;1271;25;23
Mattersburg;106;40042;2209;32;40
Neusiedl am See;107;59990;3189;39;63
Oberpullendorf;108;37384;2211;40;34
Oberwart;109;54192;3558;87;47
Klagenfurt Stadt;201;101300;5992;155;115
Villach Stadt;202;62882;3637;68;134
Hermagor;203;18054;1858;28;9
Klagenfurt Land;204;60014;4016;65;113
Sankt Veit an der Glan;205;54186;3796;97;78
Spittal an der Drau;206;75868;5415;117;170
Villach Land;207;64618;4266;77;92
Völkermarkt;208;41862;3533;61;74
Wolfsberg;209;52607;3363;72;58
Feldkirchen;210;29902;2267;52;64
Krems an der Donau(Stadt);301;25036;1322;28;36
Sankt Pölten(Stadt);302;55514;3591;55;99
Waidhofen an der Ybbs(Stadt);303;11222;869;14;25
Wiener Neustadt(Stadt);304;45823;3775;85;51
Amstetten;305;116520;9591;126;214
Baden;306;146751;9572;120;204
Bruck an der Leitha;307;103735;5859;84;164
Gänserndorf;308;104782;5579;64;174
Gmünd;309;36553;2627;43;45
Hollabrunn;310;51033;2487;52;55
Horn;311;30936;1446;26;49
Korneuburg;312;91254;4160;48;63
Krems(Land);313;56487;3133;39;52
Lilienfeld;314;25655;1522;39;31
Melk;315;78191;5557;99;143
Mistelbach;316;75625;3607;34;55
Mödling;317;119115;6216;109;110
Neunkirchen;318;86343;5763;96;68
Sankt Pölten(Land);319;131729;7404;132;142
Scheibbs;320;41414;3665;39;91
Tulln;321;104593;5195;81;90
Waidhofen an der Thaya;322;25682;1663;14;20
Wiener Neustadt(Land);323;78307;5088;91;55
Zwettl;325;41987;3243;37;49
Linz(Stadt);401;206595;12801;215;382
Steyr(Stadt);402;38056;2285;18;68
Wels(Stadt);403;62470;5240;69;184
Braunau am Inn;404;105553;8650;102;250
Eferding;405;33178;2698;32;42
Freistadt;406;66861;5275;93;108
Gmunden;407;101859;7505;105;83
Grieskirchen;408;64875;5024;68;103
Kirchdorf an der Krems;409;57071;3999;81;66
Linz-Land;410;151371;9588;86;251
Perg;411;68968;5603;71;96
Ried im Innkreis;412;61690;5686;96;148
Rohrbach;413;56545;5014;96;49
Schärding;414;57391;5200;69;140
Steyr-Land;415;60717;4062;68;62
Urfahr-Umgebung;416;86005;5920;72;74
Vöcklabruck;417;137297;10965;153;374
Wels-Land;418;73777;5307;59;153
Salzburg(Stadt);501;155021;11269;134;277
Hallein;502;60824;6339;62;202
Salzburg-Umgebung;503;153492;12059;119;273
Sankt Johann im Pongau;504;81194;9308;113;144
Tamsweg;505;20251;2426;40;40
Zell am See;506;87628;7089;103;116
Graz(Stadt);601;291072;15108;287;544
Deutschlandsberg;603;60867;3743;100;172
Graz-Umgebung;606;156070;8158;240;230
Leibnitz;610;84756;5574;106;153
Leoben;611;59700;3222;109;66
Liezen;612;79652;5232;112;98
Murau;614;27543;1822;27;65
Voitsberg;616;51044;3168;106;144
Weiz;617;90654;5628;143;199
Murtal;620;71698;4571;162;160
Bruck-Mürzzuschlag;621;98697;5815;245;99
Hartberg-Fürstenfeld;622;90606;6894;178;173
Südoststeiermark;623;84036;5689;167;165
Innsbruck-Stadt;701;131961;9060;94;256
Imst;702;60474;4683;37;173
Innsbruck-Land;703;180453;12952;136;357
Kitzbühel;704;64168;4311;41;74
Kufstein;705;110287;9092;136;193
Landeck;706;44386;3486;46;40
Lienz;707;48738;5088;45;160
Reutte;708;32838;1870;5;73
Schwaz;709;84329;8938;131;43
Bludenz;801;64107;3951;46;96
Bregenz;802;134987;8855;100;406
Dornbirn;803;89912;7080;70;243
Feldkirch;804;108133;7652;77;255
Wien;900;1911191;131183;2175;3360
