Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;6302;103;1;2020-12-04T08:02:00
Kärnten;12355;152;2;2020-12-04T08:02:00
Niederösterreich;34613;540;3;2020-12-04T08:02:00
Oberösterreich;52106;622;4;2020-12-04T08:02:00
Salzburg;17038;198;5;2020-12-04T08:02:00
Steiermark;20486;514;6;2020-12-04T08:02:00
Tirol;30193;357;7;2020-12-04T08:02:00
Vorarlberg;13724;141;8;2020-12-04T08:02:00
Wien;51310;701;9;2020-12-04T08:02:00
