AltersgruppeID;Altersgruppe;Bundesland;BundeslandID;AnzEinwohner;Geschlecht;Anzahl;AnzahlGeheilt;AnzahlTot
1;<5;Burgenland;1;6271;M;123;112;0
1;<5;Burgenland;1;5908;W;107;101;0
1;<5;Kärnten;2;12224;M;152;132;0
1;<5;Kärnten;2;11683;W;134;120;0
1;<5;Niederösterreich;3;40492;M;527;482;0
1;<5;Niederösterreich;3;38354;W;444;413;0
1;<5;Oberösterreich;4;39650;M;523;469;0
1;<5;Oberösterreich;4;37428;W;407;369;0
1;<5;Salzburg;5;14528;M;240;223;0
1;<5;Salzburg;5;13799;W;189;172;0
1;<5;Steiermark;6;29066;M;471;419;0
1;<5;Steiermark;6;27485;W;464;410;0
1;<5;Tirol;7;19768;M;408;372;0
1;<5;Tirol;7;18326;W;347;323;0
1;<5;Vorarlberg;8;11200;M;204;166;0
1;<5;Vorarlberg;8;10560;W;182;154;0
1;<5;Wien;9;50897;M;1121;948;0
1;<5;Wien;9;48196;W;1020;886;0
1;<5;Österreich;10;224096;M;3769;3323;0
1;<5;Österreich;10;211739;W;3294;2948;0
2;5-14;Burgenland;1;13528;M;765;718;0
2;5-14;Burgenland;1;12962;W;662;612;0
2;5-14;Kärnten;2;26135;M;1111;965;0
2;5-14;Kärnten;2;24667;W;1041;921;0
2;5-14;Niederösterreich;3;84399;M;4326;4034;0
2;5-14;Niederösterreich;3;80034;W;3994;3719;0
2;5-14;Oberösterreich;4;76223;M;3720;3205;0
2;5-14;Oberösterreich;4;72202;W;3335;2882;0
2;5-14;Salzburg;5;27260;M;1954;1835;0
2;5-14;Salzburg;5;26109;W;1760;1662;0
2;5-14;Steiermark;6;56981;M;2246;1974;0
2;5-14;Steiermark;6;53566;W;2022;1805;0
2;5-14;Tirol;7;36954;M;2393;2186;0
2;5-14;Tirol;7;35185;W;2213;2022;0
2;5-14;Vorarlberg;8;21371;M;881;812;0
2;5-14;Vorarlberg;8;20345;W;874;790;0
2;5-14;Wien;9;92739;M;5834;5117;1
2;5-14;Wien;9;86565;W;5183;4509;0
2;5-14;Österreich;10;435590;M;23230;20846;1
2;5-14;Österreich;10;411635;W;21084;18922;0
3;15-24;Burgenland;1;14211;M;1179;1142;0
3;15-24;Burgenland;1;13131;W;966;921;0
3;15-24;Kärnten;2;28406;M;2498;2364;0
3;15-24;Kärnten;2;26320;W;2200;2072;0
3;15-24;Niederösterreich;3;89919;M;7684;7261;1
3;15-24;Niederösterreich;3;83156;W;6885;6493;0
3;15-24;Oberösterreich;4;83998;M;7751;7277;0
3;15-24;Oberösterreich;4;78239;W;7555;7062;0
3;15-24;Salzburg;5;31568;M;3908;3742;0
3;15-24;Salzburg;5;29388;W;3520;3360;0
3;15-24;Steiermark;6;66905;M;4556;4314;0
3;15-24;Steiermark;6;62165;W;4380;4120;0
3;15-24;Tirol;7;42988;M;4392;4208;1
3;15-24;Tirol;7;40872;W;4062;3902;0
3;15-24;Vorarlberg;8;23260;M;2097;1956;0
3;15-24;Vorarlberg;8;21284;W;1980;1847;0
3;15-24;Wien;9;110503;M;10212;8999;4
3;15-24;Wien;9;109312;W;9885;8788;0
3;15-24;Österreich;10;491758;M;44278;41264;6
