Altersgruppe;Anzahl;Timestamp
<5;2104;2020-11-21T00:02:00
5-14;13603;2020-11-21T00:02:00
15-24;36795;2020-11-21T00:02:00
25-34;40825;2020-11-21T00:02:00
35-44;35375;2020-11-21T00:02:00
45-54;42902;2020-11-21T00:02:00
55-64;32750;2020-11-21T00:02:00
65-74;16155;2020-11-21T00:02:00
75-84;12591;2020-11-21T00:02:00
>84;7435;2020-11-21T00:02:00
