Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;435;6;10
Rust(Stadt);102;1980;50;0;0
Eisenstadt-Umgebung;103;43236;1151;14;67
Güssing;104;25699;825;12;41
Jennersdorf;105;17097;580;14;18
Mattersburg;106;40042;1101;16;33
Neusiedl am See;107;59990;1445;21;72
Oberpullendorf;108;37384;1279;14;51
Oberwart;109;54192;1766;48;87
Klagenfurt Stadt;201;101300;3454;96;244
Villach Stadt;202;62882;1761;24;156
Hermagor;203;18054;713;8;99
Klagenfurt Land;204;60014;1985;9;149
Sankt Veit an der Glan;205;54186;2149;63;121
Spittal an der Drau;206;75868;1708;26;169
Villach Land;207;64618;2031;40;206
Völkermarkt;208;41862;2084;32;224
Wolfsberg;209;52607;2115;42;161
Feldkirchen;210;29902;1089;18;138
Krems an der Donau(Stadt);301;25036;821;28;26
Sankt Pölten(Stadt);302;55514;2071;24;137
Waidhofen an der Ybbs(Stadt);303;11222;411;5;32
Wiener Neustadt(Stadt);304;45823;1480;28;73
Amstetten;305;116520;5223;80;461
Baden;306;146751;3890;39;281
Bruck an der Leitha;307;103735;2593;28;177
Gänserndorf;308;104782;1965;24;139
Gmünd;309;36553;1358;29;91
Hollabrunn;310;51033;1104;23;45
Horn;311;30936;579;7;46
Korneuburg;312;91254;2159;16;97
Krems(Land);313;56487;1814;22;84
Lilienfeld;314;25655;891;21;51
Melk;315;78191;2821;49;199
Mistelbach;316;75625;1418;26;84
Mödling;317;119115;3047;48;213
Neunkirchen;318;86343;2437;41;224
Sankt Pölten(Land);319;131729;3879;65;235
Scheibbs;320;41414;1880;19;82
Tulln;321;104593;2656;30;119
Waidhofen an der Thaya;322;25682;793;12;41
Wiener Neustadt(Land);323;78307;1918;26;110
Zwettl;325;41987;1507;12;113
Linz(Stadt);401;206595;8092;131;439
Steyr(Stadt);402;38056;1452;13;87
Wels(Stadt);403;62470;2919;41;131
Braunau am Inn;404;105553;4021;40;321
Eferding;405;33178;1946;23;65
Freistadt;406;66861;3343;59;160
Gmunden;407;101859;4016;47;362
Grieskirchen;408;64875;3520;48;162
Kirchdorf an der Krems;409;57071;2102;37;175
Linz-Land;410;151371;6019;67;351
Perg;411;68968;3315;35;149
Ried im Innkreis;412;61690;3411;61;145
Rohrbach;413;56545;3655;73;169
Schärding;414;57391;3303;38;293
Steyr-Land;415;60717;2815;49;191
Urfahr-Umgebung;416;86005;4451;53;162
Vöcklabruck;417;137297;5997;77;451
Wels-Land;418;73777;2808;33;184
Salzburg(Stadt);501;155021;5642;48;378
Hallein;502;60824;3293;26;288
Salzburg-Umgebung;503;153492;6397;57;473
Sankt Johann im Pongau;504;81194;4864;72;253
Tamsweg;505;20251;1296;24;97
Zell am See;506;87628;3903;58;258
Graz(Stadt);601;291072;8276;89;499
Deutschlandsberg;603;60867;1509;27;218
Graz-Umgebung;606;156070;4293;133;318
Leibnitz;610;84756;2744;59;204
Leoben;611;59700;1887;62;128
Liezen;612;79652;2557;59;120
Murau;614;27543;908;11;85
Voitsberg;616;51044;1809;62;81
Weiz;617;90654;2564;68;205
Murtal;620;71698;2418;71;242
Bruck-Mürzzuschlag;621;98697;3362;116;278
Hartberg-Fürstenfeld;622;90606;3344;98;279
Südoststeiermark;623;84036;2860;53;183
Innsbruck-Stadt;701;131961;6113;69;146
Imst;702;60474;2734;25;135
Innsbruck-Land;703;180453;8480;93;283
Kitzbühel;704;64168;2441;25;90
Kufstein;705;110287;5965;100;153
Landeck;706;44386;2309;29;83
Lienz;707;48738;2406;24;177
Reutte;708;32838;845;3;23
Schwaz;709;84329;6450;93;114
Bludenz;801;64107;2647;36;109
Bregenz;802;134987;5712;72;252
Dornbirn;803;89912;4637;36;207
Feldkirch;804;108133;4825;48;237
Wien;900;1911191;67597;924;2889
