Bundesland;Anzahl;GKZ;Timestamp
Wien;8414;9;2020-12-06T05:02:00
Vorarlberg;2035;8;2020-12-06T05:02:00
Tirol;3848;7;2020-12-06T05:02:00
Steiermark;11620;6;2020-12-06T05:02:00
Salzburg;4322;5;2020-12-06T05:02:00
Oberösterreich;6003;4;2020-12-06T05:02:00
Niederösterreich;7169;3;2020-12-06T05:02:00
Kärnten;2770;2;2020-12-06T05:02:00
Burgenland;1310;1;2020-12-06T05:02:00
