Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;6462;103;1;2020-12-04T12:02:00
Kärnten;12715;156;2;2020-12-04T12:02:00
Niederösterreich;35334;548;3;2020-12-04T12:02:00
Oberösterreich;53042;637;4;2020-12-04T12:02:00
Salzburg;17427;204;5;2020-12-04T12:02:00
Steiermark;21098;517;6;2020-12-04T12:02:00
Tirol;30902;365;7;2020-12-04T12:02:00
Vorarlberg;14205;141;8;2020-12-04T12:02:00
Wien;52590;709;9;2020-12-04T12:02:00
